Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-02-13,3408233,J574075,1335.28,REDACTED PERSONAL DATA,575379,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408235,J574075,336.6,REDACTED PERSONAL DATA,578277,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408236,J574075,651.68,REDACTED PERSONAL DATA,578397,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408237,J574075,4335.96,REDACTED PERSONAL DATA,578596,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408238,J574075,569.92,REDACTED PERSONAL DATA,578667,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408239,J574075,2084.00,REDACTED PERSONAL DATA,578672,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408240,J574075,2160.79,REDACTED PERSONAL DATA,578673,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-02-13,3408241,J574075,4325.27,REDACTED PERSONAL DATA,578677,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408242,J574075,7205.69,REDACTED PERSONAL DATA,578680,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-02-13,3408243,J574075,5268.26,REDACTED PERSONAL DATA,578691,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-02-13,3408244,SB1302,420,ORCHARD CARE RESIDENTIAL HOME,362100,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-02-13,3408245,529,420,SPECTRUM ACTIVE (NOT FOR PROFIT),533308,Human Resources,TRAINING CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-02-13,3408246,543,660,SPECTRUM ACTIVE (NOT FOR PROFIT),533308,Human Resources,TRAINING CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-02-13,3408248,558,304,SPECTRUM ACTIVE (NOT FOR PROFIT),533308,Human Resources,TRAINING CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-02-13,3408249,560,664,SPECTRUM ACTIVE (NOT FOR PROFIT),533308,Human Resources,TRAINING CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-02-13,3408251,A4499NCE,2013.92,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,BLOCK CONTRACT,2013-02-13,3408252,J568645 030213,12868.80,CAREFORCE,362136,Human Resources,NURSING AGENCIES
PDSI PURCHASING,9190,BLOCK CONTRACT,2013-02-13,3408252,J568645 030213,3005.52,CAREFORCE,362136,Human Resources,NURSING AGENCIES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408253,J568647 030213,3176.04,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408253,J568647 030213,4202.56,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PDSI PURCHASING,9190,BLOCK CONTRACT,2013-02-13,3408254,J568671 030213,425.6,COMFORT CALL,552184,Social Community Care,HOME CARE SERVICES
ADULT SOCIAL CARE PURCHASING,9190,BLOCK CONTRACT,2013-02-13,3408254,J568671 030213,30470.80,COMFORT CALL,552184,Social Community Care,HOME CARE SERVICES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408255,LOXOLO013892,300,SIGNATURE AT LOXLEY PARK (OPERATIONS) LT,514730,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408256,LOXOLO013894,400,SIGNATURE AT LOXLEY PARK (OPERATIONS) LT,514730,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408276,76471AD,334.88,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408278,76471JH,3286.80,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408279,76471JMC,322.24,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408280,76471MM,358.2,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408281,76471WH,2227.56,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408282,A4499AB,2402.00,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408283,24069/1,783.2,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408284,A4499AM,940.68,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408285,A4499BT,977.76,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408286,A4499DF,1528.08,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408287,A4499EH,5003.52,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408288,A4499GG,6840.74,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408289,A4499GH,1591.92,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408290,A4499JH,651.24,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408291,A4499JK,325.62,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408292,A4499JMD,1881.36,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408293,A4499JS,2496.42,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408295,A4499LAS,9443.00,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408296,A4499LT,3334.86,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408297,A4499MD,705.51,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408298,A4499MQ,289.44,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408299,A4499MS,325.64,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408299,A4499MS,325.6,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408300,A4499NB,1085.40,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408301,A4499NC,7126.50,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408302,A4499PC,868.32,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408302,A4499PC,723.6,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408303,A4499SB,8465.24,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-02-13,3408305,A4499SBI,7225.58,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408306,A4499SMT,379.89,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408307,A4499TB,723.6,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408308,A4499VM,1447.20,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2013-02-13,3408309,A4499WG,289.44,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408310,A449IR,4463.00,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-02-13,3408313,24069,300,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-02-13,3408217,101309914,4328.22,BARNARDO'S,328396,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LEAVING CARE,9270,INDEPENDENT FOSTERING,2013-02-13,3408218,101309915,4340.00,BARNARDO'S,328396,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408219,309,923.68,ASHIANA SHEFFIELD LTD,517492,Medical,COUNSELLING & ADVICE SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408220,LG/SHEF/14,1300.00,FIRSTPOINT SUPPORTED LIVING,575497,Social Community Care,HOME SUPPORT SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408221,310,923.68,ASHIANA SHEFFIELD LTD,517492,Medical,COUNSELLING & ADVICE SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408222,311,1319.23,ASHIANA SHEFFIELD LTD,517492,Medical,COUNSELLING & ADVICE SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408223,948,1151.43,SAFEHANDS LIVERPOOL LTD,575430,Social Community Care,CHILDCARE SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408224,AS/SHEF/013,4137.14,FIRSTPOINT SUPPORTED LIVING,575497,Social Community Care,HOME SUPPORT SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408225,306,923.68,ASHIANA SHEFFIELD LTD,517492,Medical,COUNSELLING & ADVICE SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-02-13,3408226,307,923.68,ASHIANA SHEFFIELD LTD,517492,Medical,COUNSELLING & ADVICE SERVICES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-02-13,3408190,J574079 030313,1191.00,NEWFIELD NURSING HOME,361980,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408191,J574080 030313,5755.71,SILVER LODGE CARE HOME,361763,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-02-13,3408192,J574081 030313,2746.14,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408193,J574082 030313,4692.00,ROSEBERRY CARE CENTRES GB LTD,361953,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408194,J574083 030313,4389.00,HEELEY BANK CARE HOME,362923,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,NURSING COSTS RECOVERED,2013-02-13,3408195,J560307 030213,704.85,ATHORPE LODGE,361941,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408195,J560307 030213,4676.00,ATHORPE LODGE,361941,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-02-13,3408196,J567050 030213,12090.00,ABBEY GRANGE RESIDENTIAL HOME,361753,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-02-13,3408197,J568855 030313,14484.00,PEXTON GRANGE LTD,361942,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408198,J568903 030313,9855.52,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-02-13,3408199,J570968 030313,11339.00,BALMORAL NURSING HOME,361851,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408200,J570969 030313,3960.00,CAIRN HOME,368330,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408201,J570970 030313,13419.11,BROOKVIEW NURSING HOME,368323,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408202,J571111 030313,4589.00,BEECHY KNOLL,362144,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-02-13,3408203,J574077 030313,8211.00,REGAL CARE TRADING LTD,344721,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-02-13,3408204,J574078 030313,10287.43,WOODBANK HOUSE CARE LTD,361780,Social Community Care,REST & RETIREMENT HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408205,J568406 060113,1753.29,ABBEY GRANGE RESIDENTIAL HOME,361753,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408206,J574064 030213,391,GRANGE CRESCENT,361898,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408207,J574065 030213,4431.58,KNOWLE HILL,361798,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408208,J574066 030213,442.29,SWALLOWNEST CARE HOME,361827,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408209,J574067 030213,1523.57,TAPTON COURT NURSING HOME,362076,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408210,J574068 030213,1548.00,WOODBANK HOUSE CARE LTD,361780,Social Community Care,REST & RETIREMENT HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408211,J574069 030213,1008.57,HARTWELL HOUSE,361785,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408212,J574070 030213,4260.00,NEWFIELD NURSING HOME,361980,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,SHORT TERM NURSING CARE,2013-02-13,3408212,J574070 030213,2779.00,NEWFIELD NURSING HOME,361980,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408213,J574071 030213,1412.00,NORTHFIELD NURSING HOME,361770,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,SHORT TERM NURSING CARE,2013-02-13,3408214,J574072 030213,1564.00,CRAEGMOOR  - RICHMOND HEIGHTS,361933,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408215,J574073 030213,1342.86,SILVER LODGE CARE HOME,361763,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-02-13,3408216,J574074 030213,399,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
BIRLEY,1183,PURCHASE OF EQUIPMENT,2013-02-14,3408059,1110,35462.00,SHEFFIELD LEP LTD,482230,Unclassified Non Trade,LOCAL GOVERNMENT
EQUIPMENT,9160,PARTNERSHIP CONTRACTS,2013-02-14,3408999,ERS INVOICE79354,68963.00,SHEFFIELD PRIMARY CARE TRUST,504799,Unclassified Non Trade,HEALTH AUTHORITIES
NORTH OF ENGLAND CONFERENCE,8440,FEE EXPENSES,2013-02-14,3409001,ERS INVOICE79358,1162.90,PROFESSOR BARRY CARPENTER,578432,Leisure Services,PROFESSIONAL SPEAKERS
NORTH OF ENGLAND CONFERENCE,8440,FEE EXPENSES,2013-02-14,3409002,ERS INVOICE79359,2167.65,PROFESSOR STEVEN ROSE,578584,Leisure Services,PROFESSIONAL SPEAKERS
CLAIMS,8740,MOTOR VEHICLE,2013-02-14,3409003,ERS INVOICE79360,365,CENTRAL TRAVEL SHEFFIELD LTD,578704,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CLAIMS,8740,HIGHWAYS,2013-02-14,3409004,ERS INVOICE79361,300,CORDNER LEWIS SOLICITORS,546694,Legal Services,SOLICITORS
AFFORDABLE HOUSING,4080,FEES & CHARGES,2013-02-14,3409006,ERS INVOICE79364,830.4,BRANCHESTER INTERNATIONAL LTD,576926,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
TRANSPORT FLEET MANAGEMENT,8270,SUBSCRIPTIONS,2013-02-14,3409011,ERS INVOICE79369,818,GLASS'S INFORMATION SERVICES LTD,205153,Human Resources,INFORMATION SERVICES
CLAIMS,8740,EMPLOYERS LIABILITY,2013-02-14,3409115,ERS INVOICE79370,17000.00,DICKINSON DEES LLP,577420,Legal Services,SOLICITORS
PARENT REIMBURSEMENTS,7060,EXTERNAL VEHICLE HIRE,2013-02-14,3409122,ERS INVOICE79377,284.16,REDACTED PERSONAL DATA,535235,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SCT PARTNERSHIP PAYMENTS,9160,PARTNERSHIP CONTRACTS,2013-02-14,3409124,ERS INVOICE79380,290876.18,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
COMMUNITY ASSEMBLY CENTRAL,9120,OTHER AGENCIES,2013-02-14,3409125,ERS INVOICE79382,500,ST STEPHEN'S PCC,435452,Unclassified Non Trade,PLACES OF WORSHIP
ADULT SOCIAL CARE PURCHASING,9160,PARTNERSHIP CONTRACTS,2013-02-14,3392449,15116,8854.49,AGE CONCERN,306684,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9160,PARTNERSHIP CONTRACTS,2013-02-14,3392453,15118,8854.49,AGE CONCERN,306684,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
EVENTS IN PARKS,8200,EVENTS EXPENDITURE,2013-02-14,3395097,230212-01,350,MAPLANDBRITAIN,557418,Education,"MAPS, CHARTS & GLOBES"
GATEWAY 2A-E,8440,FEE EXPENSES,2013-02-14,3398540,2238,843.2,NORTHERN REVIVE CIC,565072,Unclassified Non Trade,EMPLOYMENT SERVICE
PROJECT AND COMMERCIAL FINANCE,8350,MISCELLANEOUS EXPENSES,2013-02-14,3398901,I00183795,349.5,AON TRADE CREDIT,464823,Financial Services,INSURANCE - OTHER
GATEWAY 2A-E,8440,FEE EXPENSES,2013-02-14,3399132,50581192,2300.00,PROTOCOL NATIONAL LTD,570558,Education,EDUCATIONAL SERVICES
BUS PLANNING & PERF STAFFING,8270,SUBSCRIPTIONS,2013-02-14,3402182,3071957,250,CIPFA BUSINESS LTD,321601,Human Resources,INSTITUTES - PROFESSIONAL
FSSG,8440,FEE EXPENSES,2013-02-14,3402462,42358,37227.08,VELOS-IT LTD,473485,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
NORBURY,8060,MATERIALS AND SUPPLIES GENERAL,2013-02-14,3402686,48857,477.59,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
SCHOOLS ACCESS INITIATIVE,1183,PURCHASE OF EQUIPMENT,2013-02-14,3403048,1,6847.00,MEERSBROOK CONSTRUCTION COMPANY LTD,206809,Construction,CONSTRUCTION CONTRACTORS - GEN
RFID PROJECT,1183,PURCHASE OF EQUIPMENT,2013-02-14,3403115,I020505,1865.66,DEMCO INTERIORS,303280,Education,EDUCATIONAL EQUIPMENT & SUPPLI
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-02-14,3403217,PSI-0009653,685.95,SAFETYNET SOLUTIONS,536386,Facilities Management,SECURITY SERVICES
LICENSING,8060,MATERIALS AND SUPPLIES GENERAL,2013-02-14,3403658,14651,1385.98,VIP SYSTEM LTD.,455617,Vehicles Not Buses,CAR ACCESSORIES & PARTS
KIER ALMO INVESTMENT WORK,1157,DWELLINGS MAIN CONTRACT,2013-02-14,3403676,SH03274/19,742577.07,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
FULFILMENT TEAM,8550,OTHER SERVICES,2013-02-14,3404302,91248770,2543.80,NORTHGATE INFORMATION SOLUTIONS LTD,432617,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
WOOD LANE,8440,FEE EXPENSES,2013-02-14,3404341,496,25000.00,NORTH SHEFFIELD CONSERVATION GROUP,310661,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LA MUSIC SERVICES,8440,FEE EXPENSES,2013-02-14,3405684,P12057,845,PARITOR LTD,565708,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
BUILDING STANDARDS,8250,MARKETING EXPENSES,2013-02-14,3406663,27706/1,336.05,PARKERS PROMOTIONAL PRODUCTS,413239,Stationery,PROMOTIONAL ITEMS
LOCALITY 1 MANAGEMENT+O/HEADS,8060,MATERIALS AND SUPPLIES GENERAL,2013-02-14,3407074,548296,397.98,PICKFORDS,573763,Transport,REMOVALS - OVERSEAS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-02-14,3407084,121595,640,WIDE WAVE GROUP,511738,Stationery,PROMOTIONAL ITEMS
LENDING SERVICES GENERAL,8420,ADVERTISING AND PUBLICITY,2013-02-14,3407298,5084,350,BELLWOOD PHOTOGRAPHY LTD,575186,Facilities Management,PHOTOGRAPHERS - ADVERTISING &
NORBURY,8060,MATERIALS AND SUPPLIES GENERAL,2013-02-14,3407339,256068918,265.02,YORKSHIRE PURCHASING ORGANISATION,295997,Unclassified Trade,PURCHASING SERVICES
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-02-14,3407413,769526-S,3965.85,INTOPRINT (UK) LIMITED,319560,Facilities Management,PRINTERS
ESTATE SERVICES,6090,TIPPING COSTS,2013-02-14,3407531,49857/1,3891.20,R FLETCHER WASTE DISPOSAL LTD,473104,Environmental Services,WASTE DISPOSAL SERVICES
SHELTERED HOUSING GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-02-14,3407997,T00011868,1672.00,TEAL FURNITURE LIMITED,482632,Furniture,CONTRACT FURNISHERS
GENERAL OPEN SPACE MAINTENANCE,6370,GROUNDS MTCE AND ARBORICULTURE,2013-02-14,3408005,10/5170/43RC/40308,9500.00,SHEFFIELD WILDLIFE TRUST,347103,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
OBSOLETE HEATING,1157,DWELLINGS MAIN CONTRACT,2013-02-14,3408066,12080020,104923.17,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
NEW HEATING INSTALLATIONS,1157,DWELLINGS MAIN CONTRACT,2013-02-14,3408068,12080018,22566.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
HEATING BREAKDOWNS,1157,DWELLINGS MAIN CONTRACT,2013-02-14,3408069,12080017,32162.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
HEATING BREAKDOWNS,1157,DWELLINGS MAIN CONTRACT,2013-02-14,3408070,12080016,14850.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
