Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
STUDENT FINANCIAL SUPPORT,9120,OTHER AGENCIES,2015-02-20,3787203,ERS INVOICE114805,1500.00,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
STUDENT FINANCIAL SUPPORT,9120,OTHER AGENCIES,2015-02-20,3787205,ERS INVOICE114807,1500.00,RED10 TRAINING ACADEMY LTD,620910,,TRAINING SERVICES
STUDENT FINANCIAL SUPPORT,9120,OTHER AGENCIES,2015-02-20,3787206,ERS INVOICE114808,1500.00,VULCAN ENGINEERING LIMITED,615994,,SPRING MNFRS & DISTRIBUTORS
STUDENT FINANCIAL SUPPORT,9120,OTHER AGENCIES,2015-02-20,3787207,ERS INVOICE114809,1500.00,CTW (HARDFACING) LIMITED,619924,,PLANT & MACHINERY REPAIRS
LUNCH CLUB GRANT,8180,GRANTS,2015-02-20,3787208,ERS INVOICE114810,1300.00,MADINA ELDERLY DAY CARE CENTRE (MEN'S LU,549532,,CHARITIES & VOLUNTARY ORGANISA
STUDENT FINANCIAL SUPPORT,9120,OTHER AGENCIES,2015-02-20,3787209,ERS INVOICE114811,1500.00,MERCE ENGINEERING LTD,596187,,ENGINEERING SERVICES
CLAIMS,8740,PUBLIC LIABILITY,2015-02-20,3787254,ERS INVOICE114812,4602.00,KH INJURY LAWYERS,206172,,SOLICITORS
SCT - WOODBOURN ROAD ATHLETICS,8440,FEE EXPENSES,2015-02-20,3787255,ERS INVOICE114813,45000.00,SHEFFIELD HALLAM UNIVERSITY,449854,,UNIVERSITIES & MEDICAL SCHOOLS
RGF 4,8440,FEE EXPENSES,2015-02-20,3787256,ERS INVOICE114814,252000.00,CONNEXION2 LTD,616850,,SAFETY EQUIPMENT & CLOTHING
CITY DEAL - FRAMEWORKS,9120,OTHER AGENCIES,2015-02-20,3787257,ERS INVOICE114815,13882.76,THE LEARNING COMMUNITY LTD,350783,,TRAINING SERVICES
CITY DEAL - FRAMEWORKS,9120,OTHER AGENCIES,2015-02-20,3787258,ERS INVOICE114816,13140.04,THE SHEFFIELD COLLEGE,297611,,SCHOOLS & COLLEGES - FURTHER E
CLAIMS,8740,MOTOR VEHICLE,2015-02-20,3787259,ERS INVOICE114817,270.00,CARPENTERS,440881,,SOLICITORS
CLAIMS,8740,HIGHWAYS,2015-02-20,3787262,ERS INVOICE114820,600.00,DEPARTMENT FOR WORK & PENSIONS,326920,,CENTRAL GOVERNMENT
CLAIMS,8740,MOTOR VEHICLE,2015-02-20,3787263,ERS INVOICE114821,457.00,UK INSURANCE LIMITED,583570,,SOLICITORS
COMM EP NORTH EAST LINCS,1194,OTHER FEES,2015-02-20,3787264,ERS INVOICE114822,20000.00,CARLTON EDUCATION & ENTERPRISE LTD,597468,,EDUCATIONAL SERVICES
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787265,ERS INVOICE114823,390.00,REDACTED PERSONAL DATA,620872,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787266,ERS INVOICE114824,400.00,REDACTED PERSONAL DATA,620873,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787267,ERS INVOICE114825,274.30,REDACTED PERSONAL DATA,620874,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787268,ERS INVOICE114826,400.00,REDACTED PERSONAL DATA,620875,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787269,ERS INVOICE114827,400.00,REDACTED PERSONAL DATA,620877,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787270,ERS INVOICE114828,400.00,REDACTED PERSONAL DATA,620878,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787271,ERS INVOICE114829,400.00,REDACTED PERSONAL DATA,620879,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787272,ERS INVOICE114830,400.00,REDACTED PERSONAL DATA,620884,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787273,ERS INVOICE114831,400.00,REDACTED PERSONAL DATA,620885,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787274,ERS INVOICE114832,400.00,REDACTED PERSONAL DATA,620889,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787275,ERS INVOICE114833,400.00,REDACTED PERSONAL DATA,620893,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787276,ERS INVOICE114834,400.00,REDACTED PERSONAL DATA,620895,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787277,ERS INVOICE114835,400.00,REDACTED PERSONAL DATA,620899,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787278,ERS INVOICE114836,400.00,REDACTED PERSONAL DATA,620911,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787279,ERS INVOICE114837,400.00,REDACTED PERSONAL DATA,571555,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787280,ERS INVOICE114838,260.00,REDACTED PERSONAL DATA,586023,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787281,ERS INVOICE114839,400.00,REDACTED PERSONAL DATA,574042,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787282,ERS INVOICE114840,400.00,REDACTED PERSONAL DATA,572443,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787284,ERS INVOICE114842,400.00,REDACTED PERSONAL DATA,615688,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787285,ERS INVOICE114843,348.00,REDACTED PERSONAL DATA,620923,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787286,ERS INVOICE114844,400.00,REDACTED PERSONAL DATA,536688,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787287,ERS INVOICE114845,400.00,REDACTED PERSONAL DATA,541177,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787288,ERS INVOICE114846,400.00,REDACTED PERSONAL DATA,534234,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SECTOR GWTH ENHANCEMENT PROG,9050,OTHER LOCAL AUTHORITIES,2015-02-20,3787290,ERS INVOICE114848,7524.39,DONCASTER MBC,563246,,COUNCILS
SECTOR GWTH ENHANCEMENT PROG,9050,OTHER LOCAL AUTHORITIES,2015-02-20,3787291,ERS INVOICE114849,4732.98,BARNSLEY M B C,504141,,LOCAL GOVERNMENT
SECTOR GWTH ENHANCEMENT PROG,9050,OTHER LOCAL AUTHORITIES,2015-02-20,3787292,ERS INVOICE114850,8883.38,ROTHERHAM MBC,296984,,LOCAL GOVERNMENT
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787293,ERS INVOICE114851,400.00,REDACTED PERSONAL DATA,620925,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787294,ERS INVOICE114852,400.00,REDACTED PERSONAL DATA,620924,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787295,ERS INVOICE114853,290.00,REDACTED PERSONAL DATA,620936,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787296,ERS INVOICE114854,400.00,REDACTED PERSONAL DATA,620937,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787297,ERS INVOICE114855,400.00,REDACTED PERSONAL DATA,620939,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787298,ERS INVOICE114856,400.00,REDACTED PERSONAL DATA,620940,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787299,ERS INVOICE114857,322.00,REDACTED PERSONAL DATA,620942,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787300,ERS INVOICE114858,400.00,REDACTED PERSONAL DATA,620943,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787301,ERS INVOICE114859,400.00,REDACTED PERSONAL DATA,620945,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787302,ERS INVOICE114860,400.00,REDACTED PERSONAL DATA,620951,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787303,ERS INVOICE114861,400.00,REDACTED PERSONAL DATA,620952,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787304,ERS INVOICE114862,400.00,REDACTED PERSONAL DATA,620953,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787305,ERS INVOICE114863,400.00,REDACTED PERSONAL DATA,620954,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-02-20,3787306,ERS INVOICE114864,400.00,REDACTED PERSONAL DATA,620955,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
HEALTH TRAINERS,9650,OTHER SERVICE RECHARGES,2015-02-20,3787307,ERS INVOICE114865,3655.00,PAIN & SELF CARE TOOLKIT,588123,,PUBLIC HEALTH SUPPLIERS
COMMUNITY WELL BEING PROGRAMME,9030,HEALTH,2015-02-20,3760958,2534,2857.50,SHARROW COMMUNITY FORUM,582920,,PUBLIC HEALTH SUPPLIERS
BRT NORTH: TINSLEY LINK (WP21,1194,OTHER FEES,2015-02-20,3761455,1163210,3896.21,NETWORK RAIL,456510,,RAILWAY EQUIPMENT MNFRS
BRT NORTH: TINSLEY LINK (WP21,1194,OTHER FEES,2015-02-20,3775837,1166014,3381.35,NETWORK RAIL,456510,,RAILWAY EQUIPMENT MNFRS
URBAN NATURE PARKS,1165,NC&A OTHER,2015-02-20,3778173,27188,1680.90,I D STEEL WROUGHT IRON LTD,518447,,WROUGHT IRONWORK
URBAN NATURE PARKS,1165,NC&A OTHER,2015-02-20,3778174,27189,400.00,I D STEEL WROUGHT IRON LTD,518447,,WROUGHT IRONWORK
CLOSED LANDFILL SITES,8440,FEE EXPENSES,2015-02-20,3778249,271,1020.00,HN WOODLAND & ESTATE MANAGEMENT,317072,,TREE WORK & FORESTRY SERVICES
URBAN NATURE PARKS,1164,NC&A LANDSCAPING,2015-02-20,3778276,270,9860.00,HN WOODLAND & ESTATE MANAGEMENT,317072,,TREE WORK & FORESTRY SERVICES
OFF STREET CAR PARKS,6030,REPAIRS AND MTCE - RESPONSIVE,2015-02-20,3778337,60735,1600.00,CINDERELLA CLEANING CONTRACTORS LIMITED,381865,,CLEANING SERVICES - COMMERCIAL
OFF STREET CAR PARKS,6030,REPAIRS AND MTCE - RESPONSIVE,2015-02-20,3778338,60734,1950.00,CINDERELLA CLEANING CONTRACTORS LIMITED,381865,,CLEANING SERVICES - COMMERCIAL
COMMUNICATIONS,8550,OTHER SERVICES,2015-02-20,3780777,17756,929.00,JOHN BAXTERS & SONS LTD,576003,,PRINTERS
COMMUNITY WELL BEING PROGRAMME,9030,HEALTH,2015-02-20,3781816,2604,2857.50,SHARROW COMMUNITY FORUM,582920,,PUBLIC HEALTH SUPPLIERS
URBAN NATURE PARKS,1192,DESIGN FEES,2015-02-20,3782116,47992,1960.00,SOUTH YORKSHIRE POLICE,327878,,POLICE
COMMUNICATIONS,8550,OTHER SERVICES,2015-02-20,3782640,265933,637.04,OTW IMAGING LTD.,303282,,PRINTERS
STANIFORTH ROAD WORKSHOPS,8270,SUBSCRIPTIONS,2015-02-20,3783022,INV0080698,2233.00,TRAPEZE GROUP (UK) LIMITED,507965,,COMPUTER SYSTEMS & SOFTWARE (D
BB2 NORTH SHEFFIELD 2 KBR,1148,SURVEY COSTS,2015-02-20,3783048,17898,1095.00,SKY HIGH TECHNOLOGY LIMITED,317951,,TRAFFIC INFORMATION
COMMUNICATIONS,8550,OTHER SERVICES,2015-02-20,3783111,17757/1025,445.00,JOHN BAXTERS & SONS LTD,576003,,PRINTERS
CAR PARKING MANAGEMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2015-02-20,3783479,124882,887.00,METRIC GROUP LIMITED,460092,,ACCESS EQUIPMENT
CHELSEA PARK IMPROVEMENTS,1161,NC&A MAIN CONTRACT,2015-02-20,3783555,10195,912.15,J C PLANT HIRE LTD,324417,,PAVING & DRIVEWAY CONTRACTORS
URBAN NATURE PARKS,1165,NC&A OTHER,2015-02-20,3783556,10196,5562.00,J C PLANT HIRE LTD,324417,,PAVING & DRIVEWAY CONTRACTORS
LOWFIELD PRO FIT,1165,NC&A OTHER,2015-02-20,3783651,1468,14800.00,HYDRA CREATIVE LTD,620316,,DESIGN CONSULTANTS
COMMUNICATIONS,8550,OTHER SERVICES,2015-02-20,3783915,769526-AM,1285.95,INTOPRINT (UK) LIMITED,319560,,PRINTERS
URBAN NATURE PARKS,1176,INFR LANDSCAPING,2015-02-20,3783945,46280,8940.08,SPA LANDSCAPING LIMITED,489936,,TREE WORK & FORESTRY SERVICES
COMMUNICATIONS,8550,OTHER SERVICES,2015-02-20,3783964,4679,844.05,NEW LEAF SIGN & DESIGN LTD,549524,,SIGN & POSTER WRITERS
COMMUNICATIONS,8550,OTHER SERVICES,2015-02-20,3783965,4678,562.70,NEW LEAF SIGN & DESIGN LTD,549524,,SIGN & POSTER WRITERS
COMMUNICATIONS,8550,OTHER SERVICES,2015-02-20,3784578,INV171305,466.40,A PINDER LTD,202627,,COPYING & DUPLICATING SERVICES
OFF STREET CAR PARKS,6210,RENTS,2015-02-20,3784702,S0011066,16250.00,HOMES & COMMUNITIES AGENCY,320560,,DEVELOPMENT AGENCIES
ASSETS MANAGEMENT HQ,8270,SUBSCRIPTIONS,2015-02-20,3785071,3105516,1575.00,CIPFA BUSINESS LTD,321601,,INSTITUTES - PROFESSIONAL
HR LEADERSHIP,8270,SUBSCRIPTIONS,2015-02-20,3785190,32908,2153.34,OPTUM HEALTH SOLUTIONS (UK) LTD,350056,,TRAINING SERVICES
RESPONSIVE HM&E,6020,LEGIONELLA MONITORING,2015-02-20,3785270,10787936,1364.61,INTERSERVE FS (UK) LTD,437082,,CLEANING SERVICES - COMMERCIAL
CCTV,6020,REPAIRS AND MTCE - PROGRAMMED,2015-02-20,3785273,I0092073,16062.50,TOTAL INTEGRATED SOLUTIONS LTD,208799,,SECURITY EQUIPMENT
CCTV,6020,REPAIRS AND MTCE - PROGRAMMED,2015-02-20,3785301,305977,552.00,CSL DUALCOM,550429,,SECURITY EQUIPMENT INSTALLERS
NEW RETAIL QUARTER 2,1193,CONSULTANTS FEES,2015-02-20,3785404,54757582,28613.00,DLA PIPER UK LLP,204413,,SOLICITORS
NEW RETAIL QUARTER 2,1193,CONSULTANTS FEES,2015-02-20,3785418,54766544,2000.00,DLA PIPER UK LLP,204413,,SOLICITORS
NEW RETAIL QUARTER 2,1193,CONSULTANTS FEES,2015-02-20,3785419,PR168,3400.00,FRENCH PR LTD,597896,,PUBLIC RELATIONS CONSULTANTS
OFF STREET CAR PARKS,6280,HIRE OF PREMISES,2015-02-20,3785620,FINI01432,8639.42,SHEFFIELD HALLAM UNIVERSITY,501783,,UNIVERSITIES & MEDICAL SCHOOLS
LEGI,9120,OTHER AGENCIES,2015-02-20,3785640,1502-07,18000.00,SERO CONSULTING LTD,434360,,BUSINESS & MANAGEMENT CONSULTA
RESPONSIVE HM&E,6030,BURGLAR ALARM REPAIRS,2015-02-20,3785725,ISG/SERV/030/15,15301.00,TELSTAR SECURITY,299814,,SECURITY EQUIPMENT
OUT OF CITY GUM,9030,HEALTH,2015-02-20,3785748,8197047,486.00,OXFORD UNIVERSITY HOSPITALS NHS TRUST,590608,,PUBLIC HEALTH SUPPLIERS
OTHER REPAIRS & FEES,6030,OTHER RESPONSIVE REPAIRS,2015-02-20,3785767,65303329000000X,440.59,YORKSHIRE WATER,362345,,WATER COMPANIES
OTHER REPAIRS & FEES,6030,OTHER RESPONSIVE REPAIRS,2015-02-20,3785770,6.54E+14,257.10,YORKSHIRE WATER,362345,,WATER COMPANIES
MADE,8250,MARKETING EXPENSES,2015-02-20,3785850,CC0030/14/15,314.40,THE COMPANY OF CUTLERS IN HALLAMSHIRE,618111,,BUSINESS INFORMATION SERVICES
AREA CENTAL,8560,HOUSING AREA CONSULT ALLOWANCE,2015-02-20,3785919,INV018992,360.00,MARMAX PRODUCTS LTD,508468,,GARDEN & PATIO FURNITURE MNFRS
CSSR INVOICE,6030,REPAIRS AND MTCE - RESPONSIVE,2015-02-20,3786137,14080433,421221.43,KIER FACILITIES SERVICES LTD,521631,,FACILITIES MANAGEMENT
COMMUNITY BASED CHILDCARE,8440,FEE EXPENSES,2015-02-20,3786154,11027959-007,2450.00,SHEFFIELD HALLAM UNIVERSITY,301311,,UNIVERSITIES & MEDICAL SCHOOLS
CAR PARKING MANAGEMENT,6390,STREET CLEANING,2015-02-20,3786155,90-125579,1424.00,D H MANSFIELD LIMITED,578011,,CAR BREAKDOWN & RECOVERY SERVI
CYP FACILITIES MGMT,8440,FEE EXPENSES,2015-02-20,3787062,RINV/00001470,359.40,SHEFFIELD LEP LIMITED,471227,,LEASING SERVICES
CYP FACILITIES MGMT,8440,FEE EXPENSES,2015-02-20,3787064,RINV/00001466,578.72,SHEFFIELD LEP LIMITED,471227,,LEASING SERVICES
AUDIT FEES,8400,PUBLICATIONS AND PERIODICALS,2015-02-20,3787066,3103917,3605.00,CIPFA BUSINESS LIMITED,301545,,INSTITUTES - PROFESSIONAL
PROJECT DELIVERY COSTS,1194,OTHER FEES,2015-02-20,3787083,1071,700.00,T2 DESIGN SOLUTIONS LTD,475155,,TRAINING CENTRES
STRATEGY AND SKILLS,8230,HOSPITALITY,2015-02-20,3787182,CAGMCUT-D-29107,301.50,KUDOS CATERING (UK) LTD,570303,,FUNCTION ROOMS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-02-20,3787100,76770,261.50,SHEFFIELD TACHOGRAPH & TAIL LIFT,514043,,LIFTS - SERVICING & REPAIRS
STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2015-02-20,3787104,108204,581.15,F R SHARROCK LTD,440994,,AGRICULTURAL ENGINEERS
PFI 3,6190,WATER SERVICES,2015-02-20,3787106,800537939/65,271.31,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
PFI 3,6190,WATER SERVICES,2015-02-20,3787107,800637194/54,441.59,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
PFI 3,6190,WATER SERVICES,2015-02-20,3787109,800632540/67,1840.08,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
PFI 4,6190,WATER SERVICES,2015-02-20,3787126,800656903/59,1045.78,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
PFI 2,6190,WATER SERVICES,2015-02-20,3787127,800492110/123,1136.45,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
PFI 2,6190,WATER SERVICES,2015-02-20,3787128,800492072/114,1179.99,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
SENSORY MISCELLANEOUS,6160,GAS,2015-02-20,3787129,600064467,282.09,BRITISH GAS BUSINESS,466029,,GAS COMPANIES
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-02-20,3787155,14495613,1462.80,LOOKERS FORD,474939,,CAR DEALERS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-02-20,3787173,9968,611.59,ROBERTS MOTOR BODIES LIMITED,442639,,CAR BODY REPAIRS
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785947,J1082182 220215,261.00,REDACTED PERSONAL DATA,596745,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785948,J1082183 220215,811.00,REDACTED PERSONAL DATA,332448,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785949,J1082184 220215,261.00,REDACTED PERSONAL DATA,328030,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785950,J1082185 220215,261.00,REDACTED PERSONAL DATA,206291,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785951,J1082186 220215,550.00,REDACTED PERSONAL DATA,328070,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785952,J1082187 220215,261.00,REDACTED PERSONAL DATA,328077,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785953,J1082188 220215,797.00,REDACTED PERSONAL DATA,408112,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785954,J1082189 220215,261.00,REDACTED PERSONAL DATA,328091,,HOME CARE SERVICES
PURCHASING,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785954,J1082189 220215,261.00,REDACTED PERSONAL DATA,328091,,HOME CARE SERVICES
PURCHASING,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785955,J1082190 220215,265.00,REDACTED PERSONAL DATA,328101,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785955,J1082190 220215,261.00,REDACTED PERSONAL DATA,328101,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785956,J1082191 220215,261.00,REDACTED PERSONAL DATA,436605,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785957,J1082192 220215,261.00,REDACTED PERSONAL DATA,594718,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785958,J1082193 220215,550.00,REDACTED PERSONAL DATA,369406,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785959,J1082194 220215,275.00,REDACTED PERSONAL DATA,208144,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785960,J1082195 220215,261.00,REDACTED PERSONAL DATA,332870,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785961,J1082196 220215,275.00,REDACTED PERSONAL DATA,333138,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785962,J1082197 220215,261.00,REDACTED PERSONAL DATA,333307,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785963,J1082198 220215,261.00,REDACTED PERSONAL DATA,333400,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785964,J1082199 220215,261.00,REDACTED PERSONAL DATA,501798,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785965,J1082200 220215,261.00,REDACTED PERSONAL DATA,328095,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785966,J1082201 220215,261.00,REDACTED PERSONAL DATA,526062,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-02-20,3785967,J1082202 220215,261.00,REDACTED PERSONAL DATA,553116,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2015-02-20,3786103,14499,300.00,YES 2 VENTURES LIMITED,481118,,RESEARCH ORGANISATIONS
ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2015-02-20,3786106,14502,300.00,YES 2 VENTURES LIMITED,481118,,RESEARCH ORGANISATIONS
ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2015-02-20,3786107,14503,312.00,YES 2 VENTURES LIMITED,481118,,RESEARCH ORGANISATIONS
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2015-02-20,3785989,8303,1953.00,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
NORTH SA - CIN S17,9440,LOOKED AFTER CHILDREN,2015-02-20,3785990,01/5012994,292.00,CO-OPERATIVE TRAVEL MANAGEMENT,202987,,TRAVEL AGENTS & HOLIDAY COMPAN
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-02-20,3785968,J1069857 010315,1420.00,SCARSDALE GRANGE N.H,361915,,NURSING HOMES
