Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Descripition
Salford City Council,2014-05-20,1600505033,40431.44,0.00,40431.44,Greater Manchester West,Environment and Community Safety,Payments to H A
Salford City Council,2014-05-21,1600505106,653702.40,108950.40,544752.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-27,1600505110,702.58,117.09,585.49,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-05-27,1600505111,2192.01,0.00,2192.01,Horizon Care Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-27,1600505113,5000.00,0.00,5000.00,Jcom Employment Agency Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2014-05-27,1600505114,900.00,0.00,900.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-12,1600505120,3477.30,0.00,3477.30,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-12,1600505122,3098.76,0.00,3098.76,Capstone Foster Care (North) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600505126,40346.68,6724.45,33622.23,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Gas
Salford City Council,2014-05-23,1600505134,9739.50,0.00,9739.50,Inspire Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-21,1600505137,2321.40,386.90,1934.50,Creedon Healthcare,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-12,1600505139,6497.40,1082.90,5414.50,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2014-05-20,1600505140,7674.00,0.00,7674.00,Conwy County Borough Council,Children's Services,Payts to Other LA's
Salford City Council,2014-05-23,1600505143,3407.10,0.00,3407.10,Compass Fostering Nw Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-29,1600505163,2100.00,350.00,1750.00,Abca Systems,Sustainable Regeneration,Electricity
Salford City Council,2014-05-28,1600505164,3919.20,653.20,3266.00,Morris & Alexander Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-12,1600505169,10427.00,0.00,10427.00,Beechkeys,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-13,1600505171,1814.40,302.40,1512.00,Lambert Walker Conservation,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2014-05-27,1600505185,1428.56,0.00,1428.56,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2014-05-27,1600505188,598.98,99.83,499.15,Berendson Uk Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-20,1600505189,10229.40,0.00,10229.40,Inspire Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-13,1600505196,610.56,101.76,508.80,Dm Orthotics,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2014-05-23,1600505200,990.04,165.01,825.03,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-13,1600505201,670.85,111.81,559.04,Air Products Plc,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-13,1600505204,1512.00,252.00,1260.00,Electricity North West Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-13,1600505205,1239.47,206.58,1032.89,Electricity North West Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-23,1600505208,5142.86,0.00,5142.86,Foster Cares Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-19,1600505213,550.00,0.00,550.00,Bizziekids,Children's Services,Day Care
Salford City Council,2014-05-19,1600505216,600.00,0.00,600.00,Bizziekids,Children's Services,General exp realloc
Salford City Council,2014-05-13,1600505229,13020.00,0.00,13020.00,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2014-05-13,1600505230,559.56,93.26,466.30,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2014-05-13,1600505239,20840.33,0.00,20840.33,Nugent Care Society,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-13,1600505240,19289.12,3214.86,16074.26,S & W Tlp Education Partnership Ltd,Capital Expenditure,Capital Expenses
Salford City Council,2014-05-20,1600505241,192698.30,32116.38,160581.92,S & W Tlp Education Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2014-05-13,1600505247,2640.00,0.00,2640.00,Pick My Pad,Children's Services,Rents
Salford City Council,2014-05-13,1600505249,2128.50,354.75,1773.75,Sarabec Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-23,1600505255,891.43,148.57,742.86,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-23,1600505259,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-28,1600505261,3270.50,0.00,3270.50,Fostering People Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-28,1600505263,3424.20,0.00,3424.20,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-28,1600505266,3204.90,0.00,3204.90,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-13,1600505269,4803.40,0.00,4803.40,Marriott Worsley Park Hotel,Customer and Support Services,Donations
Salford City Council,2014-05-13,1600505270,2400.00,0.00,2400.00,Marriott Worsley Park Hotel,Customer and Support Services,Donations
Salford City Council,2014-05-14,1600505272,9194.75,0.00,9194.75,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600505273,858.96,0.00,858.96,Places For People Individual Suppor,Children's Services,Rents
Salford City Council,2014-05-28,1600505276,2098.87,349.81,1749.06,Manchester City Council,Customer and Support Services,Payts to Other LA's
Salford City Council,2014-05-28,1600505283,15500.00,0.00,15500.00,Timeout Homes Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-28,1600505287,3270.50,0.00,3270.50,Fostering People Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600505288,249814.81,41635.80,208179.01,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2014-05-28,1600505289,550.00,0.00,550.00,Redacted Data,Children's Services,Training expenses
Salford City Council,2014-05-28,1600505295,3210.00,0.00,3210.00,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-28,1600505296,3321.47,0.00,3321.47,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600505312,830.30,0.00,830.30,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600505313,540.54,0.00,540.54,Reed,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600505314,936193.56,156032.26,780161.30,S&W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2014-05-15,1600505315,6270.00,1045.00,5225.00,Hint Media,Children's Services,Marketing/Publicity
Salford City Council,2014-05-14,1600505316,1250.00,0.00,1250.00,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-23,1600505320,866.00,144.33,721.67,G4S Cash Solutions Uk Ltd,Children's Services,Cash in Transit Serv
Salford City Council,2014-05-14,1600505322,1140.00,0.00,1140.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2014-05-28,1600505326,150048.78,0.00,150048.78,Bury Council,Children's Services,Payts to Other LA's
Salford City Council,2014-05-23,1600505331,1600.00,0.00,1600.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-28,1600505353,1216.67,0.00,1216.67,Ln Regen Ltd,Customer and Support Services,Agency Fees
Salford City Council,2014-05-23,1600505354,599.00,0.00,599.00,Alzheimers Society,"Community, Health & Social Care",Print & Photocopying
Salford City Council,2014-05-30,1600505356,1714.08,285.68,1428.40,Solon Security,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-16,1600505357,43617.99,7269.66,36348.33,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Gas
Salford City Council,2014-05-19,1600505373,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-05-23,1600505375,540.00,90.00,450.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-28,1600505380,2895.00,0.00,2895.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-15,1600505381,845.50,0.00,845.50,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-28,1600505382,1047.60,174.60,873.00,Redacted Data,Children's Services,Training expenses
Salford City Council,2014-05-23,1600505387,6300.00,1050.00,5250.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2014-05-20,1600505422,15280.43,2546.74,12733.69,Openreach,Capital Expenditure,Pment to Pub Utils
Salford City Council,2014-05-27,1600505429,531.94,88.66,443.28,Cefndy Enterprises Healthcare,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-27,1600505432,1195.20,199.20,996.00,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2014-05-20,1600505435,705.19,117.53,587.66,Winsor Court (Solutions) Ltd,Children's Services,Other Prof Fees
Salford City Council,2014-05-19,1600505442,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-05-28,1600505477,1092.00,182.00,910.00,Gb Sport & Leisure,Environment and Community Safety,Materials
Salford City Council,2014-05-28,1600505496,1317.60,219.60,1098.00,Door Repair Service  Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2014-05-28,1600505501,518.40,86.40,432.00,Express Janitorial Limited,Children's Services,Cleaning Materials
Salford City Council,2014-05-16,1600505504,1561.60,0.00,1561.60,Redacted Data,Children's Services,Sessional
Salford City Council,2014-05-16,1600505505,59276.25,0.00,59276.25,Unlimited Potential,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-16,1600505506,59062.50,0.00,59062.50,Unlimited Potential,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-23,1600505510,1914.00,319.00,1595.00,Rehabilitation Manufacturing,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-16,1600505512,6486.91,0.00,6486.91,Age Concern Salford,Capital Expenditure,External Fees-Other
Salford City Council,2014-05-20,1600505534,2144.40,357.40,1787.00,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2014-05-20,1600505548,1264.80,210.80,1054.00,Consolor Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-28,1600505549,3106.82,0.00,3106.82,Fostering People Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600505550,3428.57,0.00,3428.57,Foster Cares Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600505551,4505.44,0.00,4505.44,Barnardos North West,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600505560,9521.42,0.00,9521.42,Aurora Care (Nw) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-16,1600505562,9857.00,0.00,9857.00,After Care (Nw) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-20,1600505563,1015.00,0.00,1015.00,Inspire Training & Education Services,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-16,1600505565,2895.00,0.00,2895.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-28,1600505566,2895.00,0.00,2895.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-19,1600505573,864.04,0.00,864.04,City West Housing Trust,Children's Services,Rents
Salford City Council,2014-05-16,1600505601,545.65,90.94,454.71,Specialist Computer Centres Plc,Children's Services,Computer Equipment
Salford City Council,2014-05-16,1600505602,1636.96,272.83,1364.13,Specialist Computer Centres Plc,Customer and Support Services,Computer Equipment
Salford City Council,2014-05-27,1600505609,3318.68,553.11,2765.57,United Utilities Water Plc,Capital Expenditure,Works & Building
Salford City Council,2014-05-20,1600505621,1756.37,292.73,1463.64,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2014-05-20,1600505622,1890.41,315.07,1575.34,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2014-05-20,1600505628,1125.60,0.00,1125.60,Living Ambitions,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-05-20,1600505632,28732.99,4788.83,23944.16,Manchester Ship Canal Company,Sustainable Regeneration,Principal Road Maint
Salford City Council,2014-05-27,1600505633,2627.61,437.94,2189.67,Speedy Products Ltd,Environment and Community Safety,Rents
Salford City Council,2014-05-19,1600505637,1742.75,5.83,1736.92,B Littler & Sons,"Community, Health & Social Care",Funerals
Salford City Council,2014-05-23,1600505638,1286.80,20.80,1266.00,Boots Store 6402,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-19,1600505641,46797.68,7799.61,38998.07,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2014-05-23,1600505642,1153.12,18.72,1134.40,Boots Store 6402,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-23,1600505643,2400.00,0.00,2400.00,B.F. Education Services Ltd,Children's Services,Hire of Facilities
Salford City Council,2014-05-23,1600505644,1380.48,22.88,1357.60,Boots Store 6402,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-27,1600505645,12722.50,0.00,12722.50,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600505649,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-23,1600505658,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-19,1600505660,13029.16,2171.53,10857.63,S&W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2014-05-20,1600505661,9666.66,0.00,9666.66,Manchester Jnr Girls School,Children's Services,Books & Periodicals
Salford City Council,2014-05-23,1600505662,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-23,1600505663,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-23,1600505669,49359.13,8226.52,41132.61,Horticon Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2014-05-23,1600505670,55598.83,9266.47,46332.36,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-27,1600505690,1032.94,172.16,860.78,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-19,1600505711,1091.30,181.88,909.42,Specialist Computer Centres Plc,Children's Services,Computer Equipment
Salford City Council,2014-05-19,1600505712,545.65,90.94,454.71,Specialist Computer Centres Plc,Environment and Community Safety,Computer Equipment
Salford City Council,2014-05-19,1600505713,560.04,93.34,466.70,Specialist Computer Centres Plc,"Community, Health & Social Care",Computer Equipment
Salford City Council,2014-05-19,1600505714,2229.84,371.64,1858.20,Specialist Computer Centres Plc,Customer and Support Services,Computer Equipment
Salford City Council,2014-05-19,1600505715,1139.62,189.94,949.68,Specialist Computer Centres Plc,Office of the Chief Executive,Computer Equipment
Salford City Council,2014-05-28,1600505718,1410.00,235.00,1175.00,A  Venning Ltd,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2014-05-23,1600505721,615.00,0.00,615.00,Bizziekids,Children's Services,Day Care
Salford City Council,2014-05-23,1600505731,859.31,38.91,820.40,Lloyds Pharmacy Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-23,1600505732,597.99,27.14,570.85,Lloyds Pharmacy Ltd,"Community, Health & Social Care",Payts to Agencies
