Payment Date,Amount,Organisational Unit
2018-05-14,1685.68,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,470.08,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,503.84,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,505.72,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,505.72,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,505.72,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,534.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,549.36,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,11.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-17,1018.00,Communities & Service Support (obsolete)-Customer Services and Communications
2018-05-29,500.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-24,213257.92,Children and Young People (obsolete)-Education - Capital
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,9409.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,9409.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,10857.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,10857.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,8741.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8741.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1995.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-23,6000.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,268.54,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,273.66,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,199.30,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,76.68,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,1265.67,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,77.13,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,710.84,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,22609.72,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,147.50,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,147.50,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,35.25,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,22.20,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,31.80,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,17.90,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,54.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-18,2000.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-25,2000.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-24,500.00,Economy and Environment (obsolete)-Housing Services
2018-05-16,600.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-05-25,29429.72,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,397543.87,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-01,420.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-21,60.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,680.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,1120.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-25,1473.33,Children and Young People (obsolete)-Childrens Care Services
2018-05-25,420.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,40.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,80.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,420.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,120.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,80.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,420.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,864.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-23,3375.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-29,3213.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-10,1309.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,689.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,689.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,980.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-09,2610.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-09,14881.74,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-09,29742.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,3524.07,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,21365.35,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,64.31,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,750.20,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,192.91,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,160.75,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,779.74,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,1524.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,26335.22,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,6846.41,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,5818.93,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,1387.93,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,8126.70,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,8036.13,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,1887.78,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,3971.93,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-23,1207.72,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,262.19,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,202.31,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,101.15,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,21.43,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,150.04,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,150.04,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,85.74,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,192.91,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,450.12,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,64.30,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,42.87,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,535.86,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,75.02,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-15,282.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-15,282.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-15,282.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-15,282.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-15,56.40,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-14,2358.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-02,708.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-02,590.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,600.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,600.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,1200.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,120.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,23478.98,Deputy Chief Executive (obsolete)-ICT Services
2018-05-09,8276.54,Deputy Chief Executive (obsolete)-ICT Services
2018-05-09,358.46,Deputy Chief Executive (obsolete)-ICT Services
2018-05-09,1121.02,Deputy Chief Executive (obsolete)-ICT Services
2018-05-09,37.63,Deputy Chief Executive (obsolete)-ICT Services
2018-05-09,958.33,Deputy Chief Executive (obsolete)-ICT Services
2018-05-15,8050.56,Deputy Chief Executive (obsolete)-ICT Services
2018-05-15,14693.77,Deputy Chief Executive (obsolete)-ICT Services
2018-05-17,582.00,Deputy Chief Executive (obsolete)-ICT Services
2018-05-17,958.33,Deputy Chief Executive (obsolete)-ICT Services
2018-05-22,1080.38,Deputy Chief Executive (obsolete)-ICT Services
2018-05-22,4270.77,Deputy Chief Executive (obsolete)-ICT Services
2018-05-22,548.29,Deputy Chief Executive (obsolete)-ICT Services
2018-05-14,5000.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-09,1416.64,Deputy Chief Executive (obsolete)-Human Resources
2018-05-31,3000.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-14,1500.76,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-14,1287.41,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-14,1282.21,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-01,630.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-21,8.95,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,35.90,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,20.85,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,18.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,39.50,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,407.95,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,39.95,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,18.95,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-23,8551.64,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,5708.48,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,7595.28,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-11,552.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,2484.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-16,1108.80,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-15,6540.75,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-30,450.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-03,500.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-16,165.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-16,165.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-16,165.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,225.50,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,225.50,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,6200.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,1717.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,4330.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,18692.07,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,31414.91,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,3130.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-25,5650.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-24,9.00,Economy and Environment (obsolete)-Environmental Services
2018-05-24,440.00,Economy and Environment (obsolete)-Environmental Services
2018-05-24,464.00,Economy and Environment (obsolete)-Environmental Services
2018-05-24,9.00,Economy and Environment (obsolete)-Environmental Services
2018-05-24,156.00,Economy and Environment (obsolete)-Environmental Services
