Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name ,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,06-Feb-2012,1202-04188,666.00,R,L Forbes,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,06-Feb-2012,1202-04189,666.00,R,L Holmes,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Employees,Agency Staff,008,01-Feb-2012,1202-04190,2264.64,R,La International Computer Consultants,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Employees,Agency Staff,008,09-Feb-2012,1202-04191,5659.36,R,La International Computer Consultants,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Employees,Agency Staff,008,13-Feb-2012,1202-04192,3072.72,R,La International Computer Consultants,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04193,576.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04194,480.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04195,1032.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04196,600.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04197,764.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04198,1200.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04199,1000.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04200,960.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04201,600.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,01-Feb-2012,1202-04202,912.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04203,1050.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04204,1260.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04205,1008.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04206,1008.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04207,1050.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04208,1470.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04209,2016.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,24-Feb-2012,1202-04210,1596.00,R,Ladyline/ Street Cars,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,15-Feb-2012,1202-04211,1076.40,R,Lake House Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,15-Feb-2012,1202-04212,4817.56,R,Lake House Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,16-Feb-2012,1202-04213,1249.60,R,Lake View Rest Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,Land Registry Fees Mainstream Items,760,13-Feb-2012,1202-04214,449.00,R,Land Registry (Online),
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Supplies and Services,Printing,215,20-Feb-2012,1202-04215,-2375.66,R,Land Securities Properties Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Supplies and Services,Printing,215,20-Feb-2012,1202-04216,4751.32,R,Land Securities Properties Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Support Services,Legal Disbursements,411,27-Feb-2012,1202-04217,2000.00,R,Landmark Chambers,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,14-Feb-2012,1202-04218,1150.00,R,Landor Travel Publications,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,24-Feb-2012,1202-04219,1100.00,R,Landor Travel Publications,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,15-Feb-2012,1202-04220,5111.10,R,Langtree Park Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,15-Feb-2012,1202-04221,984.68,R,Langtree Park Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,15-Feb-2012,1202-04222,975.92,R,Langtree Park Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Bought In Professional Services,277,01-Feb-2012,1202-04223,680.00,R,Language Line Services,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Other Costs,7,13-Feb-2012,1202-04224,2290.00,C,Larchfield Associates Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Printing,215,16-Feb-2012,1202-04225,556.00,R,Larchfield Associates Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Printing,215,24-Feb-2012,1202-04226,978.00,R,Larchfield Associates Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,15-Feb-2012,1202-04227,15836.80,R,Larchfield Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,15-Feb-2012,1202-04228,1329.56,R,Larchfield Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,15-Feb-2012,1202-04229,9813.36,R,Larchfield Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,15-Feb-2012,1202-04230,22210.08,R,Larchfield Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,15-Feb-2012,1202-04231,4316.68,R,Larchfield Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,15-Feb-2012,1202-04232,1135.84,R,Laurel Bank Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Human Resources,Supplies and Services,Conference Meetings,253,23-Feb-2012,1202-04233,1000.00,R,Leaders Uk And Ireland Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Learning,Supplies and Services,College Contracts,276,22-Feb-2012,1202-04234,17654.00,R,Learning Partnerships,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Publication And Promotion,267,10-Feb-2012,1202-04235,1500.00,R,Lee Goater,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04236,537.70,R,Leeds & Moortown Furniture Store,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Other Hired And Contracted Services,265,22-Feb-2012,1202-04237,541.50,R,Leeds & Moortown Furniture Store,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,23-Feb-2012,1202-04238,594.22,R,Leeds & Moortown Furniture Store,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,24-Feb-2012,1202-04239,9834.88,R,Leeds Action To Create Homes Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,01-Feb-2012,1202-04240,21499.25,R,Leeds Advocacy,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,17-Feb-2012,1202-04241,6567.66,R,Leeds Advocacy,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,17-Feb-2012,1202-04242,11372.30,R,Leeds Advocacy,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,17-Feb-2012,1202-04243,8372.88,R,Leeds Advocacy,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Supplies and Services,Other Hired And Contracted Services,265,06-Feb-2012,1202-04244,5040.00,R,Leeds Alternative Travel,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Supplies and Services,Other Hired And Contracted Services,265,21-Feb-2012,1202-04245,3024.00,R,Leeds Alternative Travel,
