Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,NORWOOD RAVENSWOOD SERVICES LTD,8663159,revenue,1MK20,Residential Care LD,-438.8,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-31,NORWOOD RAVENSWOOD SERVICES LTD,8682632,revenue,1MK20,Residential Care LD,-438.80,#N/A
Corporate Budgets,Corporate Budgets,Revenue Expenditure,2022-08-25,NOTCA,8673261,revenue,1RB22,ITA Levy,1454457.83,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-18,NOVA GROUP LTD,8673997,revenue,1KVWC,Minor Works Contracts,4598.93,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-18,NOVA GROUP LTD,8673998,revenue,1KVWC,Minor Works Contracts,3806.01,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-18,NOVA GROUP LTD,8674087,revenue,1KVWC,Minor Works Contracts,11623.82,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-19,NRG LIMITED,8674501,revenue,1KEND,Fleet Fuel Account,15917.00,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-19,NRG LIMITED,8674502,revenue,1KEND,Fleet Fuel Account,7032.04,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-24,NRG LIMITED,8672032,revenue,1KEND,Fleet Fuel Account,500,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-09,NRG LIMITED,8661592,revenue,1KEND,Fleet Fuel Account,3700.11,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-09,NRG LIMITED,8661593,revenue,1KEND,Fleet Fuel Account,18716.74,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-18,NRG LIMITED,8669542,revenue,1KEND,Fleet Fuel Account,6783.00,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-02,NRG LIMITED,8663787,revenue,1KEND,Fleet Fuel Account,18917.36,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-17,NRG LIMITED,8669657,revenue,1KEND,Fleet Fuel Account,5310.39,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-23,NRG LIMITED,8673177,revenue,1KEND,Fleet Fuel Account,7942.08,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-23,NRG LIMITED,8676052,revenue,1KEND,Fleet Fuel Account,5818,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-23,NRG LIMITED,8676053,revenue,1KEND,Fleet Fuel Account,18731.42,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-15,NRG LIMITED,8665148,revenue,1KEND,Fleet Fuel Account,14985.49,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-15,NRG LIMITED,8665149,revenue,1KEND,Fleet Fuel Account,6021.20,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-08,NRG LIMITED,8661196,revenue,1KEND,Fleet Fuel Account,14735.48,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-22,NRG LIMITED,8671319,revenue,1KEND,Fleet Fuel Account,5882,#N/A
Operations & Reg Services,Operations,Revenue Expenditure,2022-08-22,NRG LIMITED,8671320,revenue,1KEND,Fleet Fuel Account,19751.96,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-26,NRG LIMITED,8677212,revenue,1KVEM,Mechanical Stand Alone Works,25579.39,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-19,NRG LIMITED,8673247,revenue,1KVEM,Mechanical Stand Alone Works,8216.35,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-02,NRG LIMITED,8662579,revenue,1KVEM,Mechanical Stand Alone Works,6609.24,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-17,NRG LIMITED,8673688,revenue,1KVEM,Mechanical Stand Alone Works,7232.84,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-01,NRG LIMITED,8656010,revenue,1KVEM,Mechanical Stand Alone Works,8410.09,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-15,NRG LIMITED,8666619,revenue,1KVEM,Mechanical Stand Alone Works,26963.29,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-05,NRG LIMITED,8659749,revenue,1KVEM,Mechanical Stand Alone Works,8677.98,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-05,NRG LIMITED,8666005,revenue,1KVEM,Mechanical Stand Alone Works,8815.96,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-22,NRG LIMITED,8671357,revenue,1KVEM,Mechanical Stand Alone Works,26369.59,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-19,NUDGE EDUCATION LIMITED,8665455,revenue,1E25R,AP Inclusion Panel,2616.3,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-09,NURTURED CARE NE LTD,8669755,revenue,1MG50,Home Care-Spot Purchased OP,72804.05,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-09,NURTURED CARE NE LTD,8669755,revenue,1MH50,Home Care PD,36326.01,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-09,NURTURED CARE NE LTD,8669755,revenue,1MK51,Home Care LD,3558.74,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-09,NURTURED CARE NE LTD,8669755,revenue,1MM50,Home Care MH,9667.04,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-19,NURTURED CARE NE LTD,8671468,revenue,1MD66,CWD Care Packages,1267.92,#N/A
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-19,OBODO,8660838,revenue,1E558,SB Music Service,350,#N/A
Place,Commercial Dev & Property,Revenue Expenditure,2022-08-23,OFFSTONE PUBLISHING,8675945,revenue,1DR03,Grainger Market,520.00,#N/A
Place,Commercial Dev & Property,Revenue Expenditure,2022-08-23,OFFSTONE PUBLISHING,8676016,revenue,1DZQ1,Quayside Market,520,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674682,revenue,1KFB6,Cheviot Primary School,621.5,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674691,revenue,1KFC1,Beech Hill Primary School,347.6,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674693,revenue,1KFJ7,Hotspur Primary,291.93,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674683,revenue,1KFJ8,Ravenswood Primary,337,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674677,revenue,1KFR7,Callerton Academy,257.3,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674684,revenue,1KFW2,Gosforth Central Middle,361.6,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674678,revenue,1KFW3,Gosforth East Middle,431.65,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,ON A ROLL SANDWICH CO LTD,8674694,revenue,1KFW6,Jesmond Park School,700.87,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-09,ON A ROLL SANDWICH CO LTD,8669459,revenue,1KFW2,Gosforth Central Middle,484.20,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-11,ON A ROLL SANDWICH CO LTD,8670687,revenue,1KFB6,Cheviot Primary School,764.00,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-11,ON A ROLL SANDWICH CO LTD,8670680,revenue,1KFG6,Nth Fawdon Primary,581.3,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-11,ON A ROLL SANDWICH CO LTD,8670599,revenue,1KFJ8,Ravenswood Primary,312.4,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-11,ON A ROLL SANDWICH CO LTD,8670557,revenue,1KFW2,Gosforth Central Middle,623.5,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-11,ON A ROLL SANDWICH CO LTD,8670679,revenue,1KFW3,Gosforth East Middle,454.65,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-11,ON A ROLL SANDWICH CO LTD,8670559,revenue,1KFW6,Jesmond Park School,1103.71,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-08,ON A ROLL SANDWICH CO LTD,8668536,revenue,1KFB6,Cheviot Primary School,778.00,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-08,ON A ROLL SANDWICH CO LTD,8668533,revenue,1KFG6,Nth Fawdon Primary,600.8,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-08,ON A ROLL SANDWICH CO LTD,8668540,revenue,1KFJ8,Ravenswood Primary,312.40,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-08,ON A ROLL SANDWICH CO LTD,8668532,revenue,1KFW3,Gosforth East Middle,454.65,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-08,ON A ROLL SANDWICH CO LTD,8668534,revenue,1KFW6,Jesmond Park School,1038.09,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-15,ONE STEP CARE LIMITED,8672423,revenue,1MC02,Ind Sector Placements,17160,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-09,ONE STOP HIRE LIMITED,8657562,revenue,1KR12,DDA,634.77,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-12,ONE STOP HIRE LIMITED,8671734,revenue,1KR01,Responsive Maintenance,564.00,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-03,ONE STOP HIRE LIMITED,8613603,revenue,1KR01,Responsive Maintenance,1271,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-08,ONE STOP HIRE LIMITED,8657818,revenue,1KVWC,Minor Works Contracts,452,#N/A
Place,Transport,Revenue Expenditure,2022-08-25,ONE STOP HIRE LIMITED,8678224,revenue,1KEMC,Highways,1598.00,#N/A
Place,Transport,Revenue Expenditure,2022-08-18,ONE STOP HIRE LIMITED,8605484,revenue,1KEMC,Highways,251.16,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-26,ONE51 ES PLASTICS (UK) LTD,8676156,revenue,1KE41,Domestic Refuse Collection,12300,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-26,ONE51 ES PLASTICS (UK) LTD,8677207,revenue,1KEG4,Blue Bin Recycling Scheme,12300.00,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-19,OPENVIEW SECURITY SOLUTIONS LTD,8674534,revenue,1KVEE,Electrical Stand Alone Works,4550.00,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-05,OPENVIEW SECURITY SOLUTIONS LTD,8666670,revenue,1KR56,Communal Area & Cyclical Mntce,17037.68,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-12,OPTIONS MANAGEMENT LTD,8671944,revenue,1KFS1,Walker Technology College,364.00,#N/A
Place,Commercial Dev & Property,Revenue Expenditure,2022-08-18,OPUS ENERGY LTD,8657119,revenue,1DT03,Denmark Street Industrial Est,746.53,#N/A
HRA Expenditure,General Management,Revenue Expenditure,2022-08-26,ORBIS PROPERTY PROTECTION LTD,8679535,revenue,1HRA9,HRA - Demolition Revenue Exp,2625.39,#N/A
HRA Expenditure,General Management,Revenue Expenditure,2022-08-26,ORBIS PROPERTY PROTECTION LTD,8668037,revenue,1HRA9,HRA - Demolition Revenue Exp,2843.64,#N/A
HRA Expenditure,General Management,Revenue Expenditure,2022-08-18,ORBIS PROPERTY PROTECTION LTD,8673593,revenue,1HRA9,HRA - Demolition Revenue Exp,2058.83,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-08,ORBIS PROPERTY PROTECTION LTD,8668174,revenue,1KR3C,Planned Central,268.86,#N/A
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,2022-08-03,OTIS LTD,8665015,Capital,2HE01,Capital Citywide,10155.80,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-18,OUSEBURN COMMUNITY CENTRE,8674100,revenue,1E870,Hotspur Childcare Trading,720,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-10,OUSEBURN FARM CHARITY LTD,8670491,revenue,1MK60,Ind Day Care LD,450.00,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-15,OUTDOOR CARE LTD,8672398,revenue,1MC02,Ind Sector Placements,19600,#N/A
Public Health Service,Public Health,Revenue Expenditure,2022-08-17,OWEN MUMFORD LTD,8673756,revenue,1ML12,PH -E Years and Children 5-19,1200,#N/A
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-08-25,OWEN SPRINGSLTD,8670594,revenue,3KES1,City Transport Stock,462.8,#N/A
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-08-26,OWEN SPRINGSLTD,8671828,revenue,3KES1,City Transport Stock,415.68,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-31,OXBRIDGE,8682252,revenue,1E20P,High Needs Post16 Funding,3302.49,#N/A
Corporate Budgets,Corporate Budgets,Revenue Expenditure,2022-08-31,OXYGEN FINANCE LIMITED,8667807,revenue,1RB48,Other Corporate Items,5000.00,#N/A
Assistant Chief Executive,Communities Team,Revenue Expenditure,2022-08-17,PAKISTAN MUSLIM ASSOCIATION,8673694,revenue,1V62M,Community Activity Support,2500,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-11,PARAMOUNT CEILINGS & PARTITIONS LTD,8653533,revenue,1KVWC,Minor Works Contracts,598.76,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-01,PARK LANE PROPERTIES LEEDS LTD,8662492,revenue,1MF04,Independent Living,1755.00,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PARK VIEW CARE HOME,8663087,revenue,1MG20,Residential Care OP,2780.00,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PARK VIEW CARE HOME,8682553,revenue,1MG20,Residential Care OP,2780,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,PARK VIEW CARE HOME,8663087,revenue,1MG20,Residential Care OP,-627.8,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-31,PARK VIEW CARE HOME,8682553,revenue,1MG20,Residential Care OP,-627.80,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PARKLANDS NURSING HOME,8663048,revenue,1MH10,Nursing Care PD,4376.68,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PARKLANDS NURSING HOME,8682513,revenue,1MH10,Nursing Care PD,4376.68,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,PARKLANDS NURSING HOME,8663048,revenue,1MH10,Nursing Care PD,-658.12,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-31,PARKLANDS NURSING HOME,8682513,revenue,1MH10,Nursing Care PD,-658.12,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PARKVALE,8663130,revenue,1MK20,Residential Care LD,1982.2,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PARKVALE,8682600,revenue,1MK20,Residential Care LD,1982.2,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-15,PARTNERS IN CARE LTD,8672418,revenue,1MC02,Ind Sector Placements,16196.68,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,PARTNERSHIPS IN CARE LTD,8673079,revenue,1MG10,Nursing Care OP,5597.36,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,PARTNERSHIPS IN CARE LTD,8673079,revenue,1MM10,Nursing Care MH,52210.97,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-23,PARTNERSHIPS IN CARE LTD,8676898,revenue,1MM10,Nursing Care MH,1250.70,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-12,PASS N GO,8664981,revenue,1MR67,CSC Charity Accounts,590.00,#N/A
Operations & Reg Services,Parking,Revenue Expenditure,2022-08-30,PATROL - BUS LANES,8678940,revenue,1V101,Bus Lane Enforcement,1810.2,#N/A
Place,Transport,Revenue Expenditure,2022-08-18,PATTERSON RYAN WIREWORKERS LTD,8663591,revenue,1KEMC,Highways,780,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PAVILION COURT CARE HOME,8663070,revenue,1MG10,Nursing Care OP,59008.76,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PAVILION COURT CARE HOME,8663070,revenue,1MG20,Residential Care OP,37838.07,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PAVILION COURT CARE HOME,8663070,revenue,1MH10,Nursing Care PD,1221.63,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PAVILION COURT CARE HOME,8663070,revenue,1MH20,Residential Care PD,4484.35,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,PAVILION COURT CARE HOME,8663070,revenue,1MM20,Residential Care MH,5798.32,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAVILION COURT CARE HOME,8682536,revenue,1MG10,Nursing Care OP,49284.75,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAVILION COURT CARE HOME,8682536,revenue,1MG20,Residential Care OP,35385.28,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAVILION COURT CARE HOME,8682536,revenue,1MH10,Nursing Care PD,2271.59,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAVILION COURT CARE HOME,8682536,revenue,1MH20,Residential Care PD,3593.92,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAVILION COURT CARE HOME,8682536,revenue,1MM20,Residential Care MH,5798.32,#N/A
Place,Transport,Capital Expenditure,2022-08-09,PAVING TESTING SERVICES LTD,8669743,Capital,2CAPI,Capital Investment,2319.88,#N/A
Finance,Revenues and Benefits,Revenue Expenditure,2022-08-12,PAY 360 LIMITED,8671210,revenue,1CR01,Revs and Bens Supp&Svs,979.72,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-24,PAYPOINT NETWORK LTD,8678075,revenue,1MG01,Care Management OP,230.00,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-24,PAYPOINT NETWORK LTD,8678075,revenue,1MM01,Assess & Care Management MH,325,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-24,PAYPOINT NETWORK LTD,8678075,revenue,1MN30,Asylum Seekers Adults,224.90,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-09,PAYPOINT NETWORK LTD,8669670,revenue,1MG01,Care Management OP,100.00,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-09,PAYPOINT NETWORK LTD,8669670,revenue,1MM01,Assess & Care Management MH,325.00,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-17,PAYPOINT NETWORK LTD,8673713,revenue,1MG01,Care Management OP,50,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-17,PAYPOINT NETWORK LTD,8673713,revenue,1MK10,Nursing Care LD,400,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-17,PAYPOINT NETWORK LTD,8673713,revenue,1MM01,Assess & Care Management MH,245.00,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-17,PAYPOINT NETWORK LTD,8673713,revenue,1MM10,Nursing Care MH,80,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAYPOINT NETWORK LTD,8682319,revenue,1MG01,Care Management OP,100.00,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAYPOINT NETWORK LTD,8682319,revenue,1MM01,Assess & Care Management MH,425,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,PAYPOINT NETWORK LTD,8682319,revenue,1MN30,Asylum Seekers Adults,2525.37,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-03,PAYPOINT NETWORK LTD,8664937,revenue,1MG01,Care Management OP,50,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-03,PAYPOINT NETWORK LTD,8664937,revenue,1MM01,Assess & Care Management MH,375,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-03,PAYPOINT NETWORK LTD,8664937,revenue,1MN30,Asylum Seekers Adults,38.96,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-03,PAYPOINT NETWORK LTD,8664937,revenue,1MG97,Carers VCS,150.00,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-24,PAYPOINT NETWORK LTD,8678075,revenue,1VH33,Homes for Ukraine Scheme,850,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-09,PAYPOINT NETWORK LTD,8669670,revenue,1VH33,Homes for Ukraine Scheme,1140.00,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-31,PAYPOINT NETWORK LTD,8682319,revenue,1VH33,Homes for Ukraine Scheme,200.00,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-03,PAYPOINT NETWORK LTD,8664937,revenue,1VH33,Homes for Ukraine Scheme,600,#N/A
