Body Name,Expenditure Category,Captial/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,18/10/2017,MOOR & VALLEY LTD,4684759,690,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Subscriptions,18/10/2017,OBJECTIVE CORPORATION UK LTD,4684076,"8,000.00",
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,17.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,25/10/2017,STEPHEN PARKER,4684494,220,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,04/10/2017,STEVE TOMLIN,4682952,420,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,11/10/2017,THE OYSTER PARTNERSHIP LTD,4683111,"1,479.60",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,18/10/2017,THE OYSTER PARTNERSHIP LTD,4683639,"1,480.40",
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,25/10/2017,THE OYSTER PARTNERSHIP LTD,4684246,"1,480.40",REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,30/10/2017,YORKSHIRE DALES NATIONAL PARK,4684446,"2,536.25",
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,30/10/2017,YORKSHIRE DALES NATIONAL PARK,4684446,329.4,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,25/10/2017,YORKSHIRE WILDLIFE TRUST,4684015,"14,280.00",
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,25/10/2017,YORKSHIRE WILDLIFE TRUST,4684015,600,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Other Fees,02/10/2017,NORTH YORKSHIRE COUNTY COUNCIL,4683936,"7,511.04",MONTHLY CON29 HIGHWAYS SEARCH CHARGES IN RELATION TO AUGUST 2017
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683762,"-3,115.97",GAS - ROYAL BATHS (EX TIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683765,762,GAS - ROYAL BATHS (EX TIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683761,787.4,GAS - ROYAL BATHS (EX TIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683758,797.73,GAS - ROYAL BATHS (EX TIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683766,797.73,GAS - ROYAL BATHS (EX TIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683760,824.47,GAS - ROYAL BATHS (EX TIC & TURKISH)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683762,-262.7,GAS - ROYAL BATHS (EX TIC & TURKISH)
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,25/10/2017,A&A VRYLANDT LTD,4684483,307.45,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,25/10/2017,A&A VRYLANDT LTD,4684483,-14.95,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,25/10/2017,A&A VRYLANDT LTD,4684483,14.95,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,18/10/2017,ARTERIUM LTD,4683648,"2,100.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,25/10/2017,DAVID EVERINGHAM CONSERVATION LTD,4684239,610,Painting by Candido Portinari
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,30/10/2017,FRANCES PAYNE,4685305,832,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,02/10/2017,HARROGATE SULPHUR SOAP CO,4684064,310.8,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,09/10/2017,N BARKER,4684465,610,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,11/10/2017,N BARKER,4683833,624,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,11/10/2017,N BARKER,4683834,717,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,11/10/2017,N BARKER,4684054,"1,100.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,30/10/2017,NORTHUMBRIAN WATER LIMITED (NWL),4685394,210.94,MERCER ART GALLERY
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,11/10/2017,RAE ART SERVICES,4683498,"2,131.80",
Harrogate Borough Council,Transport,R,Economy & Culture,Museums,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,20,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Museums,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,95.55,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Museums,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,144.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Books & Publications,04/10/2017,THE CAFETERIA GRAPHIC DESIGN STUDIO LTD,4682461,390,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,04/10/2017,THE SEALED KNOT LIMITED,4682463,500,
Harrogate Borough Council,Transport,R,Economy & Culture,Planning Overheads,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,12.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Other Employee Expenses,30/10/2017,ANDY JOHNSTON CONSULTING,4685526,250,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,04/10/2017,AROUND AND ABOUT DISTRIBUTION,4683841,570,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Swimming Awards,25/10/2017,ASA AWARDS,4685161,550.41,Rainbow 25m Awards
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BAKER ROSS LTD,4679338,251.16,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,04/10/2017,BC SOFTWEAR LTD,4683001,300,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,04/10/2017,BC SOFTWEAR LTD,4683001,162.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,18/10/2017,BERENDSEN UK LTD,4684344,"6,367.35",TURKISH BATH AND HEALTH SPA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684306,33.75,Monthly Bacterial Analysis  Aug 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684306,101.25,Monthly Bacterial Analysis  Aug 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684306,33.75,Monthly Bacterial Analysis  Aug 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684306,202.5,Monthly Bacterial Analysis  Aug 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684306,33.75,Monthly Bacterial Analysis  Aug 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684306,67.5,Monthly Bacterial Analysis  Aug 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684310,33.75,Monthly Bacterial Analysis  September 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684310,101.25,Monthly Bacterial Analysis  September 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684310,33.75,Monthly Bacterial Analysis  September 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684310,202.5,Monthly Bacterial Analysis  September 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684310,33.75,Monthly Bacterial Analysis  September 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,25/10/2017,BIOCHEMICA WATER LTD,4684310,67.5,Monthly Bacterial Analysis  September 2017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,25/10/2017,CRYOSERVICE LTD,4684273,359.48,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,25/10/2017,CRYOSERVICE LTD,4684274,509.4,HARROGATE HYDRO DELY AC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,04/10/2017,DAVINES UK LTD,4682901,616.05,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,18/10/2017,DAVINES UK LTD,4683641,812.7,Turkish Baths  and  Health Spa Royal Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,25/10/2017,GERRARD INTERNATIONAL LTD,4684249,291,Turkish Bath
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,04/10/2017,HAYSTACK DRYERS UK,4684342,212.33,"Haystack dryer, Hydro"
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,30/10/2017,INDUSTRIAL CHEMICALS LTD,4684450,337.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,04/10/2017,INDUSTRIAL CHEMICALS LTD,4682913,439.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,18/10/2017,INDUSTRIAL CHEMICALS LTD,4683702,442.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,25/10/2017,INDUSTRIAL CHEMICALS LTD,4684381,513.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,23/10/2017,MOVILLE CLOTHING CO LTD,4685285,263.8,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,04/10/2017,REDACTED - PERSONAL DATA,4684259,"20,000.00",TRIBUNAL AWARD
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,30/10/2017,NEOM LIMITED,4685297,"3,100.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,30/10/2017,NEOM LIMITED,4685297,"4,014.56",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,11/10/2017,P P SNACK FOODS LTD,4683141,273.81,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,11/10/2017,P P SNACK FOODS LTD,4683141,-7.99,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,11/10/2017,P P SNACK FOODS LTD,4683141,7.99,RIPON SPA BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,18/10/2017,P P SNACK FOODS LTD,4683388,-34.47,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,18/10/2017,P P SNACK FOODS LTD,4683388,34.47,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,18/10/2017,P P SNACK FOODS LTD,4683388,302.27,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,04/10/2017,P P SNACK FOODS LTD,4683382,34.47,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,04/10/2017,P P SNACK FOODS LTD,4683382,578.51,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,04/10/2017,P P SNACK FOODS LTD,4683382,-34.47,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,18/10/2017,PROFESSIONAL PAPER SUPPLIES LTD,4683618,265.6,Turkish Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,25/10/2017,PROLOGUE PERFORMANCE CYCLING LIMITED,4684770,346.67,
Harrogate Borough Council,Transport,R,Economy & Culture,Sport & Leisure,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,135.2,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Hire of Accommodation,16/10/2017,RIPON MUSEUM TRUST,4684725,660,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,18/10/2017,RLSS UK ENTERPRISES LTD,4684655,417.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,18/10/2017,RS COMPONENTS LTD,4684065,329.56,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Starbeck Development Fund,30/10/2017,ST ANDREWÔS STARBECK PCC,4685678,"1,000.00",Starbeck Community Fund Grant
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,30/10/2017,STRAY FM,4684221,250,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,30/10/2017,STRAY FM,4684264,800,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,02/10/2017,STUWEB RACE TIMING LTD,4684130,600.89,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,09/10/2017,THE CAFETERIA GRAPHIC DESIGN STUDIO LTD,4682202,"1,943.20",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,09/10/2017,THE CAFETERIA GRAPHIC DESIGN STUDIO LTD,4682202,-823.2,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,09/10/2017,THE CAFETERIA GRAPHIC DESIGN STUDIO LTD,4682202,823.2,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,11/10/2017,TIG,4683124,630,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,25/10/2017,TIG,4683935,710,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,11/10/2017,WHARFEDALE DECORATIONS LTD,4683045,"6,241.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,09/10/2017,WORKWEAR EXPRESS LTD,4684423,726,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,09/10/2017,YORKSHIRE PURCHASING,4683171,257.53,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,18/10/2017,ZOGGS INTERNATIONAL LIMITED,4683667,288.76,Ripon Spa Baths
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,11/10/2017,ZOGGS INTERNATIONAL LIMITED,4683095,504.89,Knaresborouqh Pool
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,11/10/2017,ZOGGS INTERNATIONAL LIMITED,4683317,543.39,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,11/10/2017,ZOGGS INTERNATIONAL LIMITED,4683098,"1,269.29",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,11/10/2017,ZOGGS INTERNATIONAL LIMITED,4683098,-176.4,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,11/10/2017,ZOGGS INTERNATIONAL LIMITED,4683098,176.4,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,18/10/2017,AJ PROMOTIONS,4683398,286.1,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,18/10/2017,DUNOON CERAMICS LTD,4683988,243,ROYAL BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,09/10/2017,LOVE YOUR NATION LIMITED,4684349,909.96,Crescent Road
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Misc Expenditure Non-Vatable,11/10/2017,OUTSTANDING MAP DISTRIBUTORS LTD,4682888,595.85,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,25/10/2017,STAR EDITIONS LTD,4684232,293.2,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Tourist Information,Miscellaneous Expenditure,11/10/2017,STAR EDITIONS LTD,4682864,548.96,
