Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Development & Enterprise,Third Party Payments,Third Party Payments,42240508,2,201102,WARM ZONE LTD,4517.08,2011-05-19
Development & Enterprise,Third Party Payments,Third Party Payments,42240509,2,201102,WARM ZONE LTD,2193.45,2011-05-19
Development & Enterprise,Third Party Payments,Third Party Payments,42240511,2,201102,WARM ZONE LTD,7359.86,2011-05-19
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",42240570,5,201102,HMCTS,70,2011-05-19
Development & Enterprise,Transfer Payments,Transfer Payments,42241766,2,201102,NORTH TYNESIDE COUNCIL,5378.00,2011-05-23
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",42241767,2,201102,CITY OF SUNDERLAND,27301.00,2011-05-23
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",42241768,2,201102,CITY OF SUNDERLAND,9000.00,2011-05-23
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",42241769,2,201102,CITY OF SUNDERLAND,9870.00,2011-05-23
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",42241770,2,201102,SUNDERLAND CITY COUCIL,35325.00,2011-05-23
Development & Enterprise,Supplies and Services,Comms & Computing,42241803,2,201102,ORANGE PAYMENT PROCESSING,361.56,2011-05-23
Development & Enterprise,Third Party Payments,Third Party Payments,42241805,7,201102,COUPELINE,179.04,2011-05-23
Development & Enterprise,Works,,42241805,9,201102,COUPELINE,196.6,2011-05-23
Development & Enterprise,Works,,42241805,10,201102,COUPELINE,77.84,2011-05-23
Development & Enterprise,Works,,42241805,11,201102,COUPELINE,43.96,2011-05-23
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",42241824,2,201102,CHARTERED INST. OF ENV HEALTH,550,2011-05-23
Development & Enterprise,Premises,Rent,42241989,2,201102,CROWN ESTATE RE CARTER JONAS RENTAL AC,5850.00,2011-05-24
Development & Enterprise,Employees,Indirect Employee Expenses,42242177,4,201102,TRAVEL BUREAU,304.57,2011-05-24
Development & Enterprise,Employees,Indirect Employee Expenses,42242184,20,201102,TRAVEL BUREAU,221,2011-05-25
Development & Enterprise,Employees,Indirect Employee Expenses,42242184,16,201102,TRAVEL BUREAU,156.16,2011-05-25
Development & Enterprise,Employees,Indirect Employee Expenses,42242184,25,201102,TRAVEL BUREAU,111.05,2011-05-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",42242184,22,201102,TRAVEL BUREAU,63.43,2011-05-25
Development & Enterprise,Supplies and Services,Miscellaneous Supplies,42242184,23,201102,TRAVEL BUREAU,54.12,2011-05-25
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",42242184,15,201102,TRAVEL BUREAU,359.86,2011-05-25
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",42242184,27,201102,TRAVEL BUREAU,326.3,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,26,201102,TRAVEL BUREAU,173.32,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,24,201102,TRAVEL BUREAU,59.5,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,19,201102,TRAVEL BUREAU,254.13,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,21,201102,TRAVEL BUREAU,179.85,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,31,201102,TRAVEL BUREAU,83.55,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,17,201102,TRAVEL BUREAU,138.69,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,18,201102,TRAVEL BUREAU,168.17,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,30,201102,TRAVEL BUREAU,58.78,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,29,201102,TRAVEL BUREAU,196.9,2011-05-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,42242184,28,201102,TRAVEL BUREAU,18.52,2011-05-25
Development & Enterprise,Works,,42242668,2,201102,OWEN PUGH & CO LTD,17461.51,2011-05-26
Development & Enterprise,Premises,Water,42242925,2,201102,NORTHUMBRIAN WATER,695.53,2011-05-26
Development & Enterprise,Premises,Miscellaneous Premises,42243075,2,201102,ADT FIRE & SECURITY PLC,874.81,2011-05-26
Development & Enterprise,Purchase of Equipment,,42243578,2,201102,CONCERTO SUPPORT SERVICES LTD,7400.00,2011-05-27
Development & Enterprise,Technical Costs,,43624463,2,201102,NETWORK RAIL INFRASTRUCTURE LTD,1154.53,2011-05-03
Development & Enterprise,Other Costs,,43624465,2,201102,THE HEAD OF STEAM,12235.00,2011-05-03
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624469,2,201102,GVOC,672,2011-05-03
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624470,2,201102,GVOC,672,2011-05-03
Development & Enterprise,Supplies and Services,Advertising,43624536,2,201102,NCJ MEDIA LTD,891,2011-05-04
Development & Enterprise,Consultants,,43624550,2,201102,AECOM,14753.14,2011-05-04
Development & Enterprise,Supplies and Services,Miscellaneous Supplies,43624563,2,201102,SUPPLIES TEAM LTD,399.29,2011-05-05
Development & Enterprise,Supplies and Services,Miscellaneous Supplies,43624565,2,201102,SUPPLIES TEAM LTD,808.82,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,22,201102,LEGION SECURITY PLC,2725.76,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,20,201102,LEGION SECURITY PLC,292.02,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,32,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,19,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,24,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,23,201102,LEGION SECURITY PLC,292.05,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,29,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,18,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,30,201102,LEGION SECURITY PLC,194.68,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,31,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,26,201102,LEGION SECURITY PLC,194.68,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,28,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,25,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,27,201102,LEGION SECURITY PLC,292.02,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,34,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,21,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624663,33,201102,LEGION SECURITY PLC,97.34,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624664,2,201102,RENEW NE LTD,952.64,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624665,2,201102,RENEW NE LTD,726.31,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624666,2,201102,RENEW NE LTD,948.91,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624667,2,201102,RENEW NE LTD,952.64,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624668,2,201102,RENEW NE LTD,952.64,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624669,2,201102,RENEW NE LTD,952.64,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624670,2,201102,RENEW NE LTD,952.64,2011-05-05
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43624671,2,201102,RENEW NE LTD,820.81,2011-05-05
Development & Enterprise,Transport,Vehicles and Plant,43624674,2,201102,PORT OF TYNE AUTHORITY,3367.02,2011-05-05
Development & Enterprise,Third Party Payments,Third Party Payments,43624765,2,201102,CITY OF SUNDERLAND,17986.27,2011-05-05
Development & Enterprise,Other Costs,,43624971,2,201102,NCJ MEDIA LTD,1856.25,2011-05-06
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625101,2,201102,MUSHROOM WORKS COMMUNITY INTEREST CO,500,2011-05-06
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625189,2,201102,CITIZENS ADVICE BUREAU,1157.33,2011-05-06
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625191,2,201102,CITIZENS ADVICE BUREAU,1157.33,2011-05-06
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625192,2,201102,CITIZENS ADVICE BUREAU,1157.33,2011-05-06
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625193,2,201102,CITIZENS ADVICE BUREAU,1157.33,2011-05-06
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625195,2,201102,CITIZENS ADVICE BUREAU,1157.33,2011-05-06
Development & Enterprise,Supplies and Services,Comms & Computing,43625276,2,201102,KEY TRAFFIC SYSTEMS,1320.00,2011-05-09
Development & Enterprise,Supplies and Services,Advertising,43625298,2,201102,NCJ MEDIA LTD,1188.00,2011-05-09
Development & Enterprise,Supplies and Services,Miscellaneous Supplies,43625327,2,201102,CYCLING SOLUTIONS,1414.40,2011-05-09
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625330,2,201102,CHEVIOT STOVES,2244.55,2011-05-09
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625333,2,201102,CUBESEDGE,3000.00,2011-05-09
Development & Enterprise,Supplies and Services,Advertising,43625402,2,201102,NCJ MEDIA LTD,891,2011-05-09
Development & Enterprise,Supplies and Services,Miscellaneous Supplies,43625408,2,201102,SUPPLIES TEAM LTD,455.38,2011-05-11
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625460,2,201102,FALCK NUTEC LTD,500,2011-05-10
Development & Enterprise,Supplies and Services,Advertising,43625507,2,201102,SILVER MINING COMMUNICATIONS LTD,1700.00,2011-05-10
Development & Enterprise,Supplies and Services,Advertising,43625510,2,201102,INDEPENDENT EVENTS LTD,4130.00,2011-05-10
Development & Enterprise,Supplies and Services,Advertising,43625511,2,201102,INDEPENDENT EVENTS LTD,2560.00,2011-05-10
Development & Enterprise,Supplies and Services,Advertising,43625512,2,201102,INDEPENDENT EVENTS LTD,1039.00,2011-05-10
Development & Enterprise,Supplies and Services,Advertising,43625515,2,201102,INDEPENDENT EVENTS LTD,5250.00,2011-05-10
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625822,2,201102,BTCV,949.13,2011-05-11
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43625824,2,201102,JUSTVISITING CIC,515,2011-05-11
Development & Enterprise,Works,,43625825,2,201102,OPENREACH,10988.10,2011-05-11
Development & Enterprise,Works,,43625826,2,201102,NEDL (YEDL),2694.32,2011-05-11
Development & Enterprise,Supplies and Services,Comms & Computing,43626172,2,201102,CAPITA SYMONDS LTD,4392.00,2011-05-12
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43626174,2,201102,ENVIRONMENTAL MANAGEMENT PUBLISHING,638,2011-05-12
Development & Enterprise,Premises,Rep & Maint,43626230,2,201102,NCJ MEDIA LTD,965.25,2011-05-12
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43626269,2,201102,EYE OF THE FLY,939.3,2011-05-12
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43626272,2,201102,EYE OF THE FLY,939.3,2011-05-12
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43626273,2,201102,EYE OF THE FLY,816.5,2011-05-12
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43626274,2,201102,EYE OF THE FLY,816.5,2011-05-12
Development & Enterprise,Supplies and Services,Other Running Costs,43626276,2,201102,PORT OF TYNE AUTHORITY,2362.89,2011-05-12
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626353,2,201102,JACKSON COULSON PARTNERSHIP,1300.00,2011-05-13
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626354,2,201102,JACKSON COULSON PARTNERSHIP,1500.00,2011-05-13
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626355,2,201102,JACKSON COULSON PARTNERSHIP,800,2011-05-13
Development & Enterprise,Works,,43626356,2,201102,GLASDON UK LTD,626.52,2011-05-13
Development & Enterprise,Supplies and Services,Other Running Costs,43626357,2,201102,TRAFFIC DIRECT LIMITED,4369.20,2011-05-13
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626360,4,201102,NEW AND RENEWABLE ENERGY CENTRE LIMITED,625,2011-05-13
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626360,3,201102,NEW AND RENEWABLE ENERGY CENTRE LIMITED,625,2011-05-13
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626361,4,201102,NEW AND RENEWABLE ENERGY CENTRE LIMITED,625,2011-05-13
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626361,3,201102,NEW AND RENEWABLE ENERGY CENTRE LIMITED,625,2011-05-13
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626364,2,201102,ENTRUST LTD,6525.00,2011-05-13
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43626678,2,201102,TYNESIDE TRAINING SERVICES LTD,525,2011-05-16
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43626685,2,201102,REDACTED - Personal Information,1850.00,2011-05-16
Development & Enterprise,Supplies and Services,Comms & Computing,43626721,2,201102,QUBIX INTERNATIONAL LTD,1688.15,2011-05-16
Development & Enterprise,Supplies and Services,Advertising,43626782,2,201102,NCJ MEDIA LTD,965.25,2011-05-17
Development & Enterprise,Consultants,,43626831,2,201102,ATKINS,1473.05,2011-05-17
Development & Enterprise,Consultants,,43626833,2,201102,ATKINS,4419.15,2011-05-17
Development & Enterprise,Works,,43627165,2,201102,A&J  GUTHRIE,20000.00,2011-05-18
Development & Enterprise,Third Party Payments,Third Party Payments,43627171,2,201102,LEGION SECURITY PLC,2540.40,2011-05-18
Development & Enterprise,Third Party Payments,Third Party Payments,43627173,2,201102,NEXUS,36000.00,2011-05-18
Development & Enterprise,Other Costs,,43627174,2,201102,NEXUS,13191.84,2011-05-18
Development & Enterprise,Other Costs,,43627175,2,201102,NEXUS,13157.13,2011-05-18
Development & Enterprise,Third Party Payments,Third Party Payments,43627176,2,201102,PATROL,2133.95,2011-05-18
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43627179,2,201102,REDACTED - Personal Information,3000.00,2011-05-18
