Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seque no,Period,Supplier ID(T),Amount,Updated
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,184,201412,SPRINGFIELD HOUSE - MCARDLE CARE,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,190,201412,BARCHESTER HEALTHCARE LTD,1724.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,191,201412,BARCHESTER HEALTHCARE LTD,1724.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,194,201412,SPRINGFIELD HOUSE - MCARDLE CARE,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,204,201412,SOLEHAWK LTD,2568.35,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,205,201412,EMBRACE  GROUP,5448.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,206,201412,EMBRACE  GROUP,12322.86,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,207,201412,EMBRACE  GROUP,3632.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,248,201412,ASHDOWN PLUS LLP,2542.40,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,250,201412,SOLEHAWK LTD,14722.57,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,252,201412,CARE UK LTD,7488.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,255,201412,CARE UK LTD,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,262,201412,CARE UK LTD,3744.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,265,201412,CARE UK LTD,5616.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,266,201412,CARE UK LTD,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,267,201412,CARE UK LTD,3744.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,271,201412,WELLBURN CARE HOMES LTD,3632.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,310,201412,ASHDOWN CARE HOMES LTD,1410.76,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,316,201412,WELLBURN CARE HOMES LTD,1816.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,322,201412,ASPIRE HEALTHCARE LIMITED,1648.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,323,201412,ASPIRE HEALTHCARE LIMITED,77.14,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,327,201412,COMMUNITY INTEGRATED CARE,1200.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,329,201412,ASPIRE HEALTHCARE LIMITED,1660.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,338,201412,GAINFORD CARE HOMES LTD,64.86,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,349,201412,BARCHESTER HEALTHCARE,5172.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,355,201412,BARCHESTER HEALTHCARE,10344.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,357,201412,BARCHESTER HEALTHCARE,6896.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,382,201412,FOUR SEASONS HEALTHCARE LTD,1816.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,383,201412,FOUR SEASONS HEALTHCARE LTD,7264.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,384,201412,FOUR SEASONS HEALTHCARE LTD,5426.44,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,385,201412,FOUR SEASONS HEALTHCARE LTD,5448.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,404,201412,ANCHOR TRUST,1816.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,411,201412,ANCHOR TRUST,7264.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,412,201412,ANCHOR TRUST,5448.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,415,201412,ANCHOR TRUST,1816.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,421,201412,THE OAKS,1957.60,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,422,201412,ANCHOR TRUST,1816.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,437,201412,WELLBURN CARE HOMES LTD,3632.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,439,201412,THE MANOR HOUSE,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,445,201412,WELLBURN CARE HOMES LTD,1816.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,447,201412,THE MANOR HOUSE,5616.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,449,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,1724.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,453,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,3448.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,454,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,3448.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,455,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,6896.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,457,201412,THE MANOR HOUSE,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,467,201412,ADDISON COURT T/A DAV HOMES LTD,2574.80,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,468,201412,FELLINGATE CARE CENTRE LTD,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,469,201412,VALLEY VIEW RESIDENTIAL HOME,1724.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,471,201412,ADDISON COURT T/A DAV HOMES LTD,8760.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,472,201412,ADDISON COURT T/A DAV HOMES LTD,1752.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,473,201412,ADDISON COURT T/A DAV HOMES LTD,3504.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,493,201412,FELLINGATE CARE CENTRE LTD,3744.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,496,201412,FELLINGATE CARE CENTRE LTD,1872.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,498,201412,FELLINGATE CARE CENTRE LTD,7488.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,499,201412,FELLINGATE CARE CENTRE LTD,12553.37,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,500,201412,FELLINGATE CARE CENTRE LTD,12034.28,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,504,201412,VALLEY VIEW RESIDENTIAL HOME,6896.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,508,201412,VALLEY VIEW RESIDENTIAL HOME,1724.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,509,201412,VALLEY VIEW RESIDENTIAL HOME,7573.29,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,510,201412,VALLEY VIEW RESIDENTIAL HOME,1724.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,521,201412,BARCHESTER HEALTHCARE WASHINGTON GRANGE,1920.40,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,526,201412,BEENSTOCK HOME MENANGEMENT LTD,1792.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,532,201412,PERCY HEDLEY CENTRE,6108.84,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,539,201412,ST MARY'S CONVENT,1828.76,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,543,201412,WEST FARM CARE CENTRE LIMITED,1794.56,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,545,201412,ST MARY'S CONVENT,1828.76,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,546,201412,NEWLIFE CARE SERVICES,4829.68,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,550,201412,HOLYWELL DENE CARE HOME,1824.24,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,574,201412,BROOK HOUSE PRESTWICK CARE LTD,1969.28,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,575,201412,HAVENDENE,1864.56,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,578,201412,ST JOSEPH'S SISTERS OF THE POOR,1969.28,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,580,201412,KENT COMMUNITY HOUSING TRUST,1979.48,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,581,201412,SOVEREIGN CARE,1300.77,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,582,201412,DERWENT CARE HOME,1449.21,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,585,201412,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,2444.12,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,589,201412,CARE UK LTD,1932.28,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,608,201412,BOND CARE,1887.04,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,617,201412,ACOMB COURT,1873.88,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,618,201412,BOND CARE,1842.60,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,621,201412,BOND CARE,1842.60,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,629,201412,ASPIRE HEALTHCARE LIMITED,8371.04,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,632,201412,THE MANOR HOUSE CARE HOME,2667.86,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,643,201412,NEEDHAM COURT,1840.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,646,201412,HAWTHORN COURT,1886.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,647,201412,SERVICE TO THE AGED LIMITED,3600.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,653,201412,SUTHERLAND COURT,1969.28,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,654,201412,ACTIVE HORIZONS LTD,5172.00,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,656,201412,REDWELL HILLS CARE HOME,1828.76,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,657,201412,CLOSE HOUSE NURSING HOME,1864.56,2015-03-25
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020233,665,201412,ABIGAIL LODGE,1828.76,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,674,201412,VALLEY VIEW RESIDENTIAL HOME,712.72,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,675,201412,VALLEY VIEW RESIDENTIAL HOME,743.16,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,677,201412,SERVICE TO THE AGED LIMITED,1252.40,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,679,201412,THE OAKS,489.4,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,680,201412,VALLEY VIEW RESIDENTIAL HOME,2130.60,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,683,201412,VALLEY VIEW RESIDENTIAL HOME,495.8,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,690,201412,ADDISON COURT T/A DAV HOMES LTD,497.12,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,691,201412,ADDISON COURT T/A DAV HOMES LTD,3292.70,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,697,201412,ADDISON COURT T/A DAV HOMES LTD,1068.76,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,702,201412,VALLEY VIEW RESIDENTIAL HOME,2803.80,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,713,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,1112.64,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,720,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,1047.28,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,721,201412,REDWELL HILLS CARE HOME,495.8,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,722,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,2416.08,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,724,201412,WELLBURN CARE HOMES LTD,1269.68,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,730,201412,HAWTHORN COURT,1886.00,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,733,201412,BARCHESTER HEALTHCARE -  HILLSIDE GRANGE,531.8,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,739,201412,ANCHOR TRUST,2065.92,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,740,201412,ANCHOR TRUST,637.84,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,744,201412,ANCHOR TRUST,1326.00,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,750,201412,ANCHOR TRUST,1134.76,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,752,201412,FELLINGATE CARE CENTRE LTD,602.36,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,758,201412,FELLINGATE CARE CENTRE LTD,3214.09,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,760,201412,FELLINGATE CARE CENTRE LTD,5129.56,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,761,201412,FELLINGATE CARE CENTRE LTD,1701.84,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,762,201412,FELLINGATE CARE CENTRE LTD,1157.40,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,765,201412,BARCHESTER HEALTHCARE WASHINGTON GRANGE,631.24,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,767,201412,FOUR SEASONS HEALTHCARE LTD,1066.40,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,768,201412,SUTHERLAND COURT,1109.64,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,773,201412,FOUR SEASONS HEALTHCARE LTD,1150.16,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,775,201412,FOUR SEASONS HEALTHCARE LTD,2444.04,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,776,201412,FOUR SEASONS HEALTHCARE LTD,754.6,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,778,201412,BEENSTOCK HOME MENANGEMENT LTD,474.04,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,785,201412,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,622.16,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,788,201412,ST JOSEPH'S SISTERS OF THE POOR,547.72,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,790,201412,SOVEREIGN CARE,408.41,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,791,201412,KENT COMMUNITY HOUSING TRUST,495.8,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,802,201412,GAINFORD CARE HOMES LTD,41.91,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,822,201412,BARCHESTER HEALTHCARE,2465.60,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,823,201412,BARCHESTER HEALTHCARE,4282.28,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,824,201412,BARCHESTER HEALTHCARE,1670.80,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,831,201412,DERWENT CARE HOME,421.65,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,832,201412,PERCY HEDLEY CENTRE,495.8,2015-03-25
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020233,849,201412,ASPIRE HEALTHCARE LIMITED,991.6,2015-03-25
