Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691921,35000.00,Fentons Solicitors Part of
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691992,15389.10,Equita Ltd
Manchester City Council,Corporate Services,Rents,2015-07-01,1904680044,13706.02,Asda Stores Ltd (Leeds)
Manchester City Council,Corporate Services,Legal Fees,2015-07-01,1904697746,10110.00,HMCTS (Manchester)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697559,10027.10,Pollock Lifts Ltd
Manchester City Council,Chief Executives,Compensation Payments,2015-07-01,1904698351,8830.00,HMCTS (Manchester County Court)
Manchester City Council,Corporate Services,Rents,2015-07-01,1904683980,8226.58,Aprirose Ltd
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,2015-07-01,5100801321,8032.50,Buro Happold Limited
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691933,7084.45,Department For Work & Pensions
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697563,5586.00,Astor-Bannerman (Medical) Ltd
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697564,5417.00,Stannah Lift Services Ltd
Manchester City Council,Corporate Services,Non Housing Rent Receipts,2015-07-01,1904673202,5213.36,Manchester Working Ltd
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691990,4799.95,Equita Ltd
Manchester City Council,Adult Social Care,Professional fees,2015-07-22,5100805150,2700.00,David Blackburne Consultancy Ltd,
Manchester City Council,Adult Social Care,Professional fees,2015-07-22,5100804441,2700.00,Pepper Stacey Ltd,
Manchester City Council,Adult Social Care,Payments for services,2015-07-22,5100805264,2660.06,Penarth Group School,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-07-22,5100805001,2486.92,One Stop Hire Limited,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-07-22,5100805001,2486.92,One Stop Hire Limited,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-22,5100805218,2485.00,Liquid Personnel Ltd,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2015-07-22,1904712306,2200.00,Heptonstalls LLP,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-22,5100805214,2154.00,Youth on Solid Ground,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-22,5100805167,2112.00,Mike Davies Transport,
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,2015-07-22,5100805059,2109.71,Continental Landscapes Limited,
Manchester City Council,GMIST (Greater Mcr Integrated),Audit Commission Fee,2015-07-22,5100805079,2107.50,Grant Thornton Uk LLP,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2015-07-22,5100805177,2100.00,Family Action Benchill,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-07-22,5100805074,1992.03,Brentwood Moss Nurseries,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-07-22,5100803800,1901.40,Manchester Working Ltd,
Manchester City Council,Chief Executives,Funeral and coroner related services,2015-07-22,1904721094,1771.60,Stephen Saltissi Medical Services,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-22,5100798371,1760.00,Liquid Personnel Ltd,
Manchester City Council,Adult Social Care,Training and Development,2015-07-22,5100805098,1680.00,Ideas4learning Ltd,
Manchester City Council,Chief Executives,Advertising,2015-07-22,5100805166,1656.11,Trinity Mirror NW2 Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-22,5100805191,1629.13,Alzheimers Society (Mcr Branch),
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2015-07-22,1904716543,1500.00,The Law Room,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-22,5100804387,1498.28,Entrust Social Care,
Manchester City Council,Chief Executives,Signers/Interpreters,2015-07-22,5100805092,1320.00,Interpreting Solutions Ltd,
Manchester City Council,Environment and Operations,Legal Fees,2015-07-22,5100805253,1210.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Contract Cleaning Internal,2015-07-22,5100805101,1176.02,The Manchester College,
Manchester City Council,Manchester Leisure,Ordnance Survey Fees,2015-07-22,1904720189,1037.90,Redacted Personal Information,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-07-22,5100805016,1029.75,Chelsom Limited,
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,2015-07-22,5100801722,1020.00,FleetMatics,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-22,5100804939,991.66,Manchester Settlement,
Manchester City Council,Environment and Operations,Vehicle Fuel Costs,2015-07-22,5100805051,933.40,Carlton Fuels Ltd,
Manchester City Council,Corporate Services,Furniture,2015-07-22,5100805197,908.00,Back Care Solutions Ltd,
Manchester City Council,Chief Executives,Professional fees,2015-07-22,5100802709,900.00,Batchelor Associates,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-22,5100805182,881.79,Arawak Walton Housing Association,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,2015-07-22,1904718751,750.00,Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Legal Fees,2015-07-22,5100805213,750.00,Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment,2015-07-22,5100805265,747.50,Power Care,
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment,2015-07-22,5100805267,747.50,Power Care,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,2015-07-22,5100789942,723.25,Pearson Education Ltd,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,2015-07-22,5100805033,723.00,National Grid (Formerly Transco),
Manchester City Council,Adult Social Care,Grounds Maintenance,2015-07-22,5100805111,720.00,Tiddlywinks Nursery-Clayton No.4 Ac,
Manchester City Council,Adult Social Care,Training and Development,2015-07-22,5100805098,700.00,Ideas4learning Ltd,
Manchester City Council,Environment and Operations,Contract Cleaning External,2015-07-22,5100805023,687.96,Ramora Ltd,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,2015-07-22,5100804732,669.00,Dante Fire & Security Ltd,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,2015-07-22,5100804706,620.50,Dante Fire & Security Ltd,
Manchester City Council,Libraries and Theatres,Subsistence and Conference Expenses,2015-07-22,5100804542,600.00,Cresta World Travel t/a Uniglobe,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-07-22,1904725437,581.31,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-22,5100805182,577.88,Arawak Walton Housing Association,
Manchester City Council,Manchester Leisure,Equipment,2015-07-22,5100805027,567.58,Manchester Metropolitan University,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-22,1904720213,560.10,West Middlesex Uni Hosp NHS Trust,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-22,5100805182,557.80,Arawak Walton Housing Association,
Manchester City Council,Adult Social Care,Home Care,2015-07-22,5100805256,552.33,Cooperative Childcare,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-07-22,1904725431,549.42,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Professional fees,2015-07-22,5100805137,540.51,Creative Support Ltd,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-07-22,5100804979,529.36,Arco Group Ltd,
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,2015-07-22,5100805225,516.38,Safety Shop,
Manchester City Council,Adult Social Care,Payments for services,2015-07-22,5100805376,110983.50,Tameside Metropolitan Borough,
Manchester City Council,Adult Social Care,Payments for services,2015-07-22,5100805254,1199370.53,Belmont School Ltd,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,2015-07-23,5100805152,175886.99,Laing O'Rourke Construction Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805093,103514.32,Creative Support Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-07-23,5100805386,75208.92,Manchester Working Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-23,5100805347,61295.25,Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-07-23,5100805384,48876.38,Manchester Working Ltd,
Manchester City Council,Environment and Operations,Contract Cleaning External,2015-07-23,5100804772,45498.59,Workman LLP,
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2015-07-23,5100805291,42397.25,Pathways CIC,
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,2015-07-23,5100805168,33287.43,Manchester Working Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2015-07-23,5100805606,31219.35,Go Plant Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-23,5100804063,25928.74,Rosgal Ltd,
Manchester City Council,Chief Executives,Professional fees,2015-07-23,5100805369,23589.20,Actinista Limited,
Manchester City Council,Hospitality + Trading Services,Refuse Collection,2015-07-23,5100805155,21865.00,Fairfield Environmental Serv Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-23,1904716700,19474.47,Bt Redcare,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-23,5100803857,17507.11,Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Chief Executives,Telecoms Equip,2015-07-23,5100803931,17122.00,T-Mobile (UK) Ltd,
Manchester City Council,Environment and Operations,Refuse Collection,2015-07-23,5100804092,15114.98,A P Broome Landscapes Ltd,
Manchester City Council,Manchester Leisure,Grounds Maintenance,2015-07-23,5100805194,14828.00,Biomatrix Water Solutions Ltd,
Manchester City Council,Regeneration Finance,Electricity,2015-07-23,1904726442,14224.40,British Gas Plc,
Manchester City Council,Libraries and Theatres,Labour Charges,2015-07-23,5100805335,13543.47,Rochdale Mbc,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2015-07-23,5100802155,12901.08,Laing O'Rourke Construction Ltd,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2015-07-23,5100805410,12487.78,G & A Taylor Hotels Ltd,
Manchester City Council,Regeneration Finance,Legal Fees,2015-07-23,5100805561,11550.00,Slater & Gordon (UK) LLP,
Manchester City Council,Corporate Services,Legal Fees,2015-07-23,1904726394,11217.00,HMCTS (Manchester),
Manchester City Council,Corporate Services,Legal Fees,2015-07-23,1904726376,11031.00,HMCTS (Manchester),
Manchester City Council,Housing Revenue Account,West Gorton Mgmt Fee,2015-07-23,5100805355,10804.00,Guinness Northern Counties,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805050,9786.00,Richmond Fellowship Manchester Proj,
Manchester City Council,Hospitality + Trading Services,Contribution to PATROL,2015-07-23,5100795041,9622.60,Patrol Bus Lanes,
Manchester City Council,Adult Social Care,Payments for services,2015-07-23,5100805122,9244.16,Progress Care & Education Ltd,
Manchester City Council,Regeneration Finance,Grant Payments,2015-07-23,5100805399,9025.00,Aquarius Community Centre,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-23,5100805505,8477.00,LGBT Youth North West,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-23,1904721083,8241.84,Stockport NHS Foundation Trust,
Manchester City Council,Manchester Leisure,Grant Payments,2015-07-23,5100805190,7500.00,Contact Theatre Company,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-23,5100804493,6335.00,Jacobs UK Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805295,6219.92,Turning Point Services,
Manchester City Council,Regeneration Finance,Grant Payments,2015-07-23,5100805414,6175.00,Benchill Community Centre,
Manchester City Council,Regeneration Finance,Grant Payments,2015-07-23,5100805403,6025.00,Manchester Settlement,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2015-07-23,5100805600,6000.00,Go Plant Ltd,
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2015-07-23,5100802927,4316.27,Idox Software Ltd,
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,2015-07-23,5100804256,3850.00,Survey Operations Limited,
Manchester City Council,Chief Executives,Postage,2015-07-23,5100804114,3772.48,Royal Mail Group Plc,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805342,3684.74,Northwards Housing Limited,
Manchester City Council,Corporate Services,Legal Fees,2015-07-23,1904726395,3675.00,HMCTS (Manchester),
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805151,3413.79,Stockport Learning Disability,
Manchester City Council,Corporate Services,Fees,2015-07-23,5100801714,3300.00,Pannone Corporate LLP,
Manchester City Council,Environment and Operations,Professional fees,2015-07-23,5100802326,3030.83,Aecom Infrastructure & Environment,
Manchester City Council,Chief Executives,I T Provision,2015-07-23,5100804494,3000.00,Pilat Europe Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-23,5100804493,2974.40,Jacobs UK Ltd,
Manchester City Council,Corporate Services,Travel Season TLS,2015-07-23,5100803840,2960.00,Northern Rail Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805342,2849.24,Northwards Housing Limited,
Manchester City Council,Hospitality + Trading Services,Security,2015-07-23,5100805154,2840.00,Cerberus Security Ltd,
Manchester City Council,Environment and Operations,CRB Fees,2015-07-23,5100803004,2780.00,Utilities Design & Planning Ltd,
Manchester City Council,Manchester Leisure,Compensation Payments,2015-07-23,1904712309,2750.00,Beardsells Solicitors,
Manchester City Council,Chief Executives,Data Links,2015-07-23,5100805172,2733.00,The Loop t/a Gamma Telecom Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-23,5100804493,2615.60,Jacobs UK Ltd,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,2015-07-23,5100805171,2600.00,The Loop t/a Gamma Telecom Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805342,2487.33,Northwards Housing Limited,
Manchester City Council,Corporate Services,Travel,2015-07-23,5100803840,2460.00,Northern Rail Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,2015-07-23,5100805102,2459.00,Newlyn Healthcare Limited,
Manchester City Council,Adult Social Care,Payments for services,2015-07-23,5100804301,2457.20,Harvey House Social Enterprises Ltd,
Manchester City Council,Adult Social Care,Payments for services,2015-07-23,5100804584,2457.20,Harvey House Social Enterprises Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805342,2442.21,Northwards Housing Limited,
Manchester City Council,Environment and Operations,Professional fees,2015-07-23,5100801529,2408.00,Mott Macdonald Uk Limited,
Manchester City Council,Manchester Leisure,Professional fees,2015-07-23,5100798298,2343.30,F R Monkhouse Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,2015-07-23,5100805604,2337.16,Warrington Truck Parts Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-23,1904721249,2335.00,Chelsea & Westminster Hosp NHSFT,
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,2015-07-23,5100802064,2334.94,Atkins Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-23,5100805179,2309.22,Copperdale Trust,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-23,5100805205,2281.00,LMCP Care Link,
