Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
2010-09,Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,698,Vehicle Hire
2010-09,Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,689.51,Vehicle Hire
2010-09,Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,588,Vehicle Hire
2010-09,Community Services,Environmental Services,ENTERPRISE TRAVEL,1106.02,CONTRACT HIRE
2010-09,Community Services,Environmental Services,ENTERPRISE TRAVEL,1171.08,CONTRACT HIRE
2010-09,Community Services,Environmental Services,FLEET FACTORS,1336.50,VEHICLE FUEL
2010-09,Community Services,Environmental Services,FLEET FACTORS,1622.50,VEHICLE FUEL
2010-09,Community Services,Environmental Services,FRADE,585.07,Refuse Services
2010-09,Community Services,Environmental Services,GARNETTS LTD,9304.96,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GARNETTS LTD,9273.16,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GARNETTS LTD,6005.76,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GARNETTS LTD,9818.64,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GARNETTS LTD,6756.48,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GARNETTS LTD,11963.52,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GLASDON UK LTD,2850.00,MATERIALS
2010-09,Community Services,Environmental Services,GPL HIRE AND SERVICE,1141.88,MATERIALS
2010-09,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
2010-09,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
2010-09,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
2010-09,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
2010-09,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
2010-09,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
2010-09,Community Services,Environmental Services,GREAT NORTH AIR AMBULANCE SERVICE,754.81,Refuse Services
2010-09,Community Services,Environmental Services,GRIERSONS COACHES,1683.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GRIERSONS COACHES,1261.40,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GRIERSONS COACHES,1782.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,GRIERSONS COACHES,1621.80,CONTRACT HIRE
2010-09,Community Services,Environmental Services,HILTON CABINET COMPANY LTD,810.53,BOOKS
2010-09,Community Services,Environmental Services,HUMBLES COACHES,1502.46,CONTRACT HIRE
2010-09,Community Services,Environmental Services,HUMBLES COACHES,510.68,CONTRACT HIRE
2010-09,Community Services,Environmental Services,HUMBLES COACHES,1204.32,CONTRACT HIRE
2010-09,Community Services,Environmental Services,HUMBLES COACHES,540.72,CONTRACT HIRE
2010-09,Community Services,Environmental Services,HUMBLES COACHES,1590.84,CONTRACT HIRE
2010-09,Community Services,Environmental Services,HUMBLES COACHES,1153.08,CONTRACT HIRE
2010-09,Community Services,Environmental Services,INTERFLON (UK) LTD [MONARCH MAINTENANCE],1014.00,OTHER CONSUMABLES
2010-09,Community Services,Environmental Services,INTERFLON (UK) LTD [MONARCH MAINTENANCE],825,MATERIALS
2010-09,Community Services,Environmental Services,J & C COACHES LTD,1846.44,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,4184.40,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,2246.20,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,3734.90,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,990,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,J & C COACHES LTD,7597.48,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,4510.17,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,1361.36,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,3824.90,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,900,PROFESSIONAL FEES & CONSULTANCY
2010-09,Community Services,Environmental Services,J & C COACHES LTD,1327.30,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,3453.40,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & C COACHES LTD,2282.40,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,800,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,710,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,770,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,760,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,760,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,630,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,740,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,740,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,740,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,880,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,760,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,780,CONTRACT HIRE
2010-09,Community Services,Environmental Services,J & P TRAVEL,790,CONTRACT HIRE
2010-09,Community Services,Environmental Services,JEFF ANDERSON COACHES LIMITED,1671.48,CONTRACT HIRE
2010-09,Community Services,Environmental Services,JEFF ANDERSON COACHES LIMITED,1485.76,CONTRACT HIRE
2010-09,Community Services,Environmental Services,JOHN MEYNELL FUNERAL SERVICE,1025.15,Contract Funerals
2010-09,Community Services,Environmental Services,JOHN MEYNELL FUNERAL SERVICE,1064.79,Contract Funerals
2010-09,Community Services,Environmental Services,JOHN MEYNELL FUNERAL SERVICE,1117.50,Contract Funerals
2010-09,Community Services,Environmental Services,JONTEK LTD,18090.00,EQUIPMENT
2010-09,Community Services,Environmental Services,L & G PLANT HIRE & SALES LTD,3460.00,Routine Maintenance
2010-09,Community Services,Environmental Services,L & G PLANT HIRE & SALES LTD,2076.00,Routine Maintenance
2010-09,Community Services,Environmental Services,L & G PLANT HIRE & SALES LTD,1384.00,Routine Maintenance
2010-09,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,8763.72,Routine Maintenance
2010-09,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,750,Routine Maintenance
2010-09,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,3203.25,Routine Maintenance
2010-09,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,1775.93,Routine Maintenance
2010-09,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,8613.00,MATERIALS
2010-09,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,1320.00,Vehicle Hire
2010-09,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,1320.00,Vehicle Hire
2010-09,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,1320.00,Vehicle Hire
2010-09,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,1320.00,Vehicle Hire
2010-09,Community Services,Environmental Services,LLOYDS REGISTER QUALITY ASSURANCE LTD,2241.60,Other Supplies & Services
2010-09,Community Services,Environmental Services,LOMBARD BUSINESS FINANCE,4727.19,Vehicle Hire
2010-09,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,630,EQUIPMENT
2010-09,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,707.25,MATERIALS
2010-09,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,1231.69,MATERIALS
2010-09,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,548.2,MATERIALS
2010-09,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,729.87,MATERIALS
2010-09,Community Services,Environmental Services,MI SUPPLIES,1256.87,Protective Clothing
2010-09,Community Services,Environmental Services,MR ROGER QUICKFALL,650,PROFESSIONAL FEES & CONSULTANCY
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,660,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,660,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
2010-09,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,660,Vehicle Hire
2010-09,Community Services,Environmental Services,NORTH EAST TRUCK & VAN LTD,1414.02,MATERIALS
2010-09,Community Services,Environmental Services,NORTHERN MUNICIPAL SPARES (parts supply),656.8,OTHER CONSUMABLES
2010-09,Community Services,Environmental Services,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,1445.07,MATERIALS
2010-09,Community Services,Environmental Services,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,928.1,MATERIALS
2010-09,Community Services,Environmental Services,OVERLANDER MINI COACHES,1423.44,CONTRACT HIRE
2010-09,Community Services,Environmental Services,OVERLANDER MINI COACHES,1252.08,CONTRACT HIRE
2010-09,Community Services,Environmental Services,OVERLANDER MINI COACHES,1112.96,CONTRACT HIRE
2010-09,Community Services,Environmental Services,PALM RECYCLING LIMITED,616.95,EQUIPMENT
2010-09,Community Services,Environmental Services,PALM RECYCLING LIMITED,605.05,EQUIPMENT
2010-09,Community Services,Environmental Services,PALM RECYCLING LIMITED,578.69,EQUIPMENT
2010-09,Community Services,Environmental Services,PATTISON COACH HIRE,690,Taxis
2010-09,Community Services,Environmental Services,PATTISON COACH HIRE,600,Taxis
2010-09,Community Services,Environmental Services,PBCONTRACTORS LIMITED,6500.00,STD CLEANING CONTRACT
2010-09,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,2962.77,VEHICLE FUEL
2010-09,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,20269.24,VEHICLE FUEL
2010-09,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,23088.01,VEHICLE FUEL
2010-09,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,21091.40,VEHICLE FUEL
2010-09,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,20140.94,VEHICLE FUEL
2010-09,Community Services,Environmental Services,POST OFFICE  LTD,4200.00,LICENCES
2010-09,Community Services,Environmental Services,POST OFFICE  LTD,4395.00,LICENCES
2010-09,Community Services,Environmental Services,POST OFFICE  LTD,730,LICENCES
2010-09,Community Services,Environmental Services,PREMIER TRAFFIC MANAGEMENT,11520.00,Traffic Management
2010-09,Community Services,Environmental Services,PROCTERS OF BEDALE,1783.80,CONTRACT HIRE
2010-09,Community Services,Environmental Services,PROCTERS OF BEDALE,1684.70,CONTRACT HIRE
2010-09,Community Services,Environmental Services,RAMSAY PROJECT MANAGEMENT,2785.60,PROFESSIONAL FEES & CONSULTANCY
2010-09,Community Services,Environmental Services,RAMSAY PROJECT MANAGEMENT,911.6,PROFESSIONAL FEES & CONSULTANCY
2010-09,Community Services,Environmental Services,RAMSAY PROJECT MANAGEMENT,4452.80,PROFESSIONAL FEES & CONSULTANCY
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,5864.31,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,5729.13,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,5311.86,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,591.47,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,7707.54,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,5966.13,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,6633.42,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,8576.07,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,6665.45,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,6003.49,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,5976.56,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,5500.11,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,6552.67,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,RMS RECRUITMENT,10231.29,AGENCY STAFF COSTS - NON TEACHING
2010-09,Community Services,Environmental Services,S & I STRUCTURES,5215.82,EQUIPMENT
2010-09,Community Services,Environmental Services,S & R CARS LTD,1152.00,Taxis
2010-09,Community Services,Environmental Services,S & R CARS LTD,540,CONTRACT HIRE
2010-09,Community Services,Environmental Services,S & R CARS LTD,1946.16,CONTRACT HIRE
2010-09,Community Services,Environmental Services,S & R CARS LTD,1088.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,S & R CARS LTD,2002.37,CONTRACT HIRE
2010-09,Community Services,Environmental Services,S & R CARS LTD,1001.19,CONTRACT HIRE
2010-09,Community Services,Environmental Services,SCARLET BAND MOTORS SERVICES,8180.28,CONTRACT HIRE
2010-09,Community Services,Environmental Services,SCARLET BAND MOTORS SERVICES,7271.36,CONTRACT HIRE
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,280896.04,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,1900.00,STD CLEANING CONTRACT
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,244828.54,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,1416.80,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,1004.66,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,926.68,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,21190.51,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,18415.30,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,22109.80,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,20888.99,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,20771.74,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,269090.76,Waste Management
2010-09,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,253787.18,Waste Management
2010-09,Community Services,Environmental Services,T C HARRISON JCB,530.01,MATERIALS
2010-09,Community Services,Environmental Services,T C HARRISON JCB,638,MATERIALS
2010-09,Community Services,Environmental Services,TAYLOR'S TAXIS,768,CONTRACT HIRE
2010-09,Community Services,Environmental Services,TAYLOR'S TAXIS,864,CONTRACT HIRE
2010-09,Community Services,Environmental Services,THE BREAD & BUTTER THEATRE COMPANY,650,MARKETING & ADVERTISING
2010-09,Community Services,Environmental Services,THE PHOENIX PARTNERSHIP,952.4,EQUIPMENT
2010-09,Community Services,Environmental Services,THE PHOENIX PARTNERSHIP,13950.00,PROVISIONS
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1423.40,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1182.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,928.72,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,576,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1350.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,950.4,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,560,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1215.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,672,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1123.20,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,691.2,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1057.20,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1346.40,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,2131.20,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1729.80,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,2281.60,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,858,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,880.66,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1537.60,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,728,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,614.4,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,576,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1440.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,998.4,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,1200.00,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,844.8,CONTRACT HIRE
2010-09,Community Services,Environmental Services,UNITED TAXIS LTD,887.6,CONTRACT HIRE
2010-09,Community Services,Environmental Services,VIGLEN LTD,740,EQUIPMENT
2010-09,Community Services,Environmental Services,VITAX LTD,886.6,HORTICULTURE SUPPLIES
2010-09,Community Services,Environmental Services,VITAX LTD,1695.35,HORTICULTURE SUPPLIES
2010-09,Community Services,Environmental Services,VITAX LTD,769.68,HORTICULTURE SUPPLIES
2010-09,Community Services,Environmental Services,WAKEFIELD TAXIS,719.84,CONTRACT HIRE
2010-09,Community Services,Environmental Services,WAKEFIELD TAXIS,765.07,CONTRACT HIRE
2010-09,Community Services,Environmental Services,WALTER YEOMAN,702,CONTRACT HIRE
2010-09,Community Services,Environmental Services,WALTER YEOMAN,546,CONTRACT HIRE
2010-09,Community Services,Environmental Services,WASHINGTON TRUCK & VAN LTD,922.67,MATERIALS
2010-09,Community Services,Environmental Services,WHALE TANKERS LTD,1960.00,TRAINING
2010-09,Community Services,Housing,ARGYLL GUEST HOUSE,700,HOSPITALITY & ROOM HIRE
2010-09,Community Services,Housing,ARGYLL GUEST HOUSE,665,BOARD & LODGINGS
2010-09,Community Services,Housing,ARGYLL GUEST HOUSE,770,BOARD & LODGINGS
2010-09,Community Services,Housing,ARGYLL GUEST HOUSE,1400.00,BOARD & LODGINGS
2010-09,Community Services,Housing,ARGYLL GUEST HOUSE,700,HOSPITALITY & ROOM HIRE
