Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416089,2019-06-11,742.01,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416098,2019-06-11,1261.60,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415110,2019-05-31,1246.70,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415113,2019-05-31,511.22,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414604,2019-05-30,540.44,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414605,2019-05-30,540.44,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414606,2019-05-30,540.44,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414610,2019-05-30,1461.77,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414611,2019-05-30,1245.90,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414612,2019-05-30,1235.59,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414614,2019-05-30,1235.59,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414615,2019-05-30,1246.32,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414598,2019-05-30,1181.08,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414599,2019-05-30,1204.76,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416780,2019-06-18,975.43,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415756,2019-06-07,502.23,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415757,2019-06-07,1251.43,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415758,2019-06-07,1251.03,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415759,2019-06-07,1232.17,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415760,2019-06-07,1232.17,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415761,2019-06-07,1240.65,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415875,2019-06-07,502.23,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415876,2019-06-07,511.22,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416788,2019-06-18,606,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414593,2019-05-30,540.44,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414595,2019-05-30,1174.25,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414596,2019-05-30,1165.84,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412867,2019-05-10,1177.31,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412871,2019-05-10,1172.02,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412872,2019-05-10,1254.54,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412874,2019-05-10,1183.71,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412876,2019-05-10,540.42,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412878,2019-05-10,537.08,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412879,2019-05-10,540.42,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412881,2019-05-10,540.42,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414618,2019-05-30,511.22,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415109,2019-05-31,1253.25,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415112,2019-05-31,511.22,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415115,2019-05-31,555.53,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416703,2019-06-17,502.23,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55412715,2019-05-08,547,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55415108,2019-05-31,796.63,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414430,2019-05-28,769.78,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414431,2019-05-28,771.98,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55413394,2019-05-15,973.77,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55413798,2019-05-20,793.45,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416845,2019-06-18,932.55,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414620,2019-05-30,511.22,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414623,2019-05-30,941.66,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414868,2019-05-31,1200.04,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55414869,2019-05-31,667.24,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416078,2019-06-11,1301.60,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416712,2019-06-17,502.23,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416778,2019-06-18,794.16,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,CROSSLING LTD,55416779,2019-06-18,770.49,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Building Services,DALE POWER SOLUTIONS PLC,55415606,2019-06-05,1006.30,Repairs - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Building Services,DAMP SHIELD,55413749,2019-05-20,1855.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,D-DRILL ( MASTER DRILLERS LTD ),55417531,2019-06-26,799.9,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,D-DRILL ( MASTER DRILLERS LTD ),55416902,2019-06-12,552.2,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,1058.88,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,892.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,997.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,997.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,892.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,1139.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,932.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,806.15,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,997.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,892.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,1139.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,997.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,661.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,674.5,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,674.5,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,543.44,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123479,2019-07-28,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,661.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,543.44,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,605.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,646.67,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,674.5,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,674.5,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123280,2019-07-07,570.95,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,658.72,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,658.72,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,658.72,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,658.72,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,658.72,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,674.5,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,674.5,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,557.76,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,557.76,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123420,2019-07-21,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,670.24,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,509.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,661.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,557.76,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Building Services,DE-POEL,11123399,2019-07-14,699.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
