Body Name,Portfolio,Organisation Code,Org Code Description,Object Code,Object Code Description,GL Date,Invoice No,Value,Supplier,Category,Category Description,Supplier No
SHEFFIELD CITY COUNCIL,RESOURCES,19347,CLAIMS,8740,EMPLOYERS LIABILITY,2015-08-17,ERS INVOICE124060,45000.00,THOMPSONS CLIENT ACCOUNT,,SOLICITORS,
SHEFFIELD CITY COUNCIL,RESOURCES,19347,CLAIMS,8740,PUBLIC LIABILITY,2015-08-17,ERS INVOICE124062,360.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49362,INCOME MANAGEMENT,9120,OTHER AGENCIES,2015-08-17,ERS INVOICE124068,26437.92,AON LIMITED,,INSURANCE - OTHER,
SHEFFIELD CITY COUNCIL,RESOURCES,19347,CLAIMS,8740,EMPLOYERS LIABILITY,2015-08-17,ERS INVOICE124069,13510.00,HAMPSON HUGHES SOLICITORS,,SOLICITORS,
SHEFFIELD CITY COUNCIL,CYPF,34010,CHILDRENS HOSPITAL CONTROL A/C,9030,HEALTH,2015-08-17,2100167045,731304.00,SHEFFIELD CHILDRENS HOSPITAL NHS  TRUST,,HOSPITALS,
SHEFFIELD CITY COUNCIL,CYPF,34010,CHILDRENS HOSPITAL CONTROL A/C,9030,HEALTH,2015-08-17,2100167046,182826.00,SHEFFIELD CHILDRENS HOSPITAL NHS  TRUST,,HOSPITALS,
SHEFFIELD CITY COUNCIL,CYPF,39512,SEN TRANSPORT,7140,PUBLIC TRANSPORT COSTS,2015-08-17,SL0069363,524.02,SYPTE,,BUS & COACH OPERATORS & STATIO,
SHEFFIELD CITY COUNCIL,CYPF,38005,FREE TRAVEL PASSES - PRIMARY,9120,OTHER AGENCIES,2015-08-17,SL0069364,3327.40,SYPTE,,BUS & COACH OPERATORS & STATIO,
SHEFFIELD CITY COUNCIL,CYPF,38005,FREE TRAVEL PASSES - PRIMARY,9120,OTHER AGENCIES,2015-08-17,SL0069365,4022.70,SYPTE,,BUS & COACH OPERATORS & STATIO,
SHEFFIELD CITY COUNCIL,PLACE,94050,SHEFFIELD RETAIL QUARTER 2,1193,CONSULTANTS FEES,2015-08-17,PR202,3400.00,FRENCH PR LTD,,PUBLIC RELATIONS CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,25051,PLAYGROUND MAINTENANCE & INSPE,8010,EQUIPMENT PURCHASE AND REPAIR,2015-08-17,496452,749.28,INSTARMAC GROUP PLC,,CONCRETE PRODUCTS,
SHEFFIELD CITY COUNCIL,PLACE,22242,STIMULATING ENTERPRISING ENVT,8420,ADVERTISING AND PUBLICITY,2015-08-17,60363,5313.00,LOOP PRINT LTD,,PRINTERS' SERVICES & SUPPLIES,
SHEFFIELD CITY COUNCIL,PLACE,22147,PUBLIC RIGHTS OF WAY,6390,OTHER HIGHWAY MAINTENANCE,2015-08-17,3129,750.00,ANDERSON TREE CARE LTD,,TREE WORK & FORESTRY SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,38047,HEALTH INTERVENTION & PREVENTI,8440,FEE EXPENSES,2015-08-17,2/2015-16,2083.00,CLARE ROBINSON PROJECT MANAGEMENT,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,CYPF,38047,HEALTH INTERVENTION & PREVENTI,8440,FEE EXPENSES,2015-08-17,1/2015-16,2083.00,CLARE ROBINSON PROJECT MANAGEMENT,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,CYPF,38200,INTEGRATED SEXUAL HEALTH SERVI,9030,HEALTH,2015-08-17,4000432611,459000.00,SHEFFIELD TEACHING HOSPITALS NHS FND TST,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,RESOURCES,18041,RECRUITMENT ADVERTISING,5720,RECRUIT. ADV. - INVOICE,2015-08-17,PUO144016,500.00,REDACTIVE PUBLISHING LTD,,NEWSPAPER & MAGAZINE PUBLISHER,
SHEFFIELD CITY COUNCIL,PLACE,91662,PUBLIC RIGHTS OF WAY,1173,INFR MAIN CONTRACT,2015-08-17,2850,9416.09,GARY FLETCHER (SURFACING) LTD,,ROAD SURFACING CONTRACTORS,
SHEFFIELD CITY COUNCIL,CYPF,38151,NORTH MAST,4080,FEES & CHARGES,2015-08-17,IN101064,279.00,REMPLOY,,EMPLOYMENT & RECRUITMENT AGENC,
SHEFFIELD CITY COUNCIL,RESOURCES,18041,RECRUITMENT ADVERTISING,5720,RECRUIT. ADV. - INVOICE,2015-08-17,ADVI/55115,450.00,HEMMING GROUP LIMITED,,PUBLISHERS,
SHEFFIELD CITY COUNCIL,PLACE,97414,ARBOURTHORNE 5M'S REFURB,1143,COMPENSATION,2015-08-17,818865,379.06,PICKFORDS,,REMOVALS - OVERSEAS,
SHEFFIELD CITY COUNCIL,CYPF,38219,ENHANCED SERVICE - IUCDS,9030,HEALTH,2015-08-17,C88040_0002,450.00,OUGHTIBRIDGE SURGERY,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,CYPF,38218,ENHANCED SERVICE - NEXPLANON,9030,HEALTH,2015-08-17,C88040_0002,325.00,OUGHTIBRIDGE SURGERY,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,19046,ELECTRIC WORKS BUSINESS CENTRE,8410,GENERAL OFFICE EXPENSES,2015-08-17,9541,45835.00,CREATIVE SPACE MANAGEMENT LTD,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49488,RECOVERY PROGRAMME + BU48024,4080,FEES & CHARGES,2015-08-17,SL000095,1950.00,SANCTUARY PERSONNEL LTD T/A SKYLAKES,,EMPLOYMENT & RECRUITMENT AGENC,
SHEFFIELD CITY COUNCIL,CYPF,36033,SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-08-17,SCC/SOC-0715,3238.22,TRAVELLERS TAXIS,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,CYPF,36033,SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-08-17,42216,8132.57,ACTIVE RESPONSE TRANSPORT LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,PLACE,21001,SERVICE DEVELOPMENT TEAM,8060,MATERIALS AND SUPPLIES GENERAL,2015-08-17,6900843800,327.70,LYRECO UK LTD,,OFFICE FURNITURE & EQUIPMENT,
SHEFFIELD CITY COUNCIL,RESOURCES,18040,AGENCY STAFF,5610,AGENCY STAFF - INVOICE,2015-08-17,CE0228382995C1,162044.08,REED,,EMPLOYMENT & RECRUITMENT AGENC,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49488,RECOVERY PROGRAMME + BU48024,4080,FEES & CHARGES,2015-08-17,SL000106,485.00,SANCTUARY PERSONNEL LTD T/A SKYLAKES,,EMPLOYMENT & RECRUITMENT AGENC,
SHEFFIELD CITY COUNCIL,CYPF,38151,NORTH MAST,8350,MISCELLANEOUS EXPENSES,2015-08-17,361,288.00,I A DELIVERY SERVICES,,DELIVERY SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,36033,SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-08-17,SS07-15(550),6074.60,S1 TAXIS LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,CYPF,36033,SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CYPD07-15(549),19658.40,S1 TAXIS LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,PLACE,21311,CC AMBASSADORS STREET CRIME,8110,"CLOTHING, UNIFORM AND LAUNDRY",2015-08-17,925066097/116504/218249,962.94,ARCO LTD,,SAFETY EQUIPMENT & CLOTHING,
SHEFFIELD CITY COUNCIL,CYPF,33066,PROVIDER CONTRACT AUG14-JUL15,9120,OTHER AGENCIES,2015-08-17,28041502,1067.50,LEARN FOR LIFE ENTERPRISE LIMITED,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,RESOURCES,18040,AGENCY STAFF,5610,AGENCY STAFF - INVOICE,2015-08-17,CE0228413923C1,175773.73,REED,,EMPLOYMENT & RECRUITMENT AGENC,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6490,279.40,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6489,284.40,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6485,304.48,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6483,291.00,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6484,1104.00,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6491,275.40,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6492,297.40,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,CYPF,38151,NORTH MAST,8490,OTHER PROFESSIONAL FEES,2015-08-17,1649,4609.80,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,PLACE,21309,BARKERS POOL,6020,REPAIRS AND MTCE - PROGRAMMED,2015-08-17,59360,494.00,OCMIS LTD.,,IRRIGATION SYSTEMS,
SHEFFIELD CITY COUNCIL,PLACE,21302,PEACE GARDENS,6020,REPAIRS AND MTCE - PROGRAMMED,2015-08-17,59345,272.00,OCMIS LTD.,,IRRIGATION SYSTEMS,
SHEFFIELD CITY COUNCIL,PLACE,21310,SHEAF SQUARE/HOWARD ST,6020,REPAIRS AND MTCE - PROGRAMMED,2015-08-17,59343,272.00,OCMIS LTD.,,IRRIGATION SYSTEMS,
SHEFFIELD CITY COUNCIL,CYPF,90766,REIGNHEAD PMY  - HEATING,1161,NC&A MAIN CONTRACT,2015-08-17,CY04659/2,38800.00,KIER SERVICES MAINTENANCE EAST,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,PLACE,97418,PITCHED ROOFING & ROOFLINE,1161,NC&A MAIN CONTRACT,2015-08-17,SH04223D/5,191200.00,KIER SERVICES MAINTENANCE EAST,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,RESOURCES,14013,REGISTRY OFFICE,8440,FEE EXPENSES,2015-08-17,133,1101.25,OPULENT VENUE STYLING,,WEDDING SUPPLIES & SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-08-17,CTL6486,267.30,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,CYPF,34010,CHILDRENS HOSPITAL CONTROL A/C,9030,HEALTH,2015-08-17,2100167668,182826.00,SHEFFIELD CHILDRENS HOSPITAL NHS  TRUST,,HOSPITALS,
SHEFFIELD CITY COUNCIL,PLACE,21307,WINTER GARDEN,6030,REPAIRS AND MTCE - RESPONSIVE,2015-08-17,15C8025,261.00,CLEANQUEST,,WINDOW CLEANERS,
SHEFFIELD CITY COUNCIL,PLACE,22140,CAR PARKING MANAGEMENT,8540,SECURITY SERVICES,2015-08-17,R150731-40,3895.10,COBALT TELEPHONE TECHNOLOGIES LTD,,COMPUTER SYSTEMS & SOFTWARE (D,
SHEFFIELD CITY COUNCIL,PLACE,25051,PLAYGROUND MAINTENANCE & INSPE,8010,EQUIPMENT PURCHASE AND REPAIR,2015-08-17,20361,625.00,BROADFIELD MOWERS LTD,,LAWNMOWERS & GARDEN MACHINERY,
SHEFFIELD CITY COUNCIL,PLACE,97418,PITCHED ROOFING & ROOFLINE,1161,NC&A MAIN CONTRACT,2015-08-17,SH04223B/6,695300.00,KIER SERVICES MAINTENANCE EAST,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49370,ASSET MANAGEMENT TEAM,8440,FEE EXPENSES,2015-08-17,APEX201402,795.70,THE INNOVATION GROUP PLC,,COMPUTER SYSTEMS & SOFTWARE (D,
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2015-08-17,16055,268.00,TRADE PLUMBING DIRECT LIMITED,,PLUMBERS,
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2015-08-17,16053,268.00,TRADE PLUMBING DIRECT LIMITED,,PLUMBERS,
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2015-08-17,16052,268.00,TRADE PLUMBING DIRECT LIMITED,,PLUMBERS,
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2015-08-17,16051,268.00,TRADE PLUMBING DIRECT LIMITED,,PLUMBERS,
SHEFFIELD CITY COUNCIL,PLACE,21314,CCRAC RADIOS,8010,EQUIPMENT PURCHASE AND REPAIR,2015-08-17,200343,309.00,D C R S,,RADIO COMMUNICATION EQUIPMENT,
SHEFFIELD CITY COUNCIL,RESOURCES,18042,STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-08-17,3056821,349.75,SHEFFIELD NEWSPAPERS LTD,,NEWSPAPER & MAGAZINE PUBLISHER,
SHEFFIELD CITY COUNCIL,RESOURCES,18042,STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-08-17,3056812,291.46,SHEFFIELD NEWSPAPERS LTD,,NEWSPAPER & MAGAZINE PUBLISHER,
SHEFFIELD CITY COUNCIL,RESOURCES,18042,STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2015-08-17,3056853,495.48,SHEFFIELD NEWSPAPERS LTD,,NEWSPAPER & MAGAZINE PUBLISHER,
SHEFFIELD CITY COUNCIL,CYPF,38059,EY/MAST PREMISES,6280,HIRE OF PREMISES,2015-08-17,698,280.00,WHITE HOUSE SURGERY,,DOCTORS,
SHEFFIELD CITY COUNCIL,PLACE,21302,PEACE GARDENS,6020,REPAIRS AND MTCE - PROGRAMMED,2015-08-17,3097,1119.08,KINLOCH PAVING,,PAVING & DRIVEWAY CONTRACTORS,
SHEFFIELD CITY COUNCIL,PLACE,21309,BARKERS POOL,6020,REPAIRS AND MTCE - PROGRAMMED,2015-08-17,3099,538.64,KINLOCH PAVING,,PAVING & DRIVEWAY CONTRACTORS,
SHEFFIELD CITY COUNCIL,PLACE,21309,BARKERS POOL,6020,REPAIRS AND MTCE - PROGRAMMED,2015-08-17,3098,894.87,KINLOCH PAVING,,PAVING & DRIVEWAY CONTRACTORS,
SHEFFIELD CITY COUNCIL,PLACE,90202,RELOCATION PARKING SERV,1183,PURCHASE OF EQUIPMENT,2015-08-17,15377,7051.80,DIAMOND BUSINESS INTERIORS LTD,,OFFICE FURNITURE & EQUIPMENT,
SHEFFIELD CITY COUNCIL,PLACE,90202,RELOCATION PARKING SERV,1183,PURCHASE OF EQUIPMENT,2015-08-17,15378,4552.00,DIAMOND BUSINESS INTERIORS LTD,,OFFICE FURNITURE & EQUIPMENT,
SHEFFIELD CITY COUNCIL,PLACE,25092,PARKS OPS EAST & NORTH EAST,8060,MATERIALS AND SUPPLIES GENERAL,2015-08-17,CD970251682,432.00,SHERRIFF AMENITY,,TURFING CONTRACTORS & TURF SUP,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49028,SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-08-17,3124,277.48,EARL MARSHALL GUEST HOUSE LTD,,GUEST HOUSES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49028,SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-08-17,3131,279.99,EARL MARSHALL GUEST HOUSE LTD,,GUEST HOUSES,
SHEFFIELD CITY COUNCIL,RESOURCES,14013,REGISTRY OFFICE,7060,EXTERNAL VEHICLE HIRE,2015-08-17,7864,1094.60,SHEFFIELD CITY TAXIS LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,8490,OTHER PROFESSIONAL FEES,2015-08-17,1650,427.50,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,CYPF,35047,IS DEVELOPMENT - DE DEL,8620,COMPUTER & HARDWARE PURCHASES,2015-08-17,931196-016,40855.47,VIRGIN MEDIA PAYMENTS LIMITED,,TELECOMMUNICATION SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,17117,LEGAL COMMERCIAL,5610,AGENCY STAFF,2015-08-17,3080247,741.44,VENN GROUP,,EMPLOYMENT & RECRUITMENT AGENC,
SHEFFIELD CITY COUNCIL,RESOURCES,15139,TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2015-08-17,4811633,4648.00,CARLTON FUELS,,FUEL DEALERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49376,MAINTENANCE PARTNERSHIP,8470,LEGAL FEES,2015-08-17,212823,375.00,REDACTED PERSONAL DATA,,BARRISTERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,8470,LEGAL FEES,2015-08-17,126426,900.00,BRYAN MCGUIRE,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-08-17,936990,450.00,REDACTED PERSONAL DATA,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2015-08-17,1017,252.08,POLYPLAS ENGINEERING LTD,,PLASTIC PRODUCTS - MNFRS,
SHEFFIELD CITY COUNCIL,CYPF,32046,OUTDOOR EDUCATION,8270,SUBSCRIPTIONS,2015-08-17,1064,300.00,CINOLLA SOFTWARE LIMITED,,COMPUTER SYSTEMS & SOFTWARE (D,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49532,HOUSING SOLUTIONS ADMIN,8490,TRANSLATN/SIGN/INTERPRET FEES,2015-08-17,3638744,1310.36,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,RESOURCES,11043,CAPITA CONTROL A/C,9620,FINANCIAL PROCESSES,2015-08-17,6003135644,2299357.90,CAPITA BUSINESS SERVICES LTD,,BUSINESS INFORMATION SERVICES,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,5750,TRAINING EXPENDITURE,2015-08-17,212388,550.00,HI-POINT SCAFFOLDING LTD,,SCAFFOLDING ERECTORS & HIRERS,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-08-17,925667,1200.00,REDACTED PERSONAL DATA,,BARRISTERS,
SHEFFIELD CITY COUNCIL,PLACE,93889,BRT NORTH: LAND (WP14),1161,NC&A MAIN CONTRACT,2015-08-17,81766,2000.00,SMITH YOUNG PARTNERSHIP,,FACILITIES MANAGEMENT,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-08-17,23095773,366.77,SHERWOOD COMMERCIAL VEHICLES,,COMMERCIAL VEHICLE DEALERS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-08-17,10042,509.60,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-08-17,10273,1846.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-08-17,10274,375.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-08-17,10276,436.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-08-17,10275,397.00,ROBERTS MOTOR BODIES LIMITED,,CAR BODY REPAIRS,
SHEFFIELD CITY COUNCIL,RESOURCES,15206,PFI 3,6190,WATER SERVICES,2015-08-17,4690061830,1576.16,SEVERN TRENT WATER LTD,,WATER COMPANIES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,RESPITE,2015-08-17,J1245305 090815,642.90,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,RESPITE,2015-08-17,J1245306 090815,514.32,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,CYPF,39148,DIRECT PAYMENTS,9190,DIRECT PAYMENTS,2015-08-17,J1246809,983.65,REDACTED PERSONAL DATA,Social Community Care,CAREFIRST DIRECT PAYMENTS,
SHEFFIELD CITY COUNCIL,CYPF,39148,DIRECT PAYMENTS,9190,DIRECT PAYMENTS,2015-08-17,J1246809,647.04,REDACTED PERSONAL DATA,Social Community Care,CAREFIRST DIRECT PAYMENTS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9190,SUPPORT PLANNING COSTS,2015-08-17,J1246810,300.00,REDACTED PERSONAL DATA,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9230,CCSP TRANSPORT,2015-08-17,1000314B,26519.56,CAMBIAN LEARNING DISABILITIES,,DAY CENTRES,
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2015-08-17,4147,910.00,THE LEAVING CARE COMPANY,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2015-08-17,8696,2985.71,HUTTON CARE PARTNERSHIP LTD,,SHELTERED HOUSING,
SHEFFIELD CITY COUNCIL,CYPF,39147,PREVENTION & SUPPORT - CDT,9270,CARELEAVERS INDEPENDENT LIVING,2015-08-17,228272459,12932.03,R M S PAYROLL MANAGEMENT LTD,,PAYROLL SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,39213,EAST SA - CIN S17,9270,PAYMENTS TO RELATIVES/FRIENDS,2015-08-17,EAST/69,389.28,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39147,PREVENTION & SUPPORT - CDT,8490,TRANSLATN/SIGN/INTERPRET FEES,2015-08-17,1502,1415.30,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,CYPF,39213,EAST SA - CIN S17,8490,TRANSLATN/SIGN/INTERPRET FEES,2015-08-17,1502,592.50,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,CYPF,39109,JOINT INVESTIGATION TEAM,8490,TRANSLATN/SIGN/INTERPRET FEES,2015-08-17,1502,787.50,LANGUAGELINE SOLUTIONS,,TRANSLATORS & INTERPRETERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2015-08-17,J1246808 160815,325.17,WESTBOURNE HOUSE,,NURSING HOMES,
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2015-08-18,784,1150.80,THE HEALTH INSURANCE GROUP,,INSURANCE - HEALTH,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-18,ERS INVOICE124072,29990.00,WESTWOOD JOINERY & CONSTRUCTION LTD,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,PLACE,24161,LOCAL HOUSING COMPANY LGF,9120,OTHER AGENCIES,2015-08-18,ERS INVOICE124073,33000.00,REDACTED PERSONAL DATA,,HOUSE BUILDERS,
SHEFFIELD CITY COUNCIL,RESOURCES,1,SCC BALANCE SHEET,2070,TRUST FUNDS - DEL DEV,2015-08-18,ERS INVOICE124074,95510.36,STOCKSBRIDGE REGENERATION COMPANY LIMITE,,CONSTRUCTION MANAGEMENT,
SHEFFIELD CITY COUNCIL,RESOURCES,1,SCC BALANCE SHEET,2070,TRUST FUNDS - DEL DEV,2015-08-18,ERS INVOICE124075,38430.41,STOCKSBRIDGE REGENERATION COMPANY LIMITE,,CONSTRUCTION MANAGEMENT,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46125,OLDER PEOPLES MENTAL HEALTH,9160,PARTNERSHIP CONTRACTS,2015-08-18,ERS INVOICE124076,247254.00,SHEFFIELD HEALTH & SOCIAL CARE NHS,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49376,MAINTENANCE PARTNERSHIP,6060,DISCRETIONARY PAYMENTS,2015-08-18,ERS INVOICE124090,450.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39301,FOSTERING DEVELOPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2015-08-18,ERS INVOICE124094,700.91,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-08-18,ERS INVOICE124095,359.00,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2015-08-18,ERS INVOICE124096,478.00,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
