Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-06-21,601323024,972.44,162.08,810.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-21,601323033,1060.75,176.79,883.96,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-21,601323022,1364.37,227.39,1136.98,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-21,601323023,1478.06,246.34,1231.72,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-21,601323046,900.00,0.00,900.00,Hawthorn Hotel,People (Childrens) Service Group,Rents,
Salford City Council,2021-06-21,601323162,22008.00,0.00,22008.00,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,601323154,3750.00,0.00,3750.00,Howarth Housing Group,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-21,6003292976,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2021-06-21,601323146,4500.00,0.00,4500.00,Kickstart,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-06-21,601323144,5250.00,0.00,5250.00,Kickstart,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-06-21,601323145,5250.00,0.00,5250.00,Kickstart,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-06-21,601323060,6561.65,0.00,6561.65,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,601323047,6530.40,1088.40,5442.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,601323059,18902.60,0.00,18902.60,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,6003292975,799.96,0.00,799.96,Multi E-Commerce,People (Childrens) Service Group,Furniture,
Salford City Council,2021-06-21,1600668597,3465.00,0.00,3465.00,National Offender Management Service,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-21,1600668596,3780.00,0.00,3780.00,National Offender Management Service,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-21,1600668599,9450.00,0.00,9450.00,National Offender Management Service,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-21,601323168,18737.78,0.00,18737.78,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,601323153,61750.39,0.00,61750.39,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,1600668228,15805.20,2634.20,13171.00,Resolution Data Management Ltd,Place Directorate,IT  Licence Fee,
Salford City Council,2021-06-21,601323165,522.00,87.00,435.00,Rm Education Plc,People (Childrens) Service Group,IT  Licence Fee,
Salford City Council,2021-06-21,601323155,7084.69,1180.78,5903.91,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,601323058,636.00,0.00,636.00,T.V. Licensing,People (Childrens) Service Group,TV Licences,
Salford City Council,2021-06-21,1600654229,629.71,104.95,524.76,Tanks Direct Limited,Place Directorate,Equipment Purchase,
Salford City Council,2021-06-21,601323160,13327.07,0.00,13327.07,Travel By Myles,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323171,10854.96,1809.16,9045.80,Aba Travels Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323172,17331.14,2888.52,14442.62,Aba Travels Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323173,9310.00,0.00,9310.00,Abc Coach Hire Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323199,555.00,92.50,462.50,Addleshaw Goddard Llp,Service Reform (Corp Bus & Transform),Legal Fees,
Salford City Council,2021-06-22,601323200,2727.00,454.50,2272.50,Addleshaw Goddard Llp,Service Reform (Corp Bus & Transform),Legal Fees,
Salford City Council,2021-06-22,1600667740,8724.07,1454.01,7270.06,Aecom Infrastructure & Environment,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,1600668254,9463.55,0.00,9463.55,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-22,1600668573,7200.00,0.00,7200.00,Cambian Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323202,6742.50,0.00,6742.50,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-22,601323201,46069.00,0.00,46069.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-22,601323183,91740.00,0.00,91740.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-22,1600668608,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants,
Salford City Council,2021-06-22,601323376,2388.00,398.00,1990.00,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323326,5376.00,896.00,4480.00,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323327,5376.00,896.00,4480.00,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323321,7000.80,1166.80,5834.00,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323320,10201.37,1700.23,8501.14,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323322,32804.65,5467.44,27337.21,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323324,37779.22,6296.54,31482.68,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323177,700.08,116.68,583.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-22,601323207,3078.53,144.40,2934.13,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-22,1600668613,6320.16,1053.36,5266.80,General Utilities North West Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323176,35148.49,5858.08,29290.41,H59 Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323209,716.39,0.00,716.39,Hfl Building Solutions Limited,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323328,1967.00,0.00,1967.00,Latchford St James C Of E Primary,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-06-22,601323174,8621.50,0.00,8621.50,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323175,16380.85,0.00,16380.85,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323357,520.00,0.00,520.00,Mount Chapel Church,Service Reform (Corp Bus & Transform),Hire of Facilities,
Salford City Council,2021-06-22,1600668600,1575.00,0.00,1575.00,National Offender Management Service,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,1600668610,2880.00,480.00,2400.00,Paramount Care Solutions,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,1600668611,2880.00,480.00,2400.00,Paramount Care Solutions,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323216,1678.00,0.00,1678.00,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2021-06-22,601323192,525.00,0.00,525.00,Redacted Data,People (Childrens) Service Group,Class Supplies Capit,
Salford City Council,2021-06-22,601323170,7629.37,0.00,7629.37,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323213,716.39,0.00,716.39,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323214,941.16,0.00,941.16,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323210,1010.75,0.00,1010.75,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323211,1010.75,0.00,1010.75,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323212,1010.75,0.00,1010.75,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,1600668140,7729.84,1288.31,6441.53,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,1600666886,13241.15,2206.86,11034.29,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,1600668146,38590.45,0.00,38590.45,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,1600668143,213662.16,0.00,213662.16,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,1600668144,219615.49,0.00,219615.49,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323169,19707.75,0.00,19707.75,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-22,601323194,826.56,137.76,688.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2021-06-22,601323215,1010.75,0.00,1010.75,The Royal Horticultural Society,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-22,601323378,3730.00,0.00,3730.00,Veolia Es (Uk) Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-22,601323208,4300.12,699.91,3600.21,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-06-22,601323217,13526.60,2254.43,11272.17,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-06-23,601323451,575.00,0.00,575.00,Barlow White Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-23,1600668616,1738.03,289.67,1448.36,British Telecommunications Plc,People (Adults) - CHSC,Telephones & Fax,
Salford City Council,2021-06-23,1600668631,163200.00,27200.00,136000.00,Career Connect,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323404,749.00,0.00,749.00,Csin Cic,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323405,749.00,0.00,749.00,Csin Cic,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323407,1123.50,0.00,1123.50,Csin Cic,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323402,1872.50,0.00,1872.50,Csin Cic,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323403,1872.50,0.00,1872.50,Csin Cic,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323406,1872.50,0.00,1872.50,Csin Cic,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,1600668634,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants,
Salford City Council,2021-06-23,601323409,1407.60,234.60,1173.00,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,1600668622,720.38,120.06,600.32,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire,
Salford City Council,2021-06-23,601323412,506.99,84.50,422.49,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-23,601323561,673.34,112.22,561.12,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-23,601323415,1049.34,174.89,874.45,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-23,601323413,1086.37,181.06,905.31,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-23,601323416,1146.44,191.07,955.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-23,601323563,750.00,0.00,750.00,John Sisk & Son (Holdings) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323450,702.90,0.00,702.90,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-23,1600668632,3850.00,0.00,3850.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-23,1600668633,9462.00,1577.00,7885.00,Tchibo Coffee International Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant,
Salford City Council,2021-06-23,1600668635,9462.00,1577.00,7885.00,Tchibo Coffee International Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant,
Salford City Council,2021-06-23,1600668636,9462.00,1577.00,7885.00,Tchibo Coffee International Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant,
Salford City Council,2021-06-23,1600668637,9462.00,1577.00,7885.00,Tchibo Coffee International Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant,
Salford City Council,2021-06-23,601323389,564.00,0.00,564.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323394,611.00,0.00,611.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323400,658.00,0.00,658.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323395,1034.00,0.00,1034.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323399,1128.00,0.00,1128.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323401,1128.00,0.00,1128.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323390,1668.50,0.00,1668.50,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323393,1739.00,0.00,1739.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323454,3232.00,0.00,3232.00,The Court Service,Place Directorate,Debt Collection,
Salford City Council,2021-06-23,1600668618,2782.25,0.00,2782.25,Tree House Care Fostering Solutions,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323445,3043.60,490.49,2553.11,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-06-23,601323444,8620.51,1436.75,7183.76,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-06-23,601323442,14054.80,2342.47,11712.33,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-06-23,601323449,780.00,0.00,780.00,Westwood Smarties Pre-School Nurser,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-23,601323564,669.70,0.00,669.70,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-24,6003294869,588.00,98.00,490.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-06-24,6003294968,588.00,98.00,490.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-06-24,6003294981,624.00,104.00,520.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-06-24,6003294937,636.00,106.00,530.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-06-24,601323626,2667.00,0.00,2667.00,Adele Bags Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,601323631,2667.00,0.00,2667.00,Angel Shop Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,601323638,8000.00,0.00,8000.00,Ask Aesthetics Limited,Service Reform (Corp Bus & Transform),Grants,
