Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2014-04-17,6001537964,86978.41,0.00,86978.41,The Willows Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537967,6548.56,0.00,6548.56,Woodlands House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537969,785.40,0.00,785.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537970,21251.72,0.00,21251.72,Walkden Manor Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537971,526.32,0.00,526.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537972,18186.40,0.00,18186.40,Benstock Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537974,1820.00,0.00,1820.00,Mary & Joseph House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537976,16542.30,0.00,16542.30,Wentworth House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537977,939.20,0.00,939.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537978,1320.60,0.00,1320.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537979,57869.54,0.00,57869.54,Kenyon Lodge Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537982,27992.79,0.00,27992.79,Moston Grange Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001537984,3619.28,0.00,3619.28,Glendower Res Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537987,1725.52,0.00,1725.52,Brookfield Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537988,580.00,0.00,580.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537989,5732.72,0.00,5732.72,St James House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537991,1844.89,0.00,1844.89,Parklands Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001537992,667.36,0.00,667.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537993,15755.20,0.00,15755.20,Brookvale,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537994,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537995,1982.24,0.00,1982.24,Derby Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001537996,1139.84,0.00,1139.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537997,1403.60,0.00,1403.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001537998,13273.08,0.00,13273.08,Claremont Lodge Care Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538001,6940.50,0.00,6940.50,Cotebrook House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538003,1185.16,0.00,1185.16,Christmas Lodge Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538004,1071.04,0.00,1071.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538005,2426.28,0.00,2426.28,The David Lewis Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538006,535.92,0.00,535.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538007,2145.02,0.00,2145.02,Alfred House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538009,9960.60,0.00,9960.60,Highfield Park Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538010,2032.00,0.00,2032.00,Bryn Aber Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538013,8856.72,0.00,8856.72,Richmond Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538015,14824.68,0.00,14824.68,Farnworth Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538017,15137.45,0.00,15137.45,St Mary's Continuing Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538020,1759.78,0.00,1759.78,Israel Sieff Court Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538022,2589.08,0.00,2589.08,Henshaws Yorkshire,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538024,4356.76,0.00,4356.76,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538026,1768.68,0.00,1768.68,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538029,1441.77,0.00,1441.77,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538031,4258.72,0.00,4258.72,House Martins (Salford) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538032,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538033,4221.56,0.00,4221.56,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538034,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538035,5503.08,0.00,5503.08,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538036,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538038,31311.18,0.00,31311.18,Coveleaf Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538042,22838.90,0.00,22838.90,Coveleaf Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538043,941.84,0.00,941.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538045,28456.09,0.00,28456.09,Mns Care Plce,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538047,7737.40,0.00,7737.40,Sense Cas Finance Team,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538048,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538049,1906.92,0.00,1906.92,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538050,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538051,2680.00,0.00,2680.00,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538053,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538054,5126.80,0.00,5126.80,Wirral Autistic Society,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538056,4640.00,0.00,4640.00,Sign Health,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538057,519.48,0.00,519.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538058,6117.76,0.00,6117.76,Autism Initiatives,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538059,783.36,0.00,783.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538061,50405.29,0.00,50405.29,Beechfield Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538062,1071.84,0.00,1071.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538063,1297.44,0.00,1297.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538064,7613.34,0.00,7613.34,Fernica Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538067,3341.16,0.00,3341.16,Holt House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538068,620.04,0.00,620.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538069,3273.60,0.00,3273.60,Alexian Brothers Care Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538070,1296.08,0.00,1296.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538071,22672.13,0.00,22672.13,Broughton House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538073,5777.60,0.00,5777.60,Cairn House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538074,1168.64,0.00,1168.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538075,1713.64,0.00,1713.64,3 Edgar Street,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538076,515.12,0.00,515.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538078,3500.00,0.00,3500.00,Healycare,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538079,517.44,0.00,517.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538080,1604.76,0.00,1604.76,Haylands,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538083,3028.50,0.00,3028.50,Le Moors,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538085,10979.00,0.00,10979.00,Pendleton Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538086,2929.26,0.00,2929.26,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538087,3805.89,0.00,3805.89,Southfield Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538088,906.88,0.00,906.88,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538089,1640.16,0.00,1640.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538090,5998.25,0.00,5998.25,Fairwinds,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538093,1540.00,0.00,1540.00,Trinity Merchants Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538095,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538096,1845.00,0.00,1845.00,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538098,1642.48,0.00,1642.48,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538100,4950.28,0.00,4950.28,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538104,600.04,0.00,600.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538105,99655.12,0.00,99655.12,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538107,5600.00,0.00,5600.00,Voyage Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538109,1625.80,0.00,1625.80,Eagle Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538110,1687.26,0.00,1687.26,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538113,1545.00,0.00,1545.00,Jewelglen Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538116,639.52,0.00,639.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538117,572.88,0.00,572.88,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538118,5718.04,0.00,5718.04,Doves Nest Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538120,1380.96,0.00,1380.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538121,2115.22,0.00,2115.22,Leyton Healthcare (No2) Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538123,1650.00,0.00,1650.00,Ashgrove House Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538126,1536.00,0.00,1536.00,Cale Green Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538129,5549.58,0.00,5549.58,Deepdene Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538131,2980.00,0.00,2980.00,Deepdene Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538133,10078.04,0.00,10078.04,Progress Adult Services Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538134,1070.12,0.00,1070.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538136,5502.40,0.00,5502.40,Beechill Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538137,747.52,0.00,747.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538138,6802.85,0.00,6802.85,St George's Care Centre,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-04-17,6001538139,567.16,0.00,567.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538140,1596.00,0.00,1596.00,Redacted Data,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-17,6001538141,739.20,0.00,739.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-04-17,6001538142,5982.10,0.00,5982.10,Park View,"Community, Health & Social Care",Resid Care Home
