Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-05-19,601320436,1953.90,0.00,1953.90,Hello Kiddies Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600664474,81630.00,13605.00,68025.00,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2021-05-19,1600666635,148500.00,24750.00,123750.00,Ict Revolutions Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Soft
Salford City Council,2021-05-19,601320546,1953.90,0.00,1953.90,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320713,2777.77,0.00,2777.77,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320612,2777.77,0.00,2777.77,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320462,2930.85,0.00,2930.85,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320621,15165.15,0.00,15165.15,Kerem Shloime Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320467,2442.37,0.00,2442.37,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320622,5896.80,0.00,5896.80,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320469,1709.66,0.00,1709.66,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320470,5373.22,0.00,5373.22,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320471,5598.67,0.00,5598.67,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320472,9769.50,0.00,9769.50,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320625,11620.05,0.00,11620.05,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320626,20217.60,0.00,20217.60,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320628,21418.02,0.00,21418.02,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320627,23376.60,0.00,23376.60,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320715,813.45,0.00,813.45,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320474,3907.80,0.00,3907.80,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320630,4633.20,0.00,4633.20,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320478,1991.47,0.00,1991.47,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320634,10344.26,0.00,10344.26,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320388,750.00,0.00,750.00,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-19,601320479,2564.49,0.00,2564.49,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320635,6645.60,0.00,6645.60,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320475,1221.19,0.00,1221.19,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320631,8023.27,0.00,8023.27,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320476,2686.61,0.00,2686.61,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320632,5265.00,0.00,5265.00,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320387,585.00,0.00,585.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-19,601320477,3052.97,0.00,3052.97,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320633,15373.80,0.00,15373.80,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320428,976.95,0.00,976.95,Kinderland,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320739,684.00,0.00,684.00,Kvn Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-19,601320738,689.60,0.00,689.60,Kvn Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-19,601320737,896.50,0.00,896.50,Kvn Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-19,601320482,7082.89,0.00,7082.89,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320639,20007.00,0.00,20007.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320527,1465.42,0.00,1465.42,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320691,7818.04,0.00,7818.04,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320429,2686.61,0.00,2686.61,Little Blessings Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320487,1465.42,0.00,1465.42,Little Explorers,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320645,3055.55,0.00,3055.55,Little Explorers,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320486,2930.85,0.00,2930.85,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320644,4761.90,0.00,4761.90,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320485,3419.32,0.00,3419.32,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320643,6949.80,0.00,6949.80,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320488,732.71,0.00,732.71,Little Footprints Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320489,1709.66,0.00,1709.66,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320647,10515.86,0.00,10515.86,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320648,1190.47,0.00,1190.47,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320490,1465.42,0.00,1465.42,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320491,2930.85,0.00,2930.85,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320649,5555.55,0.00,5555.55,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320492,4152.04,0.00,4152.04,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320650,4212.00,0.00,4212.00,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320493,732.71,0.00,732.71,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320651,2954.25,0.00,2954.25,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320495,976.95,0.00,976.95,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320654,2515.99,0.00,2515.99,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320497,1953.90,0.00,1953.90,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320655,14744.92,0.00,14744.92,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320501,1465.42,0.00,1465.42,Merlin Childcare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320660,5357.14,0.00,5357.14,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320502,7327.12,0.00,7327.12,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320362,508.80,84.80,424.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-19,601320665,1388.89,0.00,1388.89,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320507,2198.14,0.00,2198.14,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320506,3175.09,0.00,3175.09,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320664,3690.47,0.00,3690.47,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320508,976.95,0.00,976.95,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320666,15021.82,0.00,15021.82,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320379,17307.84,2884.64,14423.20,No Isolation Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2021-05-19,601320473,2442.37,0.00,2442.37,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320629,11629.80,0.00,11629.80,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666954,3092.00,0.00,3092.00,Ofsted,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-19,601320679,590.85,0.00,590.85,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320518,976.95,0.00,976.95,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320672,2736.82,0.00,2736.82,Oyy Lubavitch Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320515,1221.19,0.00,1221.19,Peek A Blue,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320677,5191.87,0.00,5191.87,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320516,8304.07,0.00,8304.07,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666964,19194.33,0.00,19194.33,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-05-19,1600666963,20850.00,0.00,20850.00,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-05-19,1600666965,22916.00,0.00,22916.00,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-05-19,1600666966,26492.00,0.00,26492.00,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-05-19,601320519,3175.09,0.00,3175.09,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320680,6150.79,0.00,6150.79,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320367,1540.00,0.00,1540.00,Redacted Data,People (Adults) - CHSC,Other Prof Fees
Salford City Council,2021-05-19,601320378,2420.00,0.00,2420.00,Redacted Data,People (Adults) - CHSC,Other Prof Fees
Salford City Council,2021-05-19,601320617,595.24,0.00,595.24,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320684,625.56,0.00,625.56,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320447,732.71,0.00,732.71,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320456,732.71,0.00,732.71,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320598,770.25,0.00,770.25,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320613,771.26,0.00,771.26,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320560,774.15,0.00,774.15,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320610,774.15,0.00,774.15,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320615,781.95,0.00,781.95,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320557,793.65,0.00,793.65,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320581,793.65,0.00,793.65,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320657,793.65,0.00,793.65,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320678,793.65,0.00,793.65,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320585,962.81,0.00,962.81,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320464,1953.90,0.00,1953.90,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320669,2936.88,0.00,2936.88,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320703,16170.96,0.00,16170.96,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320521,732.71,0.00,732.71,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320682,5952.37,0.00,5952.37,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666931,1375.33,229.22,1146.11,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-05-19,1600666930,3101.40,516.90,2584.50,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-05-19,1600666942,936.43,156.07,780.36,Schofield & Sons Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-05-19,1600666948,506.16,84.36,421.80,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-05-19,1600666943,1522.40,253.73,1268.67,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2021-05-19,1600666946,764.63,127.44,637.19,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
