Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"3,453.40",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"2,282.40",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,800,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,710,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,770,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,760,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,760,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,630,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,740,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,740,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,740,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,880,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,760,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,780,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & P TRAVEL,790,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,JEFF ANDERSON COACHES LIMITED,"1,671.48",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,JEFF ANDERSON COACHES LIMITED,"1,485.76",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,JOHN MEYNELL FUNERAL SERVICE,"1,025.15",Contract Funerals
July 2010-September 2010,Community Services,Environmental Services,JOHN MEYNELL FUNERAL SERVICE,"1,064.79",Contract Funerals
July 2010-September 2010,Community Services,Environmental Services,JOHN MEYNELL FUNERAL SERVICE,"1,117.50",Contract Funerals
July 2010-September 2010,Community Services,Environmental Services,JONTEK LTD,"18,090.00",EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,L & G PLANT HIRE & SALES LTD,"3,460.00",Routine Maintenance
July 2010-September 2010,Community Services,Environmental Services,L & G PLANT HIRE & SALES LTD,"2,076.00",Routine Maintenance
July 2010-September 2010,Community Services,Environmental Services,L & G PLANT HIRE & SALES LTD,"1,384.00",Routine Maintenance
July 2010-September 2010,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,"8,763.72",Routine Maintenance
July 2010-September 2010,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,750,Routine Maintenance
July 2010-September 2010,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,"3,203.25",Routine Maintenance
July 2010-September 2010,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,"1,775.93",Routine Maintenance
July 2010-September 2010,Community Services,Environmental Services,LANDSCAPE SOLUTIONS,"8,613.00",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,"1,320.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,"1,320.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,"1,320.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,"1,320.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,LLOYDS REGISTER QUALITY ASSURANCE LTD,"2,241.60",Other Supplies & Services
July 2010-September 2010,Community Services,Environmental Services,LOMBARD BUSINESS FINANCE,"4,727.19",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,630,EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,707.25,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,"1,231.69",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,548.2,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,LONDONDERRY GARAGE LTD,729.87,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,MI SUPPLIES,"1,256.87",Protective Clothing
July 2010-September 2010,Community Services,Environmental Services,MR ROGER QUICKFALL,650,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,660,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,660,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,511.72,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NOBLE VECHILE HIRE LIMITED,660,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,NORTH EAST TRUCK & VAN LTD,"1,414.02",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,NORTHERN MUNICIPAL SPARES (parts supply),656.8,OTHER CONSUMABLES
July 2010-September 2010,Community Services,Environmental Services,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,"1,445.07",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,928.1,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,OVERLANDER MINI COACHES,"1,423.44",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,OVERLANDER MINI COACHES,"1,252.08",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,OVERLANDER MINI COACHES,"1,112.96",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,PALM RECYCLING LIMITED,616.95,EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,PALM RECYCLING LIMITED,605.05,EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,PALM RECYCLING LIMITED,578.69,EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,PATTISON COACH HIRE,690,Taxis
July 2010-September 2010,Community Services,Environmental Services,PATTISON COACH HIRE,600,Taxis
July 2010-September 2010,Community Services,Environmental Services,PBCONTRACTORS LIMITED,"6,500.00",STD CLEANING CONTRACT
July 2010-September 2010,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,"2,962.77",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,"20,269.24",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,"23,088.01",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,"21,091.40",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,"20,140.94",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,POST OFFICE  LTD,"4,200.00",LICENCES
July 2010-September 2010,Community Services,Environmental Services,POST OFFICE  LTD,"4,395.00",LICENCES
July 2010-September 2010,Community Services,Environmental Services,POST OFFICE  LTD,730,LICENCES
July 2010-September 2010,Community Services,Environmental Services,PREMIER TRAFFIC MANAGEMENT,"11,520.00",Traffic Management
July 2010-September 2010,Community Services,Environmental Services,PROCTERS OF BEDALE,"1,783.80",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,PROCTERS OF BEDALE,"1,684.70",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,RAMSAY PROJECT MANAGEMENT,"2,785.60",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Environmental Services,RAMSAY PROJECT MANAGEMENT,911.6,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Environmental Services,RAMSAY PROJECT MANAGEMENT,"4,452.80",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"5,864.31",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"5,729.13",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"5,311.86",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,591.47,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"7,707.54",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"5,966.13",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"6,633.42",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"8,576.07",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"6,665.45",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"6,003.49",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"5,976.56",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"5,500.11",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"6,552.67",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,RMS RECRUITMENT,"10,231.29",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,S & I STRUCTURES,"5,215.82",EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,S & R CARS LTD,"1,152.00",Taxis
July 2010-September 2010,Community Services,Environmental Services,S & R CARS LTD,540,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,S & R CARS LTD,"1,946.16",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,S & R CARS LTD,"1,088.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,S & R CARS LTD,"2,002.37",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,S & R CARS LTD,"1,001.19",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,SCARLET BAND MOTORS SERVICES,"8,180.28",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,SCARLET BAND MOTORS SERVICES,"7,271.36",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"280,896.04",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"1,900.00",STD CLEANING CONTRACT
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"244,828.54",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"1,416.80",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"1,004.66",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,926.68,Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"21,190.51",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"18,415.30",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"22,109.80",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"20,888.99",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"20,771.74",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"269,090.76",Waste Management
July 2010-September 2010,Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"253,787.18",Waste Management
July 2010-September 2010,Community Services,Environmental Services,T C HARRISON JCB,530.01,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,T C HARRISON JCB,638,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,TAYLOR'S TAXIS,768,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,TAYLOR'S TAXIS,864,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,THE BREAD & BUTTER THEATRE COMPANY,650,MARKETING & ADVERTISING
July 2010-September 2010,Community Services,Environmental Services,THE PHOENIX PARTNERSHIP,952.4,EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,THE PHOENIX PARTNERSHIP,"13,950.00",PROVISIONS
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,423.40",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,182.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,928.72,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,576,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,350.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,950.4,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,560,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,215.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,672,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,123.20",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,691.2,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,057.20",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,346.40",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"2,131.20",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,729.80",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"2,281.60",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,858,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,880.66,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,537.60",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,728,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,614.4,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,576,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,440.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,998.4,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,UNITED TAXIS LTD,"1,200.00",CONTRACT HIRE
