Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787148,1,1342.20,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764436,1,1524.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781416,1,748.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757645,1,986.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803073,1,1051.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817862,1,117855.26,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787155,1,135438.01,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781477,1,171069.42,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787158,1,179317.60,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781476,1,17515.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803076,1,17775.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757638,1,24270.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817919,1,725.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787168,1,4885.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817849,1,4989.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764363,1,7095.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764459,1,513.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764465,1,533.60,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764480,1,533.60,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764466,1,595.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764462,1,595.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787167,1,1762.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817850,1,1897.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764481,1,2560.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ACCESS HIRE NATIONWIDE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-08,22797615,1,1140.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ACCESS HIRE NATIONWIDE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-08,22776156,1,1200.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ACCESS HIRE NATIONWIDE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22752537,1,1320.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,AMVALE LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-20,22757607,2,720.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Coach Hire,19610,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,AMVALE LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22780325,1,1152.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Coach Hire,19610,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARNOLD PLANT HIRE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-24,22806878,1,1890.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARNOLD PLANT HIRE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-08,22776190,1,1980.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARNOLD PLANT HIRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-20,22757615,1,1980.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22815808,1,560.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22778154,1,560.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22755816,1,660.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-08,22798450,1,680.40,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22755965,1,756.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-08,22798502,1,756.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-13,22778590,1,756.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-08,22798496,1,756.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-08,22798491,1,784.70,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,ARROW COMMERCIAL CENTRE T/A ARROW SELF DRIVE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22755831,1,945.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,BEDFORD HOUSE ESTATES (FEATHERSTONE) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22799410,1,1166.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,BEDFORD HOUSE ESTATES (FEATHERSTONE) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-16,22799408,1,3396.75,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,BEDFORD HOUSE ESTATES (FEATHERSTONE) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-03,22781065,1,3489.75,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,BEDFORD HOUSE ESTATES (FEATHERSTONE) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-01,22795794,1,3669.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,BEDFORD HOUSE ESTATES (FEATHERSTONE) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-03,22781064,1,8213.50,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,BEDFORD HOUSE ESTATES (FEATHERSTONE) LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-01,22795797,1,9306.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,CARDLEY LIMITED T/A CARDLEY-BINGHAM,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22755304,1,5160.00,Nil,Hired Vehicles,Revenue,Property & Asset Management,CAT01,Building Services - Misc,SUBCAT0115,Tool & Equipment Hire,78800,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,COLLETT TRANSPORT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-06-10,22800837,1,680.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,COLLETT TRANSPORT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22783839,1,850.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,COLLETT TRANSPORT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22783269,1,874.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,COLLETT TRANSPORT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-06-10,22800835,1,1870.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,COLLETT TRANSPORT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22783803,1,1870.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Net (Surplus) / Deficit of Trading Operations,A,COLLETT TRANSPORT SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-04-20,22757621,1,2574.00,Nil,Hired Vehicles,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
