Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Insurance Claims,248,12-Aug-11,1108-06634,"2,490.00",R,Pedmore Legal
Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Insurance Claims,248,24-Aug-11,1108-06635,"1,975.00",R,Pedmore Legal
Leeds City Council,City Development,Highways,Premises,Maintenance Of Traffic Signals,108,01-Aug-11,1108-06636,"6,231.40",R,Peek Traffic Ltd
Leeds City Council,City Development,Highways,Capital,Construction,3,12-Aug-11,1108-06637,"2,945.96",C,Peek Traffic Ltd
Leeds City Council,City Development,Highways,Capital,Construction,3,24-Aug-11,1108-06638,"8,877.71",C,Peek Traffic Ltd
Leeds City Council,City Development,Highways,Premises,Maintenance Of Traffic Signals,108,24-Aug-11,1108-06639,"13,751.21",R,Peek Traffic Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Vehicle Spares,345,17-Aug-11,1108-06640,940.17,R,Pelican Engineering Co (Sales) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-06641,"1,018.00",R,Pennine Care Services
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-06642,"1,018.00",R,Pennine Care Services
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,03-Aug-11,1108-06643,"24,106.19",R,Pennington Court Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-06644,"25,157.76",R,Pennington Court Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,31-Aug-11,1108-06645,"43,103.34",R,Pennington Court Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-06646,"14,527.99",R,Pennington Court Nursing Home
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06647,798.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06648,"1,489.60",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06649,"1,208.50",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06650,"1,330.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06651,684.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06652,"1,140.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06653,"1,330.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06654,"1,152.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06655,550.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06656,"1,320.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06657,441.70,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06658,725.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06659,570.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06660,840.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06661,525.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06662,780.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02-Aug-11,1108-06663,480.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,09-Aug-11,1108-06664,990.00,R,Pennock Ivory Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Transport,Private Hire,360,16-Aug-11,1108-06665,857.10,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06666,772.40,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06667,600.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06668,575.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06669,510.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06670,840.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06671,465.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06672,775.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06673,500.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06674,496.80,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06675,"1,260.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06676,546.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06677,"1,574.40",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06678,862.50,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06679,"1,120.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06680,576.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06681,960.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06682,"1,085.00",R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06683,960.00,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-06684,537.60,R,Pennock Ivory Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transport,Private Hire,360,18-Aug-11,1108-06685,462.40,R,Pennock Ivory Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Private Hire,360,19-Aug-11,1108-06686,575.00,R,Pennock Ivory Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,22-Aug-11,1108-06687,871.50,R,Pennock Ivory Ltd
Leeds City Council,Central & Corporate Functions,Revenues,Transport,Public Transport Expenses,310,23-Aug-11,1108-06688,434.20,R,Pennock Ivory Ltd
Leeds City Council,Adult Social Care,Home Care Services,Transport,Private Hire,360,24-Aug-11,1108-06689,434.70,R,Pennock Ivory Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Private Hire,360,24-Aug-11,1108-06690,763.50,R,Pennock Ivory Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,04-Aug-11,1108-06691,"2,275.20",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Aug-11,1108-06692,"1,439.96",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Aug-11,1108-06693,"1,414.89",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Aug-11,1108-06694,"2,104.56",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Aug-11,1108-06695,519.03,R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Aug-11,1108-06696,"1,453.32",R,People In Action (Leeds)
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Services Rendered By Other Organisations,511,12-Aug-11,1108-06697,"2,420.02",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,12-Aug-11,1108-06698,"25,159.53",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,15-Aug-11,1108-06699,"2,435.76",R,People In Action (Leeds)
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Services Rendered By Voluntary Sector,505,17-Aug-11,1108-06700,"6,631.25",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Aug-11,1108-06701,"1,799.95",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Aug-11,1108-06702,"1,130.49",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Aug-11,1108-06703,"2,012.13",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Aug-11,1108-06704,"1,453.32",R,People In Action (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,01-Aug-11,1108-06705,"17,844.46",R,People Matters (Leeds) Ltd
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Licences,266,15-Aug-11,1108-06706,"3,661.12",R,Performing Right Society Limited
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Licences,266,15-Aug-11,1108-06707,"2,911.74",R,Performing Right Society Limited
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Licences,266,16-Aug-11,1108-06708,"1,019.60",R,Performing Right Society Limited
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Licences,266,16-Aug-11,1108-06709,"1,068.44",R,Performing Right Society Limited
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Licences,266,25-Aug-11,1108-06710,"2,450.67",R,Performing Right Society Limited
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Licences,266,30-Aug-11,1108-06711,"1,058.44",R,Performing Right Society Limited
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,17-Aug-11,1108-06712,"2,500.00",R,Perspective
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,01-Aug-11,1108-06713,"30,485.56",R,Peter Duffy Ltd
Leeds City Council,City Development,Highways,Capital,Construction,3,01-Aug-11,1108-06714,"31,000.00",C,Peter Duffy Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,10-Aug-11,1108-06715,"27,015.12",R,Peter Duffy Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,16-Aug-11,1108-06716,"1,140.00",R,Peter Duffy Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,16-Aug-11,1108-06717,"1,425.00",R,Peter Duffy Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,16-Aug-11,1108-06718,"2,565.00",R,Peter Duffy Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,16-Aug-11,1108-06719,570.00,R,Peter Duffy Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,16-Aug-11,1108-06720,"2,850.00",R,Peter Duffy Ltd
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Operational Furniture And Equipment,203,18-Aug-11,1108-06721,"6,000.00",R,Peter Ridley Waste Systems
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,26-Aug-11,1108-06722,"14,966.60",R,Phil Booth
