Ã¯»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-06-16,601278899,721.01,0.00,721.01,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279064,1143.68,0.00,1143.68,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279159,10000.00,0.00,10000.00,Overhead Line Solutions Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279055,1696.45,0.00,1696.45,Oyy Lubavitch Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278804,1480.00,0.00,1480.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-06-16,601278894,1682.36,0.00,1682.36,Peek A Blue,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279061,887.22,0.00,887.22,Playkidds Wrap Around School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278896,5047.09,0.00,5047.09,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279062,5980.16,0.00,5980.16,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,1600649212,1240.80,206.80,1034.00,Ptsg,Place Directorate,Equipment Repair
Salford City Council,2020-06-16,601278900,2643.71,0.00,2643.71,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279065,6255.60,0.00,6255.60,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279096,582.08,0.00,582.08,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278955,586.46,0.00,586.46,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278977,586.46,0.00,586.46,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278995,586.46,0.00,586.46,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279025,586.46,0.00,586.46,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279054,586.46,0.00,586.46,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279059,586.46,0.00,586.46,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278970,607.95,0.00,607.95,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279068,616.20,0.00,616.20,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278988,698.91,0.00,698.91,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278828,721.01,0.00,721.01,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278837,721.01,0.00,721.01,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278891,721.01,0.00,721.01,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279004,744.58,0.00,744.58,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279000,770.25,0.00,770.25,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278935,776.10,0.00,776.10,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278999,781.95,0.00,781.95,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279089,781.95,0.00,781.95,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279058,794.48,0.00,794.48,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278967,873.11,0.00,873.11,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278937,912.28,0.00,912.28,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278966,977.44,0.00,977.44,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279167,1000.00,0.00,1000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279041,1172.93,0.00,1172.93,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,1600649274,1349.00,224.83,1124.17,Redacted Data,Place Directorate,Equipment Purchase
Salford City Council,2020-06-16,601279001,1368.41,0.00,1368.41,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278928,1442.03,0.00,1442.03,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279052,1661.40,0.00,1661.40,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278987,1733.06,0.00,1733.06,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279164,4500.00,0.00,4500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279182,5500.00,0.00,5500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279184,6000.00,0.00,6000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279172,6500.00,0.00,6500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279130,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279136,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279137,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279138,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279139,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279153,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279158,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279160,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279168,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279086,13398.32,0.00,13398.32,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278901,721.01,0.00,721.01,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279067,7037.55,0.00,7037.55,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279148,10000.00,0.00,10000.00,Roscoe Roofibg Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279100,1377.40,229.57,1147.83,Rothwell Robinson Ltd,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2020-06-16,601279099,2854.13,475.69,2378.44,Rothwell Robinson Ltd,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2020-06-16,601279147,10000.00,0.00,10000.00,Ruvix Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279173,4000.00,0.00,4000.00,Sablite (Mcr) Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,1600649235,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-16,601279140,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279141,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279142,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279144,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279145,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279146,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279149,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279150,10000.00,0.00,10000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279152,25000.00,0.00,25000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279157,25000.00,0.00,25000.00,Salford Women'S Aid,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279071,977.44,0.00,977.44,Schools Out North West Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278904,2403.38,0.00,2403.38,Schools Out North West Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279180,6000.00,0.00,6000.00,Screenboo Productions Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279162,10000.00,0.00,10000.00,Shift F5 Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601278850,721.02,0.00,721.02,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279008,4222.73,0.00,4222.73,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279009,11684.40,0.00,11684.40,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,6003060338,711.76,0.00,711.76,Sportsdirect.Com,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-06-16,601278903,961.35,0.00,961.35,St Ambrose Young Families,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279070,1368.41,0.00,1368.41,St Ambrose Young Families,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278933,6230.25,0.00,6230.25,St Augustine'S C Of E Primary Schoo,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278906,721.01,0.00,721.01,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279072,5950.10,0.00,5950.10,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278934,5860.22,0.00,5860.22,St Pauls Ce Primary School (Cross L,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279073,2834.57,0.00,2834.57,St Pauls Peel Playgroup Fund,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279174,10000.00,0.00,10000.00,Statman Dave Productions Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,6003060350,830.00,0.00,830.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-16,6003060325,1070.00,0.00,1070.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-16,6003060355,1275.80,0.00,1275.80,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-16,6003060332,1303.80,0.00,1303.80,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-16,6003060357,1380.00,0.00,1380.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-16,6003060329,1390.00,0.00,1390.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-16,6003060344,1485.00,0.00,1485.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-16,601279154,10000.00,0.00,10000.00,Swinton Engineering Supplies Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279075,6696.30,0.00,6696.30,Sylvan House Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278839,5768.10,0.00,5768.10,T/A Holly House Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278989,12526.27,0.00,12526.27,T/A Holly House Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278991,11563.89,0.00,11563.89,T/A Holyrood Day Nursery - Hope,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278840,2643.71,0.00,2643.71,T/A Holyrood Day Nursery - Media Ci,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278990,13488.64,0.00,13488.64,T/A Holyrood Day Nursery - Media Ci,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278842,3028.25,0.00,3028.25,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278992,11624.99,0.00,11624.99,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278843,3364.73,0.00,3364.73,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278993,13684.13,0.00,13684.13,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278932,6853.28,0.00,6853.28,T/A Marlborough Road Academy,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279133,10000.00,0.00,10000.00,T/A New Style Barbers,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279156,10000.00,0.00,10000.00,T/A R&M Chartered Accountants,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601278806,28715.70,0.00,28715.70,Talmud Torah Chinuch N'Orim,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,1600648894,10800.00,1800.00,9000.00,Tameside Mbc,Place Directorate,Other Prof Fees
Salford City Council,2020-06-16,601278913,961.35,0.00,961.35,Tashbar Academy Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279076,1925.63,0.00,1925.63,Tashbar Academy Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279077,20967.38,0.00,20967.38,Tashbar Academy Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601278791,720.00,120.00,600.00,Teacher Active Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-16,601278878,1201.69,0.00,1201.69,The Dollhouse,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279163,5000.00,0.00,5000.00,The Flux Club Cic,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279134,25000.00,0.00,25000.00,The Hamilton Davies Trust,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601279176,3000.00,0.00,3000.00,The Kitchen Spot,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-16,601278914,2403.38,0.00,2403.38,The Manse Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,601279079,5044.65,0.00,5044.65,The Manse Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-16,1600649278,609.60,101.60,508.00,The Mazwell Group Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2020-06-16,1600649277,5727.12,954.52,4772.60,The Mazwell Group Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2020-06-16,601279082,8386.95,0.00,8386.95,The New Girls School,People (Childrens) Service Group,Pmnts Privt Provider
