Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-06-18,601118224,15626.77,0.00,15626.77,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2014-06-18,601118231,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-06-18,601118221,3609.39,0.00,3609.39,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-06-18,601118338,515.87,81.37,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-06-18,601118339,529.27,84.77,444.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-06-18,601118203,10000.00,0.00,10000.00,Mishantha Lochana Liyanage,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-18,601118204,3250.00,0.00,3250.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-18,eevldfjtv,1246.88,207.81,1039.07,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-18,snmbdhput,3963.45,660.58,3302.87,Wilds Of Oldham,Environment and Community Safety,Bar Stocks for Resale
Salford City Council,2014-06-18,pjbhlrrem,8838.62,1473.10,7365.52,Wilds Of Oldham,Environment and Community Safety,Bar Stocks for Resale
Salford City Council,2014-06-18,vdtqkcdpg,540.00,0.00,540.00,Www.Payatrader.Com,Sustainable Regeneration,Stores Purchases
Salford City Council,2014-06-18,epgoesbrm,594.00,99.00,495.00,Www.Payatrader.Com,Sustainable Regeneration,Stores Purchases
Salford City Council,2014-06-19,1600506779,585.91,97.66,488.25,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-19,1600508659,932.65,155.44,777.21,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-19,1600506413,619.78,103.30,516.48,Berkeley Scott Ltd,Children's Services,Agency Fees
Salford City Council,2014-06-19,601118372,814.80,135.80,679.00,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-06-19,601118368,981.18,163.53,817.65,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-06-19,1600498661,1061.27,176.88,884.39,Facultatieve Technologies Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-06-19,1600500928,1971.36,328.56,1642.80,Facultatieve Technologies Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-06-19,1600508323,5490.00,915.00,4575.00,Pp O'Connor Ltd,Sustainable Regeneration,Rechargeable R & Mnt
Salford City Council,2014-06-19,1600507690,1194.00,199.00,995.00,Cia 2000 Ltd,Children's Services,UV Light/Fire
Salford City Council,2014-06-19,601118429,686.34,0.00,686.34,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2014-06-19,1600507729,568.03,94.67,473.36,Rigby Taylor Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-06-19,1600506385,761.80,126.90,634.90,Swift (Nw) Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-06-19,1600507113,507.55,84.59,422.96,Express Matting Services Ltd,Children's Services,Class Supplies Capit
Salford City Council,2014-06-19,601118383,2364.31,0.00,2364.31,Albion Cooked Meats Limited,Environment and Community Safety,Provisions
Salford City Council,2014-06-19,1600506525,663.99,110.66,553.33,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-19,1600506691,531.84,88.64,443.20,Sarabec Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-19,1600496586,1200.00,200.00,1000.00,Iccm National Office,Environment and Community Safety,Consult/Contractors
Salford City Council,2014-06-19,1600500966,1200.00,200.00,1000.00,Iccm National Office,Environment and Community Safety,Consult/Contractors
Salford City Council,2014-06-19,601118412,764.40,127.40,637.00,Language Empire Limited,"Community, Health & Social Care",Interpreter/translat
Salford City Council,2014-06-19,601118410,1042.20,173.70,868.50,Language Empire Limited,"Community, Health & Social Care",Interpreter/translat
Salford City Council,2014-06-19,1600508889,743.52,123.92,619.60,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2014-06-19,1600508890,823.19,137.20,685.99,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2014-06-19,1600508891,823.19,137.20,685.99,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2014-06-19,601117551,598.80,99.80,499.00,Securitas Security Services,Children's Services,Security Services
Salford City Council,2014-06-19,1600499484,556.80,92.80,464.00,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2014-06-19,1600498687,1350.00,225.00,1125.00,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2014-06-19,1600502504,1354.80,225.80,1129.00,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2014-06-19,1600499483,1357.20,226.20,1131.00,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2014-06-19,601118409,7043.92,1173.99,5869.93,Virgin Media Business,Customer and Support Services,Telephones & Fax
Salford City Council,2014-06-19,601117028,3254.58,0.00,3254.58,Cleapss,Children's Services,Subscriptions
Salford City Council,2014-06-19,601118427,1560.00,0.00,1560.00,Lancashire County Council,Children's Services,Training of Others
Salford City Council,2014-06-19,1600506924,6925.00,0.00,6925.00,Greater Manchester West,Environment and Community Safety,Payts to Agencies
Salford City Council,2014-06-19,1600506592,178395.33,0.00,178395.33,Greater Manchester West,Environment and Community Safety,Payts to Agencies
Salford City Council,2014-06-19,1600506602,4632.50,0.00,4632.50,Swinton & Worsley Mencap,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-19,6001574318,2121.81,0.00,2121.81,Redacted Data,Children's Services,Fst Care Hol Allow
Salford City Council,2014-06-19,6001574197,550.60,0.00,550.60,Redacted Data,Children's Services,Cont Care Allowance
Salford City Council,2014-06-19,6001574167,2697.94,0.00,2697.94,Redacted Data,Children's Services,Cont Care Allowance
Salford City Council,2014-06-19,1600506607,2547.80,0.00,2547.80,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-19,1600506608,2547.80,0.00,2547.80,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-19,601117747,32397.60,0.00,32397.60,Inspirit Care Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-19,601117200,35662.80,0.00,35662.80,Inspirit Care Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-19,1600506694,4062.60,0.00,4062.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-19,601118401,628.60,0.00,628.60,Redacted Data,"Community, Health & Social Care",Carers Respite
Salford City Council,2014-06-19,601118403,628.60,0.00,628.60,Redacted Data,"Community, Health & Social Care",Carers Respite
Salford City Council,2014-06-19,601118404,718.40,0.00,718.40,Redacted Data,"Community, Health & Social Care",Carers Respite
Salford City Council,2014-06-19,1600506687,8414.25,0.00,8414.25,Langdon College,Children's Services,Pupil Assistance
Salford City Council,2014-06-19,601117667,7699.84,0.00,7699.84,Marmion (Taxis),Children's Services,Pupil Assistance
Salford City Council,2014-06-19,601117674,627.00,0.00,627.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-06-19,601118371,6000.00,0.00,6000.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2014-06-19,601118419,8400.00,0.00,8400.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2014-06-19,1600507083,869.71,144.95,724.76,Marlow & Son Ltd,Capital Expenditure,Demolition
Salford City Council,2014-06-19,1600507851,2288.40,381.40,1907.00,Richard L. Thomas Associates Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-19,1600508875,729.36,121.56,607.80,Rothwell Robinson Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-19,1600508878,89720.28,14953.38,74766.90,Saunders & Taylor (Manchester) Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-19,1600506381,1444.80,240.80,1204.00,Solk Furniture Limited,Capital Expenditure,Works & Building
Salford City Council,2014-06-19,1600507391,27726.70,4621.12,23105.58,Bagnall Uk Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-19,1600507432,5125.16,854.19,4270.97,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-19,1600507340,1941.00,323.50,1617.50,Marlow & Son Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-19,1600507067,990.00,165.00,825.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-19,1600506510,695.28,115.88,579.40,Salford Community Leisure Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2014-06-19,1600506673,5499.01,916.50,4582.51,Transport For Greater Manchester,Capital Expenditure,External Fees-Other
Salford City Council,2014-06-19,fdtunzfrz,545.59,15.63,529.96,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-06-19,ygsozthen,99000.00,0.00,99000.00,Decc,Environment and Community Safety,CRC Allowance
Salford City Council,2014-06-19,sduhtvklu,99000.00,0.00,99000.00,Decc,Environment and Community Safety,CRC Allowance
Salford City Council,2014-06-19,nqbjporrj,21536.40,0.00,21536.40,Decc,Environment and Community Safety,CRC Allowance
Salford City Council,2014-06-19,nghsatbnr,99000.00,0.00,99000.00,Decc,Environment and Community Safety,CRC Allowance
Salford City Council,2014-06-19,yndrligru,99000.00,0.00,99000.00,Npower Ltd (I&c),Sustainable Regeneration,Gas
Salford City Council,2014-06-19,clqolvtyo,63265.50,0.00,63265.50,Npower Ltd (I&c),Sustainable Regeneration,Gas
Salford City Council,2014-06-19,jekmoenaw,89588.01,0.00,89588.01,United Utilities W,Customer and Support Services,Water
Salford City Council,2014-06-20,601118475,4800.00,0.00,4800.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-06-20,601118473,5400.00,0.00,5400.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-06-20,601118474,15000.00,0.00,15000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-06-20,601118477,3200.00,0.00,3200.00,Sheldon Davidsons Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-06-20,601118476,5000.00,0.00,5000.00,Veitch Penny Solicitors Llp,Customer and Support Services,Liability Insurance
Salford City Council,2014-06-20,601118381,1326.30,221.05,1105.25,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-06-20,1600507689,1425.59,237.60,1187.99,Parkeon Ltd,Sustainable Regeneration,Electricity
Salford City Council,2014-06-20,1600508947,744.00,124.00,620.00,Click Fire & Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2014-06-20,1600508168,550.80,91.80,459.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-06-20,1600507020,7037.53,1172.92,5864.61,Go Plant Ltd,Environment and Community Safety,Unsched Veh Rep/Mnt
Salford City Council,2014-06-20,1600507832,600.34,100.06,500.28,North West Timber Treatment Ltd,Environment and Community Safety,Materials
Salford City Council,2014-06-20,1600507819,1993.26,332.21,1661.05,Aidapt Bathrooms Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-20,1600508031,2500.00,0.00,2500.00,The Nas Services Ltd,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2014-06-20,1600507824,12080.40,2013.40,10067.00,Ricardo-Aea Ltd,Environment and Community Safety,Sampling
Salford City Council,2014-06-20,1600507715,3714.68,619.11,3095.57,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2014-06-20,1600508189,157518.64,26253.11,131265.53,Olm Profesional Services Ltd,Customer and Support Services,IT Licence Fee
Salford City Council,2014-06-20,1600507946,919.80,153.30,766.50,Print On Solutions Ltd (North West),Customer and Support Services,Postage
Salford City Council,2014-06-20,1600508131,7200.00,1200.00,6000.00,House Of Grumpy Training,Children's Services,Training expenses
Salford City Council,2014-06-20,601118430,808.44,134.74,673.70,Ashtead Plant Hire Company Ltd,Customer and Support Services,Hire of Facilities
Salford City Council,2014-06-20,1600508378,69485.36,11580.90,57904.46,Salford Schools Solutions Ltd,Children's Services,Unitary Charge
Salford City Council,2014-06-20,601118459,6484.58,0.00,6484.58,Helping Hands Minor Repairs Service,Children's Services,Grants
Salford City Council,2014-06-20,601118468,728.64,0.00,728.64,Kiddiewinkles Preschool,Children's Services,Grants
Salford City Council,2014-06-20,601118456,1789.32,0.00,1789.32,Redacted Data,Children's Services,Grants
Salford City Council,2014-06-20,601118464,1929.78,0.00,1929.78,Sonshine Nursery,Children's Services,Grants
Salford City Council,2014-06-20,1600507847,55944.00,0.00,55944.00,Salford Community Leisure Ltd,"Community, Health & Social Care",Grants - External
Salford City Council,2014-06-20,1600508103,523.00,0.00,523.00,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-06-20,1600508999,1574.80,0.00,1574.80,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-06-20,1600508102,3515.95,0.00,3515.95,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-06-20,1600508009,2057.22,0.00,2057.22,Foster Cares Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-20,1600508166,3428.57,0.00,3428.57,Foster Cares Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-20,1600507882,3360.24,0.00,3360.24,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-06-20,1600507967,6925.00,0.00,6925.00,Greater Manchester West,Environment and Community Safety,Payts to Agencies
Salford City Council,2014-06-20,1600507807,45302.00,0.00,45302.00,Lifeline Project Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-20,1600507667,3471.30,0.00,3471.30,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2014-06-20,1600508070,33960.25,0.00,33960.25,Penderels Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-20,1600507762,830.30,0.00,830.30,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-20,1600508419,10658.00,0.00,10658.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-20,6001575017,587.52,0.00,587.52,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-20,6001574966,995.96,0.00,995.96,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-20,6001574979,1606.50,0.00,1606.50,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-06-20,6001574996,1741.50,0.00,1741.50,Redacted Data,"Community, Health & Social Care",Home Helps
