Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-11-20,6002673445,7990,0,7990,Nugent Care,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673446,8204,0,8204,Orange Grove Foster Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673455,19000,0,19000,Outbound Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,1600616127,551.52,91.92,459.6,Papillon Translations Ltd,People (Childrens) Service Group,Interpreter/translat
Salford City Council,2018-11-20,6002673427,3120,0,3120,Parallel Parents,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,601231439,980,0,980,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2018-11-20,6002673426,3404.04,0,3404.04,Perpetual Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673465,17642.86,0,17642.86,Phoenix Family Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,1600617718,857.52,0,857.52,Places For People Living+ Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,601231380,4150,0,4150,Quickbricksonline,People (Adults) - CHSC,Rents
Salford City Council,2018-11-20,601231381,8840,0,8840,Quickbricksonline,People (Adults) - CHSC,Rents
Salford City Council,2018-11-20,1600615741,565.8,94.3,471.5,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2018-11-20,6002673462,944.72,0,944.72,Radical Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673460,8285.71,0,8285.71,Radical Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673461,20800,0,20800,Radical Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,601229460,2314.66,385.78,1928.88,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2018-11-20,6002673407,25550.64,0,25550.64,Reed Specialist Recruitment Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,1600617102,546.12,91.02,455.1,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2018-11-20,1600617083,556.15,92.69,463.46,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2018-11-20,1600617081,726.3,121.05,605.25,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2018-11-20,1600617076,860.61,143.43,717.18,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2018-11-20,1600617064,1051.27,175.21,876.06,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2018-11-20,1600617080,2632.05,438.67,2193.38,Rubax Lifts Ltd,Place Directorate,UV Lift Maint
Salford City Council,2018-11-20,1600617589,3103.8,517.3,2586.5,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-20,601231440,3000,0,3000,Salford Lads & Girls Club,Place Directorate,Payts to Vol Orgs
Salford City Council,2018-11-20,601231426,6480,1080,5400,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Consultants
Salford City Council,2018-11-20,1600616991,18212.54,0,18212.54,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-11-20,1600616990,650510.71,108418.45,542092.26,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-11-20,6002673443,23800,0,23800,Sandcastle Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,1600616813,526.2,87.7,438.5,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2018-11-20,1600615707,548.72,91.45,457.27,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2018-11-20,1600615763,568.6,94.77,473.83,Schofield & Sons,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2018-11-20,1600616833,613.25,102.21,511.04,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2018-11-20,1600617356,23879.52,3979.92,19899.6,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-11-20,601231467,4898,0,4898,Scott Rees & Co,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-20,6002673422,4231.6,0,4231.6,Shield Support Hub Ltd,People (Childrens) Service Group,Children Act-Sect 23
Salford City Council,2018-11-20,6002673412,11984,0,11984,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673408,18000,0,18000,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673414,18000,0,18000,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673415,2578.57,0,2578.57,Step Ahead Resource Services Ltd,People (Childrens) Service Group,Children Act-Sect 23
Salford City Council,2018-11-20,6002673420,6441.2,0,6441.2,Swiis Fostercare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673442,9290.8,0,9290.8,The Fostering Team,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673430,11301.68,0,11301.68,The National Fostering Agency,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,601231388,1944,324,1620,The School Of Military Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-11-20,6002673448,3124.24,0,3124.24,Therapeutic Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673440,27460.52,0,27460.52,Three Circles Fostering,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2018-11-20,1600616737,510.48,85.08,425.4,Till & Whitehead Ltd,Place Directorate,Equipment Purchase
Salford City Council,2018-11-20,6002673409,3672,0,3672,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,601231428,2000,0,2000,Trafford Mbc,People (Childrens) Service Group,Conferences/Seminars
Salford City Council,2018-11-20,6002673418,3731.6,0,3731.6,Transitional Plus Care Cic,People (Childrens) Service Group,Children Act-Sect 23
Salford City Council,2018-11-20,6002673439,9760,0,9760,Twenty Four-Seven Hsa,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673452,11335.31,0,11335.31,Uk Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,1600617903,13660.62,2276.77,11383.85,W H Good Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-11-20,601231465,7500,0,7500,Weightmans Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-20,6002673431,2396,0,2396,Wigan Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,6002673447,12593.88,0,12593.88,Witherslack Group,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-20,1600616571,572.82,95.47,477.35,Yorkshire Purchasing,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-11-20,rnlhynkau,899.37,57.57,841.8,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-20,rdxgcdohv,1809.71,0,1809.71,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,2018-11-21,1600616747,1339.95,0,1339.95,Aqa Education,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-11-21,1600617399,607.2,101.2,506,Arco Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2018-11-21,601231497,17303,0,17303,Bolton Council,Precepts And Charges - dummy level,Payt to Lead Dists
Salford City Council,2018-11-21,1600617403,815.51,135.92,679.59,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-21,1600616581,1286.83,214.47,1072.36,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2018-11-21,601231473,679.61,113.27,566.34,Dandara Living Manchester (A) Lp,Place Directorate,Servicing
Salford City Council,2018-11-21,601231474,679.61,113.27,566.34,Dandara Living Manchester (A) Lp,Place Directorate,Servicing
Salford City Council,2018-11-21,601230308,586.8,97.8,489,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-21,601230309,865.74,144.29,721.45,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-21,601230311,1045.14,174.19,870.95,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-21,601230303,1045.5,174.25,871.25,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-21,601230310,1194.83,199.14,995.69,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-21,601230305,1480.45,246.74,1233.71,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-21,1600617944,4470,745,3725,Eventplus Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2018-11-21,1600616275,2364.95,394.16,1970.79,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2018-11-21,601231488,19223.58,3203.93,16019.65,H59 Transport Limited,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-21,601231485,1620,0,1620,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-21,1600617919,1056,176,880,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-21,1600617921,1611.36,268.56,1342.8,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-21,601231496,1063.92,177.32,886.6,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-21,601231495,3596.74,599.46,2997.28,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-21,601229892,707.64,117.94,589.7,Opal Envelopes,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2018-11-21,601231509,2032.97,1,2031.97,Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-11-21,601230639,1005,167.5,837.5,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-21,601230406,1140,190,950,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-21,601231528,1237.5,0,1237.5,Redacted Data,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-21,601230166,2827,0,2827,S Alcock,People (Childrens) Service Group,Unclass Road Maint
Salford City Council,2018-11-21,601231492,3842.42,640.4,3202.02,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-21,601231486,5688,0,5688,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-21,601231500,9694,0,9694,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-21,1600617918,750,0,750,The Beacon Barm Cafe,People (Childrens) Service Group,Food and refreshment
Salford City Council,2018-11-21,1600616585,546,91,455,Westminster Insight,People (Childrens) Service Group,Conferences/Seminars
Salford City Council,2018-11-21,rxivacejo,651.9,0,651.9,Virgin Trains,People (Childrens) Service Group,Travel
Salford City Council,2018-11-21,yrocxxwpx,549.84,15.72,534.12,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-21,ynisuvzkx,560.51,3.91,556.6,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-21,uhodxxgjo,540.83,1.21,539.62,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-22,601231588,8500,0,8500,Aon Insurance Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-22,601231590,18000,3000,15000,Aon Insurance Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-22,601230227,510.44,0,510.44,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2018-11-22,601230226,9555.92,0,9555.92,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2018-11-22,1600617984,26193.6,4365.6,21828,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2018-11-22,601231617,1430,0,1430,Csin Cic,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-11-22,601231578,679.61,113.27,566.34,Dandara Living Manchester (A) Lp,Place Directorate,Servicing
Salford City Council,2018-11-22,601230315,1817.23,302.87,1514.36,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-11-22,1600617966,9944,0,9944,Disclosure & Barring Service,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-22,601231615,550,0,550,Eccles Festival Committee,Place Directorate,Payts to Vol Orgs
Salford City Council,2018-11-22,601231602,3191.32,531.89,2659.43,Equita Limited,Service Reform (Corp Bus & Transform),Debt Collection
Salford City Council,2018-11-22,601231614,3861.68,643.61,3218.07,Equita Limited,Service Reform (Corp Bus & Transform),Debt Collection
Salford City Council,2018-11-22,601231567,3903.86,650.64,3253.22,Equita Limited,Service Reform (Corp Bus & Transform),Debt Collection
Salford City Council,2018-11-22,601231603,4053.16,675.53,3377.63,Equita Limited,Service Reform (Corp Bus & Transform),Debt Collection
Salford City Council,2018-11-22,601231611,4656.43,776.07,3880.36,Equita Limited,Service Reform (Corp Bus & Transform),Debt Collection
Salford City Council,2018-11-22,1600617543,810.96,135.17,675.79,F. R. Sharrock Limited,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-22,601231545,540,90,450,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-22,601231544,756,126,630,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-22,601231547,685.65,0,685.65,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-22,601231546,996.2,0,996.2,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-22,601231542,3648,608,3040,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-22,601231612,14734.33,0,14734.33,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-22,1600616755,7200,1200,6000,Idox Software Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2018-11-22,1600617992,576,96,480,Lodge Tyre Co.Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-22,1600617792,31653.6,5275.6,26378,Mazars Llp,Service Reform (Corp Bus & Transform),District Audit Fees
Salford City Council,2018-11-22,1600617054,3906.5,651.08,3255.42,Mitie Security Ltd,Place Directorate,Security Services
Salford City Council,2018-11-22,601229450,1050.19,175.03,875.16,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229452,1259.28,209.88,1049.4,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229356,1332.94,222.16,1110.78,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229357,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229358,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229453,1518.5,253.08,1265.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229360,1518.97,253.16,1265.81,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229451,1537.16,256.19,1280.97,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-22,601229455,1541.26,256.88,1284.38,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
