ï»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-07-20,601281970,517.90,86.32,431.58,Papillon Translations Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601282000,535.51,0.00,535.51,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-20,601281959,630.00,105.00,525.00,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281960,630.00,105.00,525.00,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281951,690.00,115.00,575.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281961,720.00,120.00,600.00,Carrington Riding Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601281957,720.00,120.00,600.00,Teacher Active Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281958,747.78,124.63,623.15,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281950,750.00,125.00,625.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281984,829.02,138.17,690.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-20,1600650911,882.56,147.09,735.47,Xma Ltd,People (Adults) - CHSC,Cmputer Eqt purchase
Salford City Council,2020-07-20,601281974,1001.35,0.00,1001.35,Child Action Northwest,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-07-20,601281973,1039.90,0.00,1039.90,Child Action Northwest,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-07-20,601281955,1110.00,185.00,925.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281956,1110.00,185.00,925.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-20,601281992,1213.30,202.21,1011.09,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-20,601282022,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282021,2000.00,0.00,2000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,1600650904,2283.14,380.52,1902.62,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2020-07-20,1600649005,2923.20,487.20,2436.00,Leeds Commercial Limited,Place Directorate,Equipment Hire
Salford City Council,2020-07-20,1600649976,2923.20,487.20,2436.00,Leeds Commercial Limited,Place Directorate,Equipment Hire
Salford City Council,2020-07-20,1600650905,3302.40,550.40,2752.00,Cromwell Polythene Ltd,Place Directorate,Materials
Salford City Council,2020-07-20,601281962,4393.54,732.26,3661.28,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-20,601281946,5280.00,0.00,5280.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,1600650900,5296.80,882.80,4414.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-07-20,601282028,5500.00,0.00,5500.00,Labreeze Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601281972,6618.40,0.00,6618.40,New Park Academy,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,1600645012,7182.24,1100.40,6081.84,Bradshaw International,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-20,601281948,7361.80,0.00,7361.80,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601281964,7633.52,0.00,7633.52,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601281967,8460.00,0.00,8460.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,1600650909,9882.92,0.00,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2020-07-20,601282023,10000.00,0.00,10000.00,Angel Shop Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282026,10000.00,0.00,10000.00,Future Funding Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282031,10000.00,0.00,10000.00,Hostmine Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282024,10000.00,0.00,10000.00,Mcr Motors Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282030,10000.00,0.00,10000.00,Notion Developments Ltd.,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282027,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282029,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282032,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282025,10000.00,0.00,10000.00,Sauria Serpentia Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601282034,10000.00,0.00,10000.00,St Annes Estates Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,1600650928,10800.00,1800.00,9000.00,Crowdfunder Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-07-20,1600650918,10801.20,1800.20,9001.00,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-07-20,601281968,12408.00,0.00,12408.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601281965,14210.00,0.00,14210.00,Travel By Myles,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,1600650504,17302.00,0.00,17302.00,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-07-20,601281966,17400.00,0.00,17400.00,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601281947,18479.47,0.00,18479.47,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601281944,18939.04,0.00,18939.04,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601281945,19803.00,0.00,19803.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,601282033,25000.00,0.00,25000.00,Typical English Sofas Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-20,601281949,31369.67,5228.28,26141.39,H59 Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-20,1600650463,36000.00,6000.00,30000.00,General Utilities North West Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-20,601281999,53061.00,0.00,53061.00,Harrop Fold School,People (Childrens) Service Group,del'd kitchen formul
Salford City Council,2020-07-20,601281982,176673.60,29445.60,147228.00,Rm Education Plc,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-07-20,1600650457,253630.00,0.00,253630.00,Manchester City Council,Public Health,Payts to Agencies
Salford City Council,2020-07-21,1600649325,6250.00,0.00,6250.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,6003075523,576.84,96.14,480.70,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2020-07-21,1600650944,588.00,98.00,490.00,Groundwork Landscapes Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-07-21,601282052,600.00,100.00,500.00,Network Rail,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-21,601282043,721.54,120.26,601.28,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-21,6003075574,722.50,0.00,722.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-07-21,601282064,840.00,140.00,700.00,Redacted Data,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-21,601282018,900.00,150.00,750.00,Chartered Institute Of Environmenta,Place Directorate,Training expenses
Salford City Council,2020-07-21,6003075548,905.36,0.00,905.36,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,2020-07-21,6003075487,946.80,157.80,789.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,2020-07-21,601282063,1092.00,0.00,1092.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-07-21,6003075551,1135.00,0.00,1135.00,Hotel On Booking.Com,People (Childrens) Service Group,Staff Travel
Salford City Council,2020-07-21,601282050,1213.30,202.21,1011.09,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-21,6003075557,1501.60,0.00,1501.60,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-21,6003075506,1530.98,0.00,1530.98,Rentokil Pest Cont,Place Directorate,Pest Control
Salford City Council,2020-07-21,1600650991,1620.00,0.00,1620.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,6003075558,1903.20,0.00,1903.20,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-21,6003075602,1903.20,0.00,1903.20,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-21,1600650970,2148.00,358.00,1790.00,Amtech Group Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-07-21,1600650987,2334.25,0.00,2334.25,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,1600650942,2634.88,439.15,2195.73,Pts Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-21,1600650986,2786.32,0.00,2786.32,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,6003075661,2800.00,0.00,2800.00,Approved Property Mana,People (Adults) - CHSC,Rents
Salford City Council,2020-07-21,1600649064,2829.00,471.50,2357.50,Glowarm Dsp Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-21,1600650950,3078.36,513.06,2565.30,Nationwide Franking Sense Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-07-21,1600650979,3125.00,0.00,3125.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,1600650967,3218.05,536.34,2681.71,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-07-21,1600650968,3499.28,583.21,2916.07,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-07-21,1600650988,3555.28,0.00,3555.28,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,601282065,3960.00,660.00,3300.00,Jones Lang Lasalle Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-21,1600650985,4028.24,0.00,4028.24,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,6003075529,4480.00,0.00,4480.00,Approved Property Mana,People (Adults) - CHSC,Rents
Salford City Council,2020-07-21,1600649326,4581.54,0.00,4581.54,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,1600650961,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-21,6003075677,5040.00,0.00,5040.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-21,6003075686,5040.00,0.00,5040.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-21,601282019,11591.40,1931.90,9659.50,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Electoral expenses
Salford City Council,2020-07-21,1600650971,11881.44,1980.24,9901.20,Air Services & Systems (Europe) Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-21,1600650978,16136.00,0.00,16136.00,T/A Longford Park School Academy,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-07-21,1600650546,16378.68,2729.78,13648.90,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-07-21,1600650639,18651.40,0.00,18651.40,Kedleston (High Peak School) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-21,1600650646,36240.00,6040.00,30200.00,Languard Ltd,Place Directorate,Contractors
Salford City Council,2020-07-21,1600650548,48615.60,8102.60,40513.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-07-21,601282035,65986.09,0.00,65986.09,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-21,1600650939,96360.16,16060.03,80300.13,Eurovia Infrastructure Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-07-21,1600650547,185342.73,30890.46,154452.27,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Payments to H A
Salford City Council,2020-07-22,1600650964,525.00,12.50,512.50,Salford Community Leisure Ltd,People (Childrens) Service Group,Conferences/Seminars
Salford City Council,2020-07-22,601282164,504.00,84.00,420.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-22,1600651093,537.87,89.64,448.23,North West Timber Treatments,Place Directorate,Equipment Repair
Salford City Council,2020-07-22,1600651079,541.11,90.18,450.93,R.Draper Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2020-07-22,601282079,572.68,95.45,477.23,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-22,1600650994,679.30,113.22,566.08,Marchington Stone Ltd,Place Directorate,Materials
Salford City Council,2020-07-22,1600650997,693.00,0.00,693.00,For Housing,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-07-22,1600651006,696.19,116.03,580.16,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2020-07-22,601282076,716.70,119.45,597.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-22,1600651004,727.28,121.21,606.07,Connevans Limited,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-07-22,601282104,775.25,0.00,775.25,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-22,1600651048,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2020-07-22,601282154,831.16,138.53,692.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-22,601282091,867.90,144.65,723.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-22,601282077,1025.24,170.87,854.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-22,1600651059,1118.71,186.45,932.26,Xma Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip
Salford City Council,2020-07-22,1600651061,1222.30,203.72,1018.58,Xma Ltd,Public Health,Cmputer Eqt purchase
Salford City Council,2020-07-22,1600651050,1408.48,234.76,1173.72,Civica Uk Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-07-22,601279828,1518.00,253.00,1265.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-22,1600651096,2168.88,361.48,1807.40,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-07-22,1600650995,2760.00,460.00,2300.00,Clear Skies,Place Directorate,IT  Licence Fee
Salford City Council,2020-07-22,1600650607,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-22,1600650896,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
