Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,Description
Salford City Council,2011-11-16,601029563,792.80,0.00,792.80,Together Trust,Children Services,Payts to Agencies,
Salford City Council,2011-11-16,601029565,808.14,134.69,673.45,Key Care & Support Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-16,601029651,917.50,0.00,917.50,Scope,Children Services,Payts to Agencies,
Salford City Council,2011-11-16,601029459,10967.75,0.00,10967.75,Central Manchester University,Children Services,Payts to Agencies,
Salford City Council,2011-11-16,601029458,15500.00,0.00,15500.00,Central Manchester University,Children Services,Payts to Agencies,
Salford City Council,2011-11-16,601029457,18750.00,0.00,18750.00,Central Manchester University,Children Services,Payts to Agencies,
Salford City Council,2011-11-16,601026418,2638.80,439.80,2199.00,Click Fire & Security Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-16,1600425646,597.60,99.60,498.00,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-16,1600427144,810.60,135.10,675.50,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-16,1600425936,890.10,148.35,741.75,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-16,601028640,4608.00,768.00,3840.00,Nps Stockport Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-16,27977085,508.39,1.23,507.16,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-16,27977053,569.07,2.90,566.17,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-16,27977078,893.45,0.00,893.45,Birtwistle Butcher,Environment and Community Safety,Provisions,
Salford City Council,2011-11-16,28014951,1871.82,0.00,1871.82,Quayside Bakery,Environment and Community Safety,Provisions,
Salford City Council,2011-11-16,28014992,2000.23,0.00,2000.23,Quayside Bakery,Environment and Community Safety,Provisions,
Salford City Council,2011-11-16,601029451,765.60,127.60,638.00,Bt Business Direct Ltd,Capital Expenditure,Purch of Comp Equip,
Salford City Council,2011-11-16,601029452,30178.20,5029.70,25148.50,Bt Business Direct Ltd,Capital Expenditure,Purch of Comp Equip,
Salford City Council,2011-11-16,601028530,540.00,0.00,540.00,White Lodge Hotel,Community Health & Social Care,Resid Care Accommodation,
Salford City Council,2011-11-16,601028531,540.00,0.00,540.00,White Lodge Hotel,Community Health & Social Care,Resid Care Accommodation,
Salford City Council,2011-11-16,601028532,540.00,0.00,540.00,White Lodge Hotel,Community Health & Social Care,Resid Care Accommodation,
Salford City Council,2011-11-16,601028544,540.00,0.00,540.00,White Lodge Hotel,Community Health & Social Care,Resid Care Accommodation,
Salford City Council,2011-11-16,601028543,540.00,0.00,540.00,White Lodge Hotel,Community Health & Social Care,Resid Care Accommodation,
Salford City Council,2011-11-16,601029562,34474.04,0.00,34474.04,Inspirit Care Limited,Community Health & Social Care,Resid Care Home,
Salford City Council,2011-11-16,601029561,43832.00,0.00,43832.00,Inspirit Care Limited,Community Health & Social Care,Resid Care Home,
Salford City Council,2011-11-16,601029560,46361.64,0.00,46361.64,Inspirit Care Limited,Community Health & Social Care,Resid Care Home,
Salford City Council,2011-11-16,601029559,52987.64,0.00,52987.64,Inspirit Care Limited,Community Health & Social Care,Resid Care Home,
Salford City Council,2011-11-16,601029668,594.00,99.00,495.00,Bradshaw International Manchester,Sustainable Regeneration,Sampling,
Salford City Council,2011-11-16,1600427637,792.00,132.00,660.00,Stanley Security Solutions,Children Services,Security Sys R & Mnt,
Salford City Council,2011-11-16,1600427650,1332.00,222.00,1110.00,Tribune Avs Ltd,Sustainable Regeneration,Security Sys R & Mnt,
Salford City Council,2011-11-16,1600425439,2580.00,430.00,2150.00,Click Fire & Security Ltd,Sustainable Regeneration,Security/Equipment,
Salford City Council,2011-11-16,601029557,824.79,137.47,687.32,Cable & Wireless Communications,Sustainable Regeneration,Telephones & Fax
Salford City Council,2011-11-16,601029532,858.60,20.60,838.00,Salford Community Leisure Ltd,Children Services,Training expenses
Salford City Council,2011-11-16,1600427649,1059.72,176.62,883.10,Carrier Air Conditioning,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-11-16,1600426823,508.68,84.78,423.90,Air Products Plc,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-16,601029453,3278.48,546.41,2732.07,Amspec Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-11-16,601029526,118649.46,19774.91,98874.55,Plp Construction Limited,Capital Expenditure,Works & Building
Salford City Council,2011-11-17,2202971437,330000.00,,330000.00,Berg Legal,Sustainable Regeneration,Acquisition of property
Salford City Council,2011-11-17,1600427739,546.00,91.00,455.00,Redacted Personal Data,Community Health & Social Care,Adapts/Alterations
Salford City Council,2011-11-17,601027044,549.79,91.63,458.16,Connex Holdings Ltd,Children Services,Agency Fees
Salford City Council,2011-11-17,601029741,3150.00,525.00,2625.00,Outcomes Uk Ltd,Children Services,Agency Fees
Salford City Council,2011-11-17,1600426916,1134.00,189.00,945.00,F. R. Sharrock Limited,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-11-17,1600427291,13560.43,2260.07,11300.36,F. R. Sharrock Limited,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-11-17,601029931,1568.97,0.00,1568.97,Skytex Ltd,Environment and Community Safety,ast inc/ cash seize
Salford City Council,2011-11-17,1600425906,1433.76,238.96,1194.80,Rayner Topping & Co.,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-11-17,601029887,1296.00,0.00,1296.00,Redacted Personal Data,Children Services,Children Act-Sect 17
Salford City Council,2011-11-17,601029732,1197.00,0.00,1197.00,First Manchester Ltd,Children Services,Children Act-Sect 23
Salford City Council,2011-11-17,1600425757,1021.85,170.31,851.54,Chespack,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-11-17,1600425859,1744.20,290.70,1453.50,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-11-17,1600425803,11216.24,1869.38,9346.86,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-11-17,601029707,779.80,129.96,649.84,Nas Services Ltd,Community Health & Social Care,Day Care
Salford City Council,2011-11-17,1600425733,1182.00,197.00,985.00,Spectra Security,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-17,28014994,1440.00,240.00,1200.00,Aidapt Bathrooms,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-17,1600426375,1595.40,265.90,1329.50,Mountway Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-17,1600425436,2484.00,414.00,2070.00,Direct Healthcare Services Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-17,1600425934,2754.00,459.00,2295.00,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-17,601029691,520.39,86.73,433.66,Southern Electric,Sustainable Regeneration,Electricity
Salford City Council,2011-11-17,601029689,976.39,162.73,813.66,Southern Electric,Sustainable Regeneration,Electricity
Salford City Council,2011-11-17,601029693,1347.17,224.52,1122.65,Southern Electric,Sustainable Regeneration,Electricity
Salford City Council,2011-11-17,28014991,687.66,114.61,573.05,Www.Dksales.Co.Uk,Community Health & Social Care,Equipment Purchase
Salford City Council,2011-11-17,6000916610,999.52,0.00,999.52,Redacted Personal Data,Children Services,Fost Parent-Bas alls
Salford City Council,2011-11-17,601028642,20825.00,0.00,20825.00,Salford Foundation Ltd,Customer and Support Services,Grants
Salford City Council,2011-11-17,601029824,4869.00,0.00,4869.00,Federation Of Jewish Services,Children Services,Grants - External
Salford City Council,2011-11-17,601029760,47615.50,0.00,47615.50,Lifeline Project Ltd,Community Health & Social Care,Grants - External
Salford City Council,2011-11-17,601029893,985.16,0.00,985.16,Nas Services Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-17,601029734,2666.52,444.42,2222.10,Applied Language Solutions,Children Services,Interpreter/translat
Salford City Council,2011-11-17,601029309,1020.00,170.00,850.00,Redacted Personal Data,Children Services,Legal Fees
Salford City Council,2011-11-17,1600425731,840.00,140.00,700.00,The Cumbria Clock Company,Sustainable Regeneration,Maintenance
Salford City Council,2011-11-17,1600426176,588.04,98.01,490.03,Cintas Document Management Uk,Customer and Support Services,Oth Office Expenses
Salford City Council,2011-11-17,601029815,602.65,0.00,602.65,Fun4All Cic,Children Services,Other Prof Fees
Salford City Council,2011-11-17,601029722,858.50,0.00,858.50,Just Psychology Cic,Children Services,Other Prof Fees
Salford City Council,2011-11-17,1600427743,1250.00,0.00,1250.00,Redacted Personal Data,Children Services,Other Prof Fees
Salford City Council,2011-11-17,601028432,1920.00,320.00,1600.00,Malthouse & Company Ltd,Chief Executives,Other Prof Fees
Salford City Council,2011-11-17,1600426312,5292.00,882.00,4410.00,Redacted Personal Data,Children Services,Other Prof Fees
Salford City Council,2011-11-17,601027136,574.59,0.00,574.59,Caritas Care Limtied,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027144,722.00,0.00,722.00,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027143,824.36,0.00,824.36,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027142,845.50,0.00,845.50,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027140,846.45,0.00,846.45,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027141,846.45,0.00,846.45,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027139,860.70,0.00,860.70,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027138,874.00,0.00,874.00,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027137,875.90,0.00,875.90,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027145,875.90,0.00,875.90,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601029729,990.68,0.00,990.68,Langworthy Cornerstone Assoc.,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601029739,6145.23,481.00,5664.23,Bolton Council,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601027252,6815.32,0.00,6815.32,Park Foster Care Limited,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601029737,7247.98,380.36,6867.62,Bolton Council,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601029738,7715.19,481.00,7234.19,Bolton Council,Children Services,Payts to Agencies
Salford City Council,2011-11-17,1600425845,10250.00,0.00,10250.00,Rosendale School Priory,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601029711,25863.00,0.00,25863.00,Lifeline Project Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-17,601029889,1050.00,0.00,1050.00,82Nd Salford Scout Group,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-11-17,1600426863,4850.52,808.42,4042.10,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-17,1600426856,5086.81,847.80,4239.01,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-17,1600426860,6105.26,1017.54,5087.72,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-17,1600426859,6250.99,1041.83,5209.16,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-17,601028638,9600.00,1600.00,8000.00,Ove Arup & Partners,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-17,601029149,14130.94,2355.16,11775.78,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-17,28014962,918.29,14.97,903.32,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-11-17,601029909,3460.93,0.00,3460.93,Albion Cooked Meats Limited,Environment and Community Safety,Provisions
Salford City Council,2011-11-17,601029753,547.20,91.20,456.00,Saltax Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029831,576.00,0.00,576.00,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029779,624.00,0.00,624.00,Fab Travel Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029806,742.50,0.00,742.50,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029751,748.80,124.80,624.00,Saltax Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029792,810.00,0.00,810.00,Mikes Merc,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029876,810.00,0.00,810.00,Rochford Travel,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029802,839.00,0.00,839.00,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029783,842.40,140.40,702.00,Fab Travel Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029787,864.00,144.00,720.00,Executive Travel,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029804,864.00,144.00,720.00,Marmion (Taxis),Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029842,864.00,144.00,720.00,Nectarfleet Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029773,864.00,144.00,720.00,New Lyle Contracts Cars Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029750,891.00,148.50,742.50,Saltax Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029794,899.00,0.00,899.00,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029878,900.00,0.00,900.00,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029756,936.00,156.00,780.00,Saltax Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029795,960.00,0.00,960.00,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029835,960.00,0.00,960.00,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029833,979.20,0.00,979.20,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029836,999.00,0.00,999.00,Lindley Travel,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029879,1050.00,0.00,1050.00,Redacted Personal Data,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029772,1056.00,176.00,880.00,New Lyle Contracts Cars Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029813,1080.00,0.00,1080.00,Colin  Wakefield,Children Services,Pupil Assistance
Salford City Council,2011-11-17,601029807,1095.00,0.00,1095.00,R & G Taxis,Children Services,Pupil Assistance
