Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2011-09-19,601021050,2889.00,0.00,2889.00,Tinytots Vision Ltd,Children's Services,Grants
Salford City Council,2011-09-19,601021011,741.30,0.00,741.30,Ferry Tots,Children's Services,Grants
Salford City Council,2011-09-19,601021019,5272.58,0.00,5272.58,Holyrood Nursery (Hope),Children's Services,Grants
Salford City Council,2011-09-19,601021039,1462.16,0.00,1462.16,Primrose Hill Day Nursery Ltd,Children's Services,Grants
Salford City Council,2011-09-19,601021026,6325.18,0.00,6325.18,Little Buds Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021009,1054.32,0.00,1054.32,Evergreen Childrens Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021008,3162.20,0.00,3162.20,Early Learning Childcare,Children's Services,Grants
Salford City Council,2011-09-19,601021027,1403.18,0.00,1403.18,Little Explorers,Children's Services,Grants
Salford City Council,2011-09-19,601020996,2343.60,0.00,2343.60,Aim Habonim,Children's Services,Grants
Salford City Council,2011-09-19,601020973,7453.32,0.00,7453.32,Start In  Salford,Children's Services,Grants - External
Salford City Council,2011-09-19,1600421909,1000.00,0.00,1000.00,T.H.O.M.A.S,Environment and Community Safety,Grants - External
Salford City Council,2011-09-19,601021114,750.00,125.00,625.00,The Lowry Centre Limited,Children's Services,Hire of Facilities
Salford City Council,2011-09-19,601021112,900.00,150.00,750.00,The Lowry Centre Limited,Children's Services,Hire of Facilities
Salford City Council,2011-09-19,601020947,17869.90,0.00,17869.90,Zurich Municipal,Children's Services,Insurance Premiums
Salford City Council,2011-09-19,601020965,3073.68,512.28,2561.40,Cobbetts Llp,Capital Expenditure,Legal Fees
Salford City Council,2011-09-19,601020960,605.52,100.92,504.60,Cobbetts Llp,Capital Expenditure,Legal Fees
Salford City Council,2011-09-19,601020966,1513.20,252.20,1261.00,Cobbetts Llp,Capital Expenditure,Legal Fees
Salford City Council,2011-09-19,601021278,763.75,113.75,650.00,Redacted Personal Data,Customer and Support Services,Legal Fees
Salford City Council,2011-09-19,601020972,900.00,150.00,750.00,Keswick Climbing Wall,Children's Services,Leisure Activity
Salford City Council,2011-09-19,1600422058,3441.60,573.60,2868.00,Media Clarity Ltd,Children's Services,Marketing/Publicity
Salford City Council,2011-09-19,601020925,838.60,139.77,698.83,The Danwood Group Limited,Customer and Support Services,MFP Devices
Salford City Council,2011-09-19,601020928,750.20,125.03,625.17,The Danwood Group Limited,Customer and Support Services,MFP Devices
Salford City Council,2011-09-19,601021079,780.00,0.00,780.00,Royal Mail Group Plc,Customer and Support Services,Oth Office Expenses
Salford City Council,2011-09-19,601021193,1442.32,0.00,1442.32,Ofsted,Children's Services,Other Prof Fees
Salford City Council,2011-09-19,601021069,606.89,101.15,505.74,Sitexorbis Limited,Capital Expenditure,Other Works
Salford City Council,2011-09-19,601021071,689.93,114.99,574.94,Sitexorbis Limited,Capital Expenditure,Other Works
Salford City Council,2011-09-19,601021073,606.89,101.15,505.74,Sitexorbis Limited,Capital Expenditure,Other Works
Salford City Council,2011-09-19,601021142,4867.04,0.00,4867.04,Firfield Glyn Ltd,Capital Expenditure,Other Works
Salford City Council,2011-09-19,601020992,5504.16,917.36,4586.80,Greater Manchester West,Community Health & Social Care,Payments to H A
Salford City Council,2011-09-19,1600420897,9801.30,0.00,9801.30,Independent Childcare,Children's Services,Payts to Agencies
Salford City Council,2011-09-19,601020970,5857.10,0.00,5857.10,Wigan Council,Children's Services,Payts to Other LA's
Salford City Council,2011-09-19,601018073,18143.00,0.00,18143.00,Kingsway Primary School & Nursery,Children's Services,Payts to Other LA's
Salford City Council,2011-09-19,601021061,9024.47,0.00,9024.47,St Andrew'S Healthcare,Children's Services,Payts to Other LA's
Salford City Council,2011-09-19,601020959,43694.50,0.00,43694.50,Spurgeons,Children's Services,Payts to Vol Orgs
Salford City Council,2011-09-19,601021136,990.00,165.00,825.00,House Of Grumpy,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-19,601020897,1620.00,0.00,1620.00,Clifton Art And Craft 50 Plus Group,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-19,601021083,500.00,0.00,500.00,The Height Methodist Church,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-19,601021090,1441.00,0.00,1441.00,The Eccles Borough Band,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-19,601020896,1206.93,0.00,1206.93,Little Rascals Mother,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-19,601021084,4000.00,0.00,4000.00,Eccles Community Hall Organisation,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-19,1600422540,1056.00,56.00,1000.00,Carbon Creative Ltd,Community Health & Social Care,Print & Photocopying
Salford City Council,2011-09-19,601020907,6445.20,1074.20,5371.00,Streetways Ltd,Children's Services,Pupil Assistance
Salford City Council,2011-09-19,601020927,576.00,0.00,576.00,John Paul,Children's Services,Pupil Assistance
Salford City Council,2011-09-19,601020924,2486.40,0.00,2486.40,Community Minibuses Ltd,Children's Services,Pupil Assistance
Salford City Council,2011-09-19,1600421326,4548.54,758.09,3790.45,Eme Furniture,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-19,1600423126,28125.01,4687.50,23437.51,Intellident Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-19,1600418854,1467.52,244.59,1222.93,Viridor Waste (Greater Manchester),Sustainable Regeneration,Refuse Disposal
Salford City Council,2011-09-19,1600420486,4135.26,689.21,3446.05,Viridor Waste (Greater Manchester),Sustainable Regeneration,Refuse Disposal
Salford City Council,2011-09-19,601020571,1040.00,0.00,1040.00,The Hawthorn Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-09-19,1600421325,1062.00,177.00,885.00,Ouch Training Team Limited,Children's Services,Training of Others
Salford City Council,2011-09-19,601021067,705.60,117.60,588.00,Saltax Ltd,Community Health & Social Care,Transport
Salford City Council,2011-09-19,601021133,648.00,108.00,540.00,Saltax Ltd,Community Health & Social Care,Transport
Salford City Council,2011-09-19,601021129,774.00,129.00,645.00,New Lyle Contracts Cars Ltd,Community Health & Social Care,Transport
Salford City Council,2011-09-19,601021131,528.00,88.00,440.00,New Lyle Contracts Cars Ltd,Community Health & Social Care,Transport
Salford City Council,2011-09-19,601020891,2530.00,0.00,2530.00,John Paul,Community Health & Social Care,Transport
Salford City Council,2011-09-19,601021144,792.00,132.00,660.00,7 Sevens Private Hire Ltd,Community Health & Social Care,Transport
Salford City Council,2011-09-19,25889570,1000.00,0.00,1000.00,Vosa - Testing Onl,Environment and Community Safety,VMS MOTs
Salford City Council,2011-09-19,1600421652,2023.96,337.33,1686.63,E And J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-19,1600417861,1068.00,178.00,890.00,Richard L. Thomas Associates Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-19,1600422212,779.83,129.97,649.86,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-19,1600422399,6620.10,1103.35,5516.75,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-19,1600422419,2364.00,394.00,1970.00,Bowsquare Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-20,601021418,653.73,0.00,653.73,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-20,601021406,611.28,0.00,611.28,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-20,601021442,509.40,0.00,509.40,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-20,601021508,58245.08,9707.39,48537.69,Comensura Ltd,Capital Expenditure,Agency Fees
Salford City Council,2011-09-20,601021515,63948.93,10658.03,53290.90,Comensura Ltd,Capital Expenditure,Agency Fees
Salford City Council,2011-09-20,601021485,555.94,92.66,463.28,Connex Holdings Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-20,601021385,4410.00,735.00,3675.00,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-20,601021569,1003.86,0.00,1003.86,Catherine Road Support Club,Community Health & Social Care,Building Maintenance
Salford City Council,2011-09-20,1600421086,922.88,153.81,769.07,Marlow Electrical Co,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-20,601019099,528.00,0.00,528.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-20,25905458,4071.60,0.00,4071.60,Refreshment System,Environment and Community Safety,Computer Equipment
Salford City Council,2011-09-20,1600415166,594.00,99.00,495.00,Local Government Association,Chief Executives,Conferences/Seminars
Salford City Council,2011-09-20,1600415183,594.00,99.00,495.00,Local Government Association,Chief Executives,Conferences/Seminars
Salford City Council,2011-09-20,1600418351,1644.08,274.01,1370.07,Ellesmere Engineering Co Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-20,1600421927,1065.66,177.61,888.05,Ellesmere Engineering Co Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-20,1600421914,5764.80,960.80,4804.00,Marlow Electrical Co,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-20,1600421985,902.12,150.36,751.76,Marlow Electrical Co.,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-20,25905472,1188.00,0.00,1188.00,Nymas Inc Cleveland Supp,Customer and Support Services,Disability Equipment
Salford City Council,2011-09-20,25972283,851.40,141.90,709.50,Hearing Products I,Customer and Support Services,Disability Equipment
Salford City Council,2011-09-20,601021476,1028.93,171.49,857.44,N J Cook Removals & Storage,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-20,601021477,1015.14,169.19,845.95,N J Cook Removals & Storage,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-20,601021478,1052.33,175.39,876.94,N J Cook Removals & Storage,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-20,601021382,6610.00,0.00,6610.00,Salford Nhs Primary Care Trust,Children's Services,Equipment Purchase
Salford City Council,2011-09-20,1600422654,1482.03,0.00,1482.03,B Littler & Sons,Community Health & Social Care,Funerals
Salford City Council,2011-09-20,601020833,1886.51,314.42,1572.09,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-20,601020881,797.89,4.57,793.32,Refreshment Systems Ltd,Community Health & Social Care,Gen Resaleable Items
Salford City Council,2011-09-20,601021519,27295.30,4541.46,22753.84,Telefonica O2 Uk Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2011-09-20,601021504,5930.95,988.49,4942.46,Cobbetts Llp,Sustainable Regeneration,Legal Fees
Salford City Council,2011-09-20,601021240,1200.00,0.00,1200.00,Redacted Personal Data,Children's Services,Other Prof Fees
Salford City Council,2011-09-20,601021498,6635.06,731.72,5903.34,Cobbetts Llp,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-20,601021367,59335.11,0.00,59335.11,Salford Community Leisure Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-20,601021369,7191.34,0.00,7191.34,Salford Community Leisure Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-20,601020830,712.80,0.00,712.80,Crossroads Caring For Carers,Children's Services,Payts to Agencies
Salford City Council,2011-09-20,601020486,14700.00,0.00,14700.00,Arnfield Care,Children's Services,Payts to Agencies
Salford City Council,2011-09-20,601021520,185838.04,30973.00,154865.04,Smartestenergy Ltd,Sustainable Regeneration,Principal Road Maint
Salford City Council,2011-09-20,25905518,657.42,0.00,657.42,Creamline Dairies,Environment and Community Safety,Provisions
Salford City Council,2011-09-20,25905526,1423.34,0.00,1423.34,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2011-09-20,601020505,43718.45,7286.41,36432.04,S & W Tlp Education Partnership Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-09-20,601020696,19692.55,3282.09,16410.46,S & W Tlp Education Partnership Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-09-20,601021236,1944.00,0.00,1944.00,Redacted Personal Data,Children's Services,Training of Others
Salford City Council,2011-09-20,1600418172,680.12,113.35,566.77,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-09-20,1600420031,501.59,83.60,417.99,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Heat Rep
Salford City Council,2011-09-20,1600420826,784.14,130.69,653.45,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Heat Rep
Salford City Council,2011-09-20,1600423043,537.74,89.62,448.12,Spearhead Machinery Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-20,601019264,12990.93,2165.15,10825.78,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-21,601021657,509.57,84.93,424.64,Hsbc Invoice Finance (Uk) Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-21,601021623,536.27,89.38,446.89,Bs Project Services Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-21,601020931,604.80,100.80,504.00,Hays Education,Children's Services,Agency Fees
Salford City Council,2011-09-21,601021588,6599.72,1099.96,5499.76,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-21,601021589,3150.00,525.00,2625.00,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-21,601021590,3150.00,525.00,2625.00,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-21,1600423259,73180.80,12196.80,60984.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-09-21,1600423260,11558.40,1926.40,9632.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-09-21,1600421384,687.06,114.51,572.55,Sato Uk Ltd,Environment and Community Safety,Catering Materials
Salford City Council,2011-09-21,1600418492,2966.40,494.40,2472.00,"Arjo Limited,",Community Health & Social Care,Central S & S Alloc
Salford City Council,2011-09-21,601021638,1037.92,172.99,864.93,Phs Group Plc,Children's Services,Cleaning Services
Salford City Council,2011-09-21,601020900,2484.00,414.00,2070.00,Turner & Townsend,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-09-21,1600421383,1685.04,280.84,1404.20,Micron Electrical Contracting Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-21,1600420949,660.00,110.00,550.00,"C. Masters Decorators Ltd.,",Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-21,1600420954,3540.00,590.00,2950.00,"C. Masters Decorators Ltd.,",Children's Services,Dev Servs Day to Day
Salford City Council,2011-09-21,1600422137,1284.00,214.00,1070.00,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-21,1600422138,1284.00,214.00,1070.00,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-21,1600421385,698.80,116.46,582.34,Consolor Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-21,25972272,4054.80,675.80,3379.00,Sarabec Ltd,Community Health & Social Care,Disability Equipment
