Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,description
Salford City Council,2015-04-21,6001769017,986.24,0,986.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769030,1036,0,1036,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769124,1071.04,0,1071.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769374,1072.8,0,1072.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769220,1074.08,0,1074.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769150,1085.86,0,1085.86,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,1600533546,1095,0,1095,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-21,6001769365,1103.84,0,1103.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769202,1108,0,1108,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769012,1109.68,0,1109.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769135,1116.04,0,1116.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769350,1127.28,0,1127.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769004,1135.36,0,1135.36,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769121,1139.84,0,1139.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769380,1164.24,0,1164.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769013,1191.96,0,1191.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769112,1193.76,0,1193.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769111,1216.4,0,1216.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769328,1282.24,0,1282.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769050,1284.36,0,1284.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769272,1292.2,0,1292.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769310,1321.4,0,1321.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769345,1323,0,1323,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769268,1328.56,0,1328.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769059,1339.8,0,1339.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769323,1356,0,1356,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769238,1422.96,0,1422.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768995,1423.12,0,1423.12,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769318,1446.64,0,1446.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769023,1449.24,0,1449.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768960,1599.44,0,1599.44,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769019,1626.24,0,1626.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769162,1640.16,0,1640.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769317,1702.56,0,1702.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769209,1732.24,0,1732.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769090,1737.12,0,1737.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769341,1829.56,0,1829.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769315,1865.8,0,1865.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769175,1885.12,0,1885.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769281,1909.48,0,1909.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769210,1918,0,1918,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769299,1920,0,1920,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769143,1961.12,0,1961.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769270,1971.2,0,1971.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769011,2111.48,0,2111.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769064,2428.44,0,2428.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,1600533714,2500,0,2500,Redacted Data,Children's Services,Other Prof Fees
Salford City Council,2015-04-21,6001769266,2701.92,0,2701.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769298,2889.08,0,2889.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,601140059,3053.12,0,3053.12,Redacted Data,"Community, Health & Social Care",Carers Respite
Salford City Council,2015-04-21,1600534338,3375,0,3375,Redacted Data,Children's Services,Grants
Salford City Council,2015-04-21,1600533736,4062.6,0,4062.6,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-21,6001769024,4696.48,0,4696.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769038,5039.8,0,5039.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769264,5480,0,5480,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,601139922,25245.58,0,25245.58,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-21,1600533239,10949.05,1824.84,9124.21,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-04-21,1600533900,1419.54,236.59,1182.95,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-04-21,1600533901,3260.64,543.44,2717.2,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-04-21,1600534266,70014,11669,58345,Salford Community Leisure Ltd,"Community, Health & Social Care",SCL management fee
Salford City Council,2015-04-21,1600531384,8400,1400,7000,Salford Royal Nhs Foundation Trust,Customer and Support Services,Other Prof Fees
Salford City Council,2015-04-21,1600533662,21125,0,21125,Salford Royal Nhs Foundation Trust,Children's Services,Payts to Agencies
Salford City Council,2015-04-21,1600534327,16483.57,2747.26,13736.31,Schofield & Sons Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-21,1600533637,22872,0,22872,The Working Class Movement Library,"Community, Health & Social Care",Grants
Salford City Council,2015-04-21,1600534306,11078.54,0,11078.54,Timeout Homes Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-21,1600533234,1152,192,960,Tis Limited,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-04-21,1600533740,5400,900,4500,Urban Wonder Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-21,1600533731,4776,796,3980,Viglen,Customer and Support Services,Computer Equipment
Salford City Council,2015-04-21,ygacsvwvu,523.44,0,523.44,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2015-04-22,6001769754,1713.64,0,1713.64,3 Edgar Street,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769650,3434,0,3434,Aarondale Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769703,15098.06,0,15098.06,Abbeydale Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2015-04-22,6001769695,3264.75,0,3264.75,Abbeyside Nursing Home Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2015-04-22,6001769675,1683.76,0,1683.76,Abbeywood (Tottington) Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769773,2800,0,2800,Albemarle Rest Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769730,2147.02,0,2147.02,Alfred House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769698,40600.96,0,40600.96,Amadeus Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769707,23190.66,0,23190.66,Angel Care Plc,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769643,7188,0,7188,Appleton Manor,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769671,15465.7,0,15465.7,Asc Healthcare Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2015-04-22,6001769704,15127.94,0,15127.94,Ash Leigh House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769764,1650,0,1650,Ashgrove House Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769748,6117.76,0,6117.76,Autism Initiatives,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769640,55446.11,0,55446.11,Beech House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769749,35858.85,0,35858.85,Beechfield Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769717,11911.84,0,11911.84,Benstock Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,1600533551,1680,280,1400,Bluefin Solutions Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2015-04-22,6001769713,14689.37,0,14689.37,Bradmere Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,1600534459,702.96,117.16,585.8,Bradshaw International,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-04-22,1600533717,1595.5,0,1595.5,Brentnall Primary,Children's Services,Equipment Purchase
Salford City Council,2015-04-22,6001769659,1649.08,0,1649.08,Briarmede Rch,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769722,1725.52,0,1725.52,Brookfield Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769724,15725.4,0,15725.4,Brookvale,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769752,18295.02,0,18295.02,Broughton House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769732,2032,0,2032,Bryn Aber Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769655,1869.57,0,1869.57,Bupa Care Homes,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769686,1702.4,0,1702.4,Bupa Care Homes (Cfhcare) Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2015-04-22,6001769688,4985.4,0,4985.4,Bupa Care Homes (Cfhcare) Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2015-04-22,6001769760,1496,0,1496,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769829,2656.09,0,2656.09,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769830,3335.04,0,3335.04,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769831,101556.68,0,101556.68,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769674,1773.5,0,1773.5,Bupa Care Services Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769753,7222,0,7222,Cairn House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,6001769687,2456.44,0,2456.44,Caring Homes Healthcare Group Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2015-04-22,1600534454,5166.53,861.09,4305.44,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2015-04-22,6001769783,13558.14,0,13558.14,Castlerea House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-22,1600533732,3655.92,0,3655.92,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-04-22,6001769684,1956.44,0,1956.44,Chartbeech Limited,"Community, Health & Social Care",Nursing Home
