Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60020130,822,201010,WELLBURN CARE HOMES LTD,1819.6,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,15,201010,WELLBURN CARE HOMES LTD,3901.95,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,33,201010,WELLBURN CARE HOMES LTD,1196.64,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,36,201010,WELLBURN CARE HOMES LTD,998.48,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1155,201010,WELLBURN CARE HOMES LTD,1230.72,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1156,201010,WELLBURN CARE HOMES LTD,3362.52,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1157,201010,WELLBURN CARE HOMES LTD,1214.04,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,481,201010,WELLBURN CARE HOMES LTD,3560,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,26,201010,WELLBURN CARE HOMES LTD,109.53,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,326,201010,WESTMINSTER HEALTH CARE LTD,2276,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,303,201010,WESTMINSTER HEALTH CARE LTD,598.4,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,371,201010,WESTMINSTER HEALTH CARE LTD,18245.71,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,372,201010,WESTMINSTER HEALTH CARE LTD,5378.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,389,201010,WESTMINSTER HEALTH CARE LTD,3296,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,390,201010,WESTMINSTER HEALTH CARE LTD,3147.23,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,211,201010,WESTMINSTER HEALTH CARE LTD,903.36,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,217,201010,WESTMINSTER HEALTH CARE LTD,977.44,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,226,201010,WESTMINSTER HEALTH CARE LTD,1259.94,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,228,201010,WESTMINSTER HEALTH CARE LTD,5670.14,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,295,201010,WESTMINSTER HEALTH CARE LTD,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,229,201010,WESTMINSTER HEALTH CARE LTD,493.88,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,288,201010,WESTMINSTER HEALTH CARE LTD,5265.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,289,201010,WESTMINSTER HEALTH CARE LTD,1840.69,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,292,201010,WESTMINSTER HEALTH CARE LTD,3835.57,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,294,201010,WESTMINSTER HEALTH CARE LTD,869.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,287,201010,WESTMINSTER HEALTH CARE LTD,1648,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,299,201010,WESTMINSTER HEALTH CARE LTD,1648,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,7,201010,WESTMINSTER HEALTH CARE LTD,340.76,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,231,201010,WESTMINSTER HEALTH CARE LTD,441.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,293,201010,WESTMINSTER HEALTH CARE LTD,1648,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,300,201010,WESTMINSTER HEALTH CARE LTD,1553.83,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,232,201010,WESTMINSTER HEALTH CARE LTD,378.17,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,920,201010,WHEATFIELD COURT,2169.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,739,201010,WHICKHAM VILLA,4971.43,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1010,201010,WHICKHAM VILLA,254.1,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,568,201010,WHICKHAM VILLA,598.4,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,788,201010,WHICKHAM VILLA,3999.96,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,786,201010,WHICKHAM VILLA,1854.68,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1011,201010,WHICKHAM VILLA,441.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,698,201010,WHICKHAM VILLA,3440,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,732,201010,WHICKHAM VILLA,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,733,201010,WHICKHAM VILLA,9767.15,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,741,201010,WHICKHAM VILLA,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,743,201010,WHICKHAM VILLA,16134.49,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,602,201010,WHICKHAM VILLA,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,604,201010,WHICKHAM VILLA,1153.72,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,606,201010,WHICKHAM VILLA,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1014,201010,WHICKHAM VILLA,1540.6,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1016,201010,WHICKHAM VILLA,3187.95,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,736,201010,WHICKHAM VILLA,9782.02,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,737,201010,WHICKHAM VILLA,2226.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,690,201010,WHICKHAM VILLA,7397.21,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,734,201010,WHICKHAM VILLA,15351.47,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,735,201010,WHICKHAM VILLA,1033.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,742,201010,WHICKHAM VILLA,2174,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,748,201010,WHICKHAM VILLA,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,695,201010,WHICKHAM VILLA,471.81,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,692,201010,WHICKHAM VILLA,3440,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,693,201010,WHICKHAM VILLA,2154.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,694,201010,WHICKHAM VILLA,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,868,201010,WHICKHAM VILLA,602.56,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1013,201010,WHICKHAM VILLA,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1034,201010,WHICKHAM VILLA,873.67,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,712,201010,WHICKHAM VILLA,7757.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,718,201010,WHICKHAM VILLA,19347.04,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1030,201010,WHICKHAM VILLA,284.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,716,201010,WHICKHAM VILLA,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,717,201010,WHICKHAM VILLA,1607.75,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,715,201010,WHICKHAM VILLA,6000,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,714,201010,WHICKHAM VILLA,50635.3,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1035,201010,WHICKHAM VILLA,3130.76,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,738,201010,WHICKHAM VILLA,6714.3,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1037,201010,WHICKHAM VILLA,571.99,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020131,0,201010,WHICKHAM VILLA,70408.75,2011-01-06
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020131,1,201010,WHICKHAM VILLA,1771.92,2011-01-06
Community Based Services,Transport,Public Transport and Taxi Fares,42198970,2,201010,WILSONS OF WHICKHAM,600,2011-01-06
Community Based Services,Third Party Payments,Third Party Payments,60020130,808,201010,WINDSOR NURSING HOME,1756,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,813,201010,WINDSOR NURSING HOME,1756,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,975,201010,WINDSOR NURSING HOME,211.92,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,980,201010,WINDSOR NURSING HOME,488.24,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,810,201010,WINDSOR NURSING HOME,1756,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,977,201010,WINDSOR NURSING HOME,489.88,2011-01-05
Community Based Services,Supplies and Services,Catering & Provisions,42201158,2,201010,WRVS,8033.17,2011-01-14
Community Based Services,Supplies and Services,Advertising,43603235,2,201010,YORKSHIRE PURCHASING ORG'ATION,367.63,2011-01-12
Community Based Services,Third Party Payments,Third Party Payments,42197981,2,201010,YOUR VOICE COUNTS,10949.45,2011-01-04
Community Based Services,Supplies and Services,Miscellaneous Supplies,42200628,2,201010,YOUR VOICE COUNTS,44601.5,2011-01-12
Community Based Services,Third Party Payments,Third Party Payments,60040378,476,201010,ZAYIS RAANON,1687.85,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040379,938,201010,ZAYIS RAANON,1687.85,2011-01-31
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43601324,2,201010,ZENDEH,1250,2011-01-04
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43602438,2,201010,ZENDEH,750,2011-01-07
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43604269,2,201010,ZENDEH,1200,2011-01-17
Development & Enterprise,Other Costs,,42205944,2,201010,1NG LTD,174000,2011-01-31
Development & Enterprise,Premises,Rep & Maint,42201654,2,201010,ACTION ENVIRO MAINTENANCE LTD,2429.71,2011-01-18
Development & Enterprise,Premises,Miscellaneous Premises,42200208,2,201010,ADT FIRE & SECURITY PLC,668.36,2011-01-12
Development & Enterprise,Premises,Miscellaneous Premises,42200215,2,201010,ADT FIRE & SECURITY PLC,779.93,2011-01-12
Development & Enterprise,Premises,Security & Insurance,42201648,2,201010,ADT FIRE & SECURITY PLC,577.27,2011-01-18
Development & Enterprise,Premises,Security & Insurance,42201755,2,201010,ADT FIRE & SECURITY PLC,1558.07,2011-01-18
Development & Enterprise,Supplies and Services,Miscellaneous Supplies,43605388,2,201010,ADT FIRE & SECURITY PLC,674.98,2011-01-24
Development & Enterprise,Consultants,,43601654,2,201010,AECOM,71120.74,2011-01-04
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43602027,2,201010,AECOM,17388.1,2011-01-04
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43602032,2,201010,AECOM,17388.1,2011-01-04
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43602057,2,201010,AECOM,570,2011-01-04
Development & Enterprise,Works,,43602168,2,201010,AECOM,761.77,2011-01-05
Development & Enterprise,Consultants,,43602188,2,201010,AECOM,1078.9,2011-01-05
Development & Enterprise,Consultants,,43602906,2,201010,AECOM,6402.04,2011-01-10
Development & Enterprise,Works,,43606084,2,201010,AECOM,3835.06,2011-01-26
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601696,2,201010,AGE CONCERN,550.6,2011-01-04
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43601934,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,419.55,2011-01-04
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602653,2,201010,ANCHOR STAYING PUT,843.52,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602654,2,201010,ANCHOR STAYING PUT,843.52,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602655,2,201010,ANCHOR STAYING PUT,843.52,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43604203,2,201010,ANCHOR STAYING PUT,646,2011-01-14
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43604204,2,201010,ANCHOR STAYING PUT,646,2011-01-14
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43604206,2,201010,ANCHOR STAYING PUT,646,2011-01-14
Development & Enterprise,Works,,43602190,2,201010,AQUEOUS 1ST KWIK FLOW LTD,520,2011-01-05
Development & Enterprise,Works,,43602280,2,201010,ARGUS ECOLOGY LTD,398.75,2011-01-05
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43604414,2,201010,ASSOCIATION OF TOWN CENTRE MANAGEMENT,595,2011-01-17
Development & Enterprise,Consultants,,43604004,2,201010,ATKINS,5640.27,2011-01-14
Development & Enterprise,Third Party Payments,Third Party Payments,42200387,2,201010,BALTIC FLOUR MILLS VISUAL ARTS TRUST,8327.42,2011-01-12
Development & Enterprise,Supplies and Services,Advertising,43604795,2,201010,BAUER ADVERTISING LIMITED,1067.16,2011-01-19
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",43604541,2,201010,BCIS LTD,1255,2011-01-18
Development & Enterprise,Supplies and Services,Comms & Computing,43605984,2,201010,BESTECH SYSTEMS LTD,484,2011-01-25
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43602802,2,201010,BIFFA WASTE SERVICES LTD,410.24,2011-01-07
Development & Enterprise,Premises,Cleaning,43604715,2,201010,BIFFA WASTE SERVICES LTD,375.65,2011-01-18
Development & Enterprise,Supplies and Services,Other Running Costs,43605118,2,201010,BLUEGRASS RESEARCH LTD,3745,2011-01-20
