Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Development & Enterprise,Supplies and Services,Other Running Costs,43780326,0,201312,SILVER MINE COMMUNICATIONS LTD,980,2014-03-12
Development & Enterprise,Supplies and Services,Other Running Costs,43780327,0,201312,SILVER MINE COMMUNICATIONS LTD,1750.00,2014-03-12
Development & Enterprise,Supplies and Services,Other Running Costs,43785122,0,201312,TELE-TRAFFIC (UK) LTD,966.7,2014-03-31
Development & Enterprise,Third Party Payments,Third Party Payments,43779803,0,201312,NEWCASTLE CITY COUNCIL,3389.81,2014-03-07
Development & Enterprise,Third Party Payments,Third Party Payments,43779806,0,201312,NEWCASTLE CITY COUNCIL,3389.81,2014-03-07
Development & Enterprise,Transport,Car Allowances,148008839,23,201312,COMMONWHEELS CIC,98.53,2014-03-14
Development & Enterprise,Supplies and Services,Comms & Computing,41057477,1,201312,KEY TRAFFIC SYSTEMS,1750.00,2014-03-10
Development & Enterprise,Supplies and Services,Comms & Computing,43777474,2,201312,OASYS LIMITED,225.4,2014-03-19
Development & Enterprise,Supplies and Services,Comms & Computing,43784272,0,201312,ALIGNED ASSETS LIMITED,4196.00,2014-03-27
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43780632,0,201312,BUCHANAN COMPUTING LTD,2013.00,2014-03-31
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43778413,0,201312,LRQA LTD,811.2,2014-03-04
Learning and Children,Third Party Payments,Third Party Payments,41060880,1,201312,PINNACLE SCHOOLS (GATESHEAD) LIMITED,21608.00,2014-03-26
Learning and Children,Third Party Payments,Third Party Payments,41060881,1,201312,PINNACLE SCHOOLS (GATESHEAD) LIMITED,105585.00,2014-03-26
Learning and Children,Third Party Payments,Third Party Payments,41060882,1,201312,PINNACLE SCHOOLS (GATESHEAD) LIMITED,46936.72,2014-03-26
Learning and Children,Third Party Payments,Third Party Payments,41060883,1,201312,PINNACLE SCHOOLS (GATESHEAD) LIMITED,664194.26,2014-03-26
Learning and Children,Third Party Payments,Third Party Payments,41060886,1,201312,PINNACLE SCHOOLS (GATESHEAD) LIMITED,12662.00,2014-03-26
Learning and Children,Transport,Public Transport and Taxi Fares,148009058,15,201312,CLICK TRAVEL LTD,115.12,2014-03-25
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",43778217,0,201312,CIPFA BUSINESS LIMITED,2465.00,2014-03-03
Learning and Children,Supplies and Services,Other Running Costs,41061923,1,201312,INSPIRED SPACES STAG LIMITED,108818.11,2014-03-31
Learning and Children,Transport,Car Allowances,148008839,33,201312,COMMONWHEELS CIC,323.19,2014-03-14
Learning and Children,Employees,Indirect Employee Expenses,43781729,0,201312,APT TRAINING AND CONSULTANCY LIMITED,2950.00,2014-03-20
Learning and Children,Employees,Indirect Employee Expenses,43781730,0,201312,APT TRAINING AND CONSULTANCY LIMITED,2950.00,2014-03-20
Learning and Children,Employees,Indirect Employee Expenses,43781903,0,201312,BARNARDOS,550,2014-03-20
Learning and Children,Employees,Indirect Employee Expenses,43781904,0,201312,TRAINING LADDER LIMITED,350,2014-03-20
Learning and Children,Employees,Indirect Employee Expenses,43781905,0,201312,TRAINING LADDER LIMITED,2600.00,2014-03-20
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,34,201312,STREETCARS,12,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,35,201312,STREETCARS,56,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,36,201312,STREETCARS,40,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,40,201312,STREETCARS,20,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,41,201312,STREETCARS,45,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,42,201312,STREETCARS,45,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,43,201312,STREETCARS,84,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,44,201312,STREETCARS,60,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,45,201312,STREETCARS,102,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,46,201312,STREETCARS,84,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,47,201312,STREETCARS,73,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,48,201312,STREETCARS,78,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,59,201312,STREETCARS,54,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,69,201312,STREETCARS,20,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,70,201312,STREETCARS,36,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,76,201312,STREETCARS,24,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,89,201312,STREETCARS,26,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,33,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,10,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,34,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,36,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,35,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,3.5,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,36,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,48,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,37,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,50,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,38,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,114,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,43,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,10,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,44,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,14,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,45,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,16,2014-03-18
Learning and Children,Supplies and Services,"Printing, Stationery etc",43780610,0,201312,ADD INFORMATION SERVICES LTD,490,2014-03-13
Learning and Children,Supplies and Services,"Printing, Stationery etc",43781055,0,201312,P CRAVEN T/A FREEDOM PROGRAMME,525,2014-03-18
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43781899,0,201312,BARNARDOS,1000.00,2014-03-20
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43781900,0,201312,BARNARDOS,3000.00,2014-03-20
Learning and Children,Third Party Payments,Third Party Payments,41056430,1,201312,BARNARDOS,2000.00,2014-03-04
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,67,201312,STREETCARS,54,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148009183,41,201312,CLICK TRAVEL LTD,15.33,2014-03-31
Learning and Children,Premises,Energy,41057954,1,201312,N POWER,1808.23,2014-03-17
Learning and Children,Premises,Energy,41061395,1,201312,N POWER,202.68,2014-03-28
Learning and Children,Premises,Energy,41061395,2,201312,N POWER,217.36,2014-03-28
Learning and Children,Third Party Payments,Third Party Payments,41058146,1,201312,CITY OF SUNDERLAND,5705.00,2014-03-17
Learning and Children,Transport,Public Transport and Taxi Fares,148008706,21,201312,CLICK TRAVEL LTD,64.97,2014-03-07
Learning and Children,Transport,Public Transport and Taxi Fares,148008929,23,201312,CLICK TRAVEL LTD,7.71,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148009058,19,201312,CLICK TRAVEL LTD,30.21,2014-03-25
Learning and Children,Transport,Car Allowances,148008839,7,201312,COMMONWHEELS CIC,25.12,2014-03-14
Learning and Children,Transport,Car Allowances,148008839,28,201312,COMMONWHEELS CIC,10,2014-03-14
Learning and Children,Supplies and Services,Miscellaneous Supplies,41058181,1,201312,MARINE ACTIVITIES CENTRE (SUNDERLAND),2700.00,2014-03-28
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004404,1,201312,2ND HOME CHILDCARE LTD,2477.72,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004405,1,201312,ALL SAINTS PRE-SCHOOL,537.25,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004406,1,201312,ASHFIELD NURSERY & ELC,7154.38,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004407,1,201312,BILL QUAY PRE SCHOOL GROUP,7659.71,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004408,1,201312,4 CHILDREN GATESHEAD NURSERIES,2912.36,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004409,1,201312,BLAYDON YOUTH CLUB,1194.67,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004410,1,201312,BRIDGES NURSERY,4938.77,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004411,1,201312,BRIGHT SPARKS NURSERY,10295.12,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004412,1,201312,BUMBLE BEES PRE-SCHOOL,3079.75,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004414,1,201312,CROMER AVENUE PRE-SCHOOL,11360.87,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004415,1,201312,CROOKHILL EARLY YEARS,6215.04,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004416,1,201312,4 CHILDREN GATESHEAD NURSERIES,3349.65,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004417,1,201312,DENEWELL PLAYGROUP,5907.18,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004418,1,201312,ST MARYS DUCKPOOL PLAYGROUP,4654.96,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004419,1,201312,DUNSTON RIVERSIDE ACADEMY,10119.51,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004420,1,201312,GATESHEAD CHEDER SCHOOL,7847.58,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004421,1,201312,GATESHEAD JEWISH NURSERY SCHOOL,31053.07,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004422,1,201312,GROVE PRE-SCHOOL,6003.56,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004423,1,201312,HARDMAN CENTRE,4496.82,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004424,1,201312,4 CHILDREN GATESHEAD NURSERIES,3886.26,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004425,1,201312,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,4641.42,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004427,1,201312,KIBBLESWORTH ACADEMY,8873.30,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004428,1,201312,KIDS 1ST DAY NURSERY - LOW FELL,6764.66,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004429,1,201312,LAKESIDE CHILDRENS DAY NURSERY,5816.15,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004430,1,201312,4 CHILDREN GATESHEAD NURSERIES,2674.92,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004431,1,201312,LITTLE ACORNS @ WEST LANE,16934.87,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004432,1,201312,LITTLE HEARTS PRE SCHOOL,6470.98,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004433,1,201312,LYNDHURST EARLY YEARS,1138.29,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004434,1,201312,MULBERRY BUSH DAY NURSERIES,11012.05,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004435,1,201312,RING O ROSES NURSERY,6633.89,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004436,1,201312,ROSE VILLA DAY NURSERY,7442.64,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004437,1,201312,ROWLANDS GILL UNDER-5S PRE-SCHOOL,730.07,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004438,1,201312,SALTWELL PARK MONTESSORI NURSERY,2748.61,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004440,1,201312,ST AGNES DAY NURSERY,6999.55,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004441,1,201312,ST ANNE'S PRE-SCHOOL,4765.58,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004442,1,201312,ST PHILIPS PRE-SCHOOL,4501.05,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004443,1,201312,STEPPING STONES DAY NURSERY,5191.42,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004444,1,201312,TIK TOK NURSERY,9831.28,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004445,1,201312,TRINITY CORNER NURSERY,6581.41,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004446,1,201312,VALLEY NURSERY,4657.36,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004447,1,201312,VILLAGE MONTESSORI NURSERY SCHOOL,3315.78,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004448,1,201312,THE VILLAGE MONTESSORI @ WREKENTON,804,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004449,1,201312,WASHINGWELL COMM. PRE-SCHOOL,8500.36,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004450,1,201312,WHICKHAM COMM.CENTRE PLAYGROUP,2562.70,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004451,1,201312,WHICKHAM COTTAGE NURSERY,7602.65,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004452,1,201312,WHITE MERE CHILDCARE,4571.38,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004453,1,201312,WILLOWS MONTESSORI NURSERY,4797.59,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004454,1,201312,MULBERRY BUSH WREKENTON,3750.82,2014-03-06
Learning and Children,Third Party Payments,Third Party Payments,43780137,0,201312,GATESHEAD PRE-SCHOOL LEARNING,5000.00,2014-03-11
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",43784274,0,201312,NATIONAL DAY NURSERIES ASSOCIATION,730,2014-03-27
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",43784274,1,201312,NATIONAL DAY NURSERIES ASSOCIATION,730,2014-03-27
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43779055,0,201312,CRECHE MOBILE PROJECT,487.5,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",41058048,1,201312,GATESHEAD JEWISH NURSERY SCHOOL,840,2014-03-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",41058049,1,201312,GATESHEAD JEWISH NURSERY SCHOOL,420,2014-03-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",41058100,1,201312,GATESHEAD JEWISH NURSERY SCHOOL,420,2014-03-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",41058101,1,201312,GATESHEAD JEWISH NURSERY SCHOOL,840,2014-03-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",41059389,1,201312,NORTHERN TRAINING PARTNERSHIP LTD,940,2014-03-24
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43782215,0,201312,EUREKA,2007.20,2014-03-19
Learning and Children,Supplies and Services,Other Running Costs,43783147,0,201312,KAREN CONVILLE EARLY YEARS INDEPENDENT CONSULTANT,500,2014-03-24
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,32,201312,STREETCARS,28,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,37,201312,STREETCARS,64,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,38,201312,STREETCARS,52,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008761,39,201312,STREETCARS,72,2014-03-10
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,26,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,16,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,27,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,72,2014-03-18
Learning and Children,Transport,Public Transport and Taxi Fares,148008920,28,201312,CENTRAL TAXIS OF GATESHEAD LIMITED,20,2014-03-18
Learning and Children,Employees,Indirect Employee Expenses,41061744,1,201312,TRAINING LADDER LIMITED,2000.00,2014-03-28
Learning and Children,Employees,Indirect Employee Expenses,43783146,0,201312,SKILLS FOR LOCAL AUTHORITIES,1000.00,2014-03-24
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",147004351,3,201312,LITTLE CAT THEATRE,250,2014-03-06
Learning and Children,Supplies and Services,Comms & Computing,41055265,8,201312,BRITISH TELECOM,61.55,2014-03-20
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",41056560,1,201312,SNAPDRAGON DANCE COMPANY,480,2014-03-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43785132,0,201312,SNAPDRAGON DANCE COMPANY,420,2014-03-31
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43785134,0,201312,SNAPDRAGON DANCE COMPANY,400,2014-03-31
