Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07029,4857.96,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07030,482.84,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07031,719.44,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07032,785.01,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07033,1079.84,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07034,531.20,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07035,761.44,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07036,582.16,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07037,1141.68,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07038,673.52,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07039,443.30,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07040,812.52,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07041,1107.92,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07042,433.60,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07043,433.04,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07044,1175.40,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07045,435.84,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07046,610.08,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07047,1120.80,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07048,634.12,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07049,606.00,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07050,927.68,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07051,599.36,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07052,3842.00,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07053,1317.92,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07054,764.40,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07055,529.84,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07056,1241.84,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07057,491.36,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07058,2236.00,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07059,789.60,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07060,599.36,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07061,707.04,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07062,546.60,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07063,866.12,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07064,859.60,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07065,748.68,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07066,1126.92,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07067,2751.92,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07068,1077.44,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07069,551.56,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07070,3020.04,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07071,567.48,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07072,5973.24,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07073,682.04,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07074,1042.00,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07075,483.68,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07076,3435.76,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07077,624.44,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07078,444.40,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07079,517.12,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07080,1394.64,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07081,702.40,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07082,1120.59,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07083,1725.04,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07084,609.04,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07085,682.77,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07086,1260.24,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07087,913.56,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07088,451.92,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07089,473.83,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07090,620.12,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07091,2160.48,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transfer Payments,Direct Payments,626,2011-08-03,1108-07092,885.80,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07093,2068.87,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07094,1506.00,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07095,476.00,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07096,714.88,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07097,435.96,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07098,1497.76,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07099,1254.05,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07100,1127.76,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07101,1517.67,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07102,487.44,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07103,684.12,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07104,1063.52,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07105,2018.56,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07106,635.20,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07107,1751.36,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07108,761.24,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07109,636.12,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07110,1051.16,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Direct Payments,626,2011-08-03,1108-07111,618.12,R,REDACTED PERSONAL DATA
